STATE,DATE,TAVG,PRCP,RH,TMIN,TMAX,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT22
IA,2009-01-01,-9.084558823529411,0.0,67.49056781034704,-14.776470588235291,-3.3926470588235293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2009-01-02,-4.844244604316547,0.0,68.84183909799209,-9.841007194244606,0.1525179856115107,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2009-01-03,-5.560218978102189,0.09140625,78.04403220971666,-9.435766423357665,-1.6846715328467154,30.0,2.0,0.0,1.0,8.0,19.0,3.0,15.0,2.0,0.0,4.0,2.0,0.0,8.0,5.0,2.0,2.0,0.0
IA,2009-01-04,-7.721739130434781,0.6936254980079681,79.21199181285355,-14.32753623188406,-1.115942028985507,18.0,0.0,0.0,1.0,0.0,25.0,1.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
IA,2009-01-05,-10.236071428571428,0.0050387596899224,66.66446021940459,-15.025531914893616,-5.442142857142857,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2009-01-06,-6.078214285714286,0.0473484848484848,66.79304126025266,-11.814285714285717,-0.3421428571428571,7.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IA,2009-01-07,-6.107246376811593,0.0346153846153846,75.8794567950635,-11.21231884057971,-1.0021739130434784,8.0,1.0,0.0,0.0,0.0,1.0,5.0,12.0,1.0,0.0,2.0,0.0,0.0,7.0,0.0,7.0,0.0,1.0
IA,2009-01-08,-10.783812949640287,0.078988326848249,73.16715712905946,-15.63093525179856,-5.936690647482015,4.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0
IA,2009-01-09,-8.5375,1.6515384615384614,75.40845588472429,-13.579285714285714,-3.4957142857142856,14.0,2.0,0.0,6.0,0.0,2.0,5.0,11.0,1.0,0.0,2.0,2.0,1.0,6.0,0.0,6.0,3.0,2.0
IA,2009-01-10,-7.244642857142857,5.596498054474708,80.62259417942741,-11.617142857142856,-2.8721428571428573,14.0,1.0,0.0,3.0,0.0,4.0,3.0,7.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,8.0,2.0,1.0
IA,2009-01-11,-10.120503597122305,0.6677290836653387,81.54044944137642,-14.850359712230215,-5.390647482014388,14.0,0.0,0.0,1.0,0.0,0.0,4.0,13.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,7.0,1.0,0.0
IA,2009-01-12,-7.354642857142858,1.2294820717131474,85.5610648951861,-12.152142857142858,-2.557142857142857,17.0,14.0,0.0,0.0,0.0,3.0,4.0,15.0,6.0,1.0,1.0,0.0,0.0,8.0,0.0,8.0,0.0,4.0
IA,2009-01-13,-13.070921985815604,3.167193675889328,70.64785808696027,-22.885106382978726,-3.256737588652482,12.0,2.0,0.0,0.0,0.0,2.0,3.0,13.0,3.0,0.0,3.0,0.0,0.0,8.0,0.0,8.0,0.0,3.0
IA,2009-01-14,-17.469148936170214,3.716862745098039,74.01384157540961,-23.61489361702128,-11.323404255319147,14.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,4.0,0.0,3.0,0.0,0.0,8.0,0.0,8.0,3.0,1.0
IA,2009-01-15,-23.606474820143887,0.0588235294117647,67.78581485665808,-30.097841726618707,-17.115107913669064,3.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
IA,2009-01-16,-24.23453237410072,0.0239215686274509,74.55513770003634,-31.33093525179856,-17.138129496402875,10.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0
IA,2009-01-17,-12.352592592592591,0.0234126984126984,79.83971327780111,-20.656204379562045,-4.257777777777777,8.0,2.0,0.0,0.0,0.0,0.0,3.0,13.0,2.0,0.0,3.0,0.0,0.0,5.0,0.0,7.0,2.0,0.0
IA,2009-01-18,-5.021641791044776,0.1184,82.95812383588262,-8.81865671641791,-1.24,14.0,1.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,7.0,1.0,0.0
IA,2009-01-19,-8.074100719424461,0.2398373983739837,80.66379970975544,-14.236690647482016,-1.9115107913669065,14.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,7.0,1.0,0.0
IA,2009-01-20,-9.656115107913667,0.0243999999999999,78.62326026746535,-14.06115107913669,-5.251079136690647,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0
IA,2009-01-21,-8.242086330935253,0.0144578313253012,79.630046513465,-12.695683453237413,-3.7884892086330937,10.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
IA,2009-01-22,-4.999640287769784,0.0110671936758893,80.3171769142951,-11.261870503597123,1.262589928057554,28.0,5.0,0.0,0.0,1.0,0.0,5.0,12.0,2.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0
IA,2009-01-23,-4.546043165467625,0.0051181102362204,78.13455415302288,-12.305755395683454,3.2136690647482014,13.0,3.0,0.0,0.0,0.0,0.0,7.0,14.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,7.0,2.0,0.0
IA,2009-01-24,-14.82427536231884,0.0436,67.29157655899812,-21.91594202898551,-7.705035971223022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0
IA,2009-01-25,-16.675,1.3273809523809523,68.53604765246172,-20.66618705035971,-12.67463768115942,7.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0
IA,2009-01-26,-14.168794326241134,0.150197628458498,68.2850511512591,-17.064539007092197,-11.27304964539007,4.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0
IA,2009-01-27,-14.993214285714288,0.0700389105058365,76.58812172077721,-18.946428571428573,-11.04,12.0,1.0,0.0,0.0,0.0,0.0,6.0,13.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0
IA,2009-01-28,-15.353571428571428,0.2458823529411764,79.64004708190886,-21.819285714285712,-8.887857142857143,27.0,3.0,0.0,0.0,0.0,0.0,7.0,14.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0
IA,2009-01-29,-10.155714285714286,0.0091269841269841,77.06560352207035,-17.50357142857143,-2.807857142857143,13.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,1.0,0.0,5.0,0.0,0.0,6.0,0.0,7.0,1.0,0.0
IA,2009-01-30,-9.914642857142857,0.0127906976744186,74.86243185232166,-16.312857142857144,-3.5164285714285715,6.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
IA,2009-01-31,-6.471376811594203,0.0,73.71220552114154,-13.540579710144929,0.5978260869565217,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2009-02-01,1.194814814814815,0.0031372549019607,69.31939294672189,-5.027407407407408,7.417037037037037,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
IA,2009-02-02,-4.095255474452554,0.1271317829457364,68.24690548602172,-10.185401459854017,1.9948905109489048,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0
IA,2009-02-03,-11.67607142857143,0.1328125,69.31923198869326,-19.09,-4.262142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2009-02-04,-14.77661870503597,0.1196078431372549,69.86349730837463,-20.23812949640288,-9.315107913669063,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2009-02-05,-9.893571428571429,0.121031746031746,61.53706986181523,-16.86357142857143,-2.973758865248227,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2009-02-06,-0.938768115942029,0.2569169960474308,76.89201241648075,-8.997101449275362,7.119565217391305,13.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2009-02-07,3.32925925925926,0.0011904761904761,72.61144880184551,-3.945185185185186,10.603703703703705,12.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2009-02-08,1.2613970588235293,0.0,81.94792759457519,-5.756617647058824,8.279411764705882,17.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2009-02-09,1.5239130434782608,0.3885931558935361,84.66882652241742,-3.5753623188405794,6.6231884057971016,28.0,2.0,0.0,0.0,8.0,0.0,6.0,11.0,1.0,0.0,8.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0
IA,2009-02-10,7.508928571428571,1.5403041825095058,65.37388229738602,2.167142857142857,12.850714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2009-02-11,5.982142857142857,0.728735632183908,81.15982712394941,0.2564285714285714,11.707857142857142,10.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0
IA,2009-02-12,1.0571428571428572,0.8630350194552528,69.55849565909969,-2.235,4.349285714285714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2009-02-13,-0.76,0.2711462450592885,76.27049363931485,-5.772857142857143,4.252857142857143,11.0,8.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,5.0,0.0,0.0,6.0,0.0,6.0,0.0,5.0
IA,2009-02-14,-6.089928057553957,2.8596,76.66397131969764,-10.53021582733813,-1.6496402877697842,8.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
IA,2009-02-15,-6.63978102189781,0.051937984496124,73.36208213755175,-11.651094890510947,-1.632608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2009-02-16,-6.422302158273381,0.0,64.43670052598684,-12.11294964028777,-0.7316546762589928,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2009-02-17,-2.571985815602837,0.0797619047619047,72.83935618213482,-8.476595744680852,3.3326241134751773,20.0,2.0,3.0,0.0,1.0,0.0,3.0,11.0,1.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0
IA,2009-02-18,-0.1173758865248227,0.955984555984556,84.97397448717724,-5.039007092198582,4.804255319148936,28.0,4.0,5.0,1.0,5.0,2.0,4.0,7.0,2.0,0.0,4.0,2.0,0.0,7.0,0.0,5.0,0.0,0.0
IA,2009-02-19,-7.500359712230216,0.055511811023622,62.138468676795,-14.172857142857143,-0.8496402877697843,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
IA,2009-02-20,-7.833214285714287,0.0941634241245136,69.3760887773534,-13.68357142857143,-1.982857142857143,13.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,8.0,0.0,2.0
IA,2009-02-21,-5.728985507246377,2.0396,73.4388940784,-11.978985507246376,0.5210144927536232,11.0,3.0,0.0,0.0,0.0,0.0,4.0,12.0,4.0,1.0,4.0,0.0,0.0,8.0,0.0,8.0,2.0,3.0
IA,2009-02-22,-9.757777777777775,0.0784860557768924,68.85307472552464,-15.168888888888889,-4.346666666666667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2009-02-23,-9.231071428571427,0.0,68.77255212067207,-15.587857142857144,-2.8742857142857146,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2009-02-24,-4.343928571428571,0.01171875,59.490527768344585,-11.471428571428572,2.7835714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2009-02-25,3.9492857142857134,0.1386454183266932,69.36475952634832,-2.732142857142857,10.630714285714284,12.0,0.0,0.0,0.0,2.0,1.0,4.0,11.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
IA,2009-02-26,3.356428571428572,1.8262745098039213,86.8384020985516,-2.74,9.452857142857145,29.0,9.0,38.0,11.0,15.0,9.0,6.0,10.0,4.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0
IA,2009-02-27,-3.665714285714286,7.912062256809339,79.76579874296745,-9.78357142857143,2.4521428571428574,12.0,0.0,15.0,11.0,5.0,6.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0
IA,2009-02-28,-7.301838235294118,1.1075697211155378,69.03674324392942,-10.865441176470588,-3.832846715328467,4.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
IA,2009-03-01,-9.59141791044776,0.0640316205533596,63.706706053195006,-14.835074626865673,-4.347761194029851,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2009-03-02,-9.096428571428572,0.1015686274509803,60.77949097564824,-13.946428571428571,-4.246428571428571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2009-03-03,-5.665827338129496,0.05,64.77206018302454,-10.493525179856114,-0.8381294964028777,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2009-03-04,-1.676978417266187,0.0088803088803088,60.43987598977304,-6.756115107913669,3.402158273381295,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2009-03-05,5.107971014492754,0.0011627906976744,71.77045254139166,-2.4347826086956523,12.643884892086332,32.0,5.0,0.0,0.0,0.0,0.0,2.0,9.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IA,2009-03-06,9.134420289855072,0.0011627906976744,74.55775278787874,0.1608695652173913,18.107971014492755,31.0,6.0,1.0,0.0,0.0,0.0,5.0,10.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
IA,2009-03-07,6.140370370370371,8.054545454545455,83.81421385721269,0.4362962962962963,11.844444444444443,26.0,3.0,35.0,1.0,13.0,0.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0
IA,2009-03-08,2.264074074074074,20.311196911196912,90.88598558453496,0.2874074074074074,4.2407407407407405,25.0,1.0,21.0,7.0,9.0,9.0,1.0,5.0,1.0,0.0,4.0,0.0,0.0,8.0,2.0,5.0,2.0,0.0
IA,2009-03-09,1.45,11.007003891050584,91.34871699645304,-0.7442028985507246,3.644202898550725,50.0,6.0,7.0,7.0,6.0,4.0,1.0,4.0,2.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0
IA,2009-03-10,0.944927536231884,10.411985018726591,92.6138531164822,-3.1753623188405795,5.1410071942446045,49.0,13.0,3.0,7.0,8.0,8.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,8.0,1.0,7.0,0.0,0.0
IA,2009-03-11,-6.347122302158273,0.6050000000000001,71.40966044467757,-14.267857142857142,1.5805755395683452,5.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
IA,2009-03-12,-10.119565217391305,0.0,64.89650001951283,-15.080434782608696,-5.158695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2009-03-13,-6.019424460431655,0.0011320754716981,66.28742221658115,-12.152517985611512,0.1136690647482014,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2009-03-14,0.8503703703703703,0.0,66.87341648466798,-5.571851851851852,7.272592592592592,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2009-03-15,4.234558823529412,0.0,63.77274320594569,-3.373529411764706,11.842647058823529,7.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
IA,2009-03-16,8.113928571428572,0.0060377358490566,66.76630468146884,-0.0685714285714285,16.29642857142857,17.0,0.0,0.0,0.0,1.0,0.0,6.0,13.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
IA,2009-03-17,12.065357142857144,0.0074074074074074,61.46245047462194,3.4,20.73071428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2009-03-18,10.562589928057552,0.0267657992565055,61.42766610259459,2.4287769784172664,18.69640287769784,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
IA,2009-03-19,5.186956521739131,0.0453531598513011,60.95371183797432,-2.497826086956522,12.871739130434785,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2009-03-20,4.509285714285714,0.0287822878228782,60.16108139060918,-2.262142857142857,11.280714285714286,5.0,0.0,0.0,1.0,5.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
IA,2009-03-21,7.10863309352518,0.1531365313653136,52.86067049687704,0.2014388489208633,14.015827338129498,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2009-03-22,10.977372262773724,0.5494545454545454,73.35436312901892,3.2744525547445256,18.68029197080292,26.0,0.0,7.0,0.0,6.0,0.0,3.0,10.0,0.0,1.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
IA,2009-03-23,11.965,7.525806451612903,73.85449428914328,6.913571428571428,17.016428571428573,12.0,0.0,37.0,0.0,9.0,0.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
IA,2009-03-24,11.141007194244605,15.79290780141844,75.75002637378869,5.458992805755395,16.823021582733812,14.0,0.0,26.0,0.0,12.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0
IA,2009-03-25,5.301071428571428,5.184981684981685,72.88162907930523,-0.2992857142857142,10.901428571428571,1.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2009-03-26,3.633453237410072,0.0630996309963099,73.4731848258747,-1.2762589928057555,8.543165467625899,8.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0
IA,2009-03-27,0.7899999999999999,0.0238095238095238,65.88936324412703,-5.28,6.859999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
