STATE,DATE,TAVG,PRCP,RH,TMIN,TMAX,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
WI,2009-01-01,-13.12527777777778,0.0329588014981273,72.05692759289443,-19.105555555555554,-7.145,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,1.0
WI,2009-01-02,-9.422222222222222,0.2368421052631578,73.13502835101666,-14.647222222222222,-4.207734806629834,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0
WI,2009-01-03,-10.812222222222225,0.3345864661654135,76.58884244430209,-15.586666666666666,-6.0377777777777775,15.0,1.0,0.0,6.0,5.0,18.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,6.0,5.0,3.0,3.0,0.0,0.0
WI,2009-01-04,-6.660055865921788,3.8171641791044775,84.62886932178355,-11.763128491620112,-1.5569832402234636,22.0,2.0,3.0,13.0,3.0,18.0,1.0,10.0,0.0,0.0,4.0,2.0,1.0,5.0,1.0,4.0,2.0,0.0,0.0
WI,2009-01-05,-12.244475138121548,0.1197080291970802,71.9167765398799,-20.537912087912087,-3.95414364640884,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WI,2009-01-06,-11.609615384615385,0.0467153284671532,75.17328363659225,-18.99230769230769,-4.226923076923077,10.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
WI,2009-01-07,-7.893131868131868,0.7865454545454544,86.54244898008459,-13.3,-2.4862637362637363,17.0,2.0,0.0,0.0,0.0,1.0,3.0,16.0,1.0,0.0,5.0,0.0,0.0,5.0,0.0,6.0,2.0,0.0,0.0
WI,2009-01-08,-9.967777777777778,0.671062271062271,78.77538954442268,-14.477348066298344,-5.467222222222222,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0
WI,2009-01-09,-12.98268156424581,1.28876404494382,78.03317091028086,-18.302793296089384,-7.662569832402234,10.0,6.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0
WI,2009-01-10,-11.940055248618783,1.951145038167939,77.84508864947234,-16.76243093922652,-7.11767955801105,8.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0
