year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2007,PENNSYLVANIA,PA,2007-05-20,20,12.0,59.0,29.0,0.0,0.0
2007,PENNSYLVANIA,PA,2007-05-27,21,12.0,69.0,18.0,1.0,0.0
2007,PENNSYLVANIA,PA,2007-06-03,22,15.0,51.0,32.0,2.0,0.0
2007,PENNSYLVANIA,PA,2007-06-10,23,16.0,51.0,27.0,5.0,1.0
2007,PENNSYLVANIA,PA,2007-06-17,24,18.0,52.0,24.0,5.0,1.0
2007,PENNSYLVANIA,PA,2007-06-24,25,16.0,52.0,23.0,6.0,3.0
2007,PENNSYLVANIA,PA,2007-07-01,26,17.0,46.0,26.0,8.0,3.0
2007,PENNSYLVANIA,PA,2007-07-08,27,16.0,42.0,30.0,8.0,4.0
2007,PENNSYLVANIA,PA,2007-07-15,28,14.0,42.0,24.0,8.0,12.0
2007,PENNSYLVANIA,PA,2007-07-22,29,16.0,32.0,26.0,11.0,15.0
2007,PENNSYLVANIA,PA,2007-07-29,30,17.0,39.0,23.0,10.0,11.0
2007,PENNSYLVANIA,PA,2007-08-05,31,12.0,29.0,26.0,15.0,18.0
2007,PENNSYLVANIA,PA,2007-08-12,32,14.0,38.0,28.0,13.0,7.0
2007,PENNSYLVANIA,PA,2007-08-19,33,14.0,34.0,19.0,13.0,20.0
2007,PENNSYLVANIA,PA,2007-08-26,34,11.0,43.0,20.0,12.0,14.0
2007,PENNSYLVANIA,PA,2007-09-02,35,12.0,43.0,23.0,11.0,11.0
2007,PENNSYLVANIA,PA,2007-09-09,36,13.0,39.0,20.0,11.0,17.0
2007,PENNSYLVANIA,PA,2007-09-16,37,11.0,40.0,20.0,12.0,17.0
2007,PENNSYLVANIA,PA,2007-09-23,38,14.0,48.0,21.0,10.0,7.0
2007,PENNSYLVANIA,PA,2007-09-30,39,15.0,44.0,26.0,10.0,5.0
2007,PENNSYLVANIA,PA,2007-10-07,40,12.0,33.0,22.0,14.0,19.0
2007,PENNSYLVANIA,PA,2007-10-14,41,16.0,46.0,17.0,11.0,10.0
