year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2018,PENNSYLVANIA,PA,2018-05-13,19,10.0,45.0,35.0,1.0,9.0
2018,PENNSYLVANIA,PA,2018-05-27,21,3.0,66.0,20.0,11.0,0.0
2018,PENNSYLVANIA,PA,2018-06-03,22,7.0,61.0,27.0,5.0,0.0
2018,PENNSYLVANIA,PA,2018-06-10,23,9.0,55.0,29.0,6.0,1.0
2018,PENNSYLVANIA,PA,2018-06-17,24,10.0,55.0,29.0,6.0,0.0
2018,PENNSYLVANIA,PA,2018-06-24,25,10.0,53.0,27.0,9.0,1.0
2018,PENNSYLVANIA,PA,2018-07-01,26,10.0,56.0,26.0,7.0,1.0
2018,PENNSYLVANIA,PA,2018-07-08,27,13.0,58.0,24.0,4.0,1.0
2018,PENNSYLVANIA,PA,2018-07-15,28,12.0,54.0,25.0,8.0,1.0
2018,PENNSYLVANIA,PA,2018-07-22,29,11.0,58.0,25.0,5.0,1.0
2018,PENNSYLVANIA,PA,2018-07-29,30,23.0,61.0,15.0,1.0,0.0
2018,PENNSYLVANIA,PA,2018-08-05,31,20.0,54.0,20.0,5.0,1.0
2018,PENNSYLVANIA,PA,2018-08-12,32,24.0,48.0,24.0,4.0,0.0
2018,PENNSYLVANIA,PA,2018-08-19,33,32.0,42.0,20.0,5.0,1.0
2018,PENNSYLVANIA,PA,2018-08-26,34,25.0,45.0,24.0,5.0,1.0
2018,PENNSYLVANIA,PA,2018-09-02,35,18.0,47.0,32.0,3.0,0.0
2018,PENNSYLVANIA,PA,2018-09-09,36,25.0,49.0,21.0,4.0,1.0
2018,PENNSYLVANIA,PA,2018-09-16,37,28.0,52.0,18.0,2.0,0.0
2018,PENNSYLVANIA,PA,2018-09-23,38,30.0,50.0,16.0,3.0,1.0
2018,PENNSYLVANIA,PA,2018-09-30,39,24.0,54.0,18.0,4.0,0.0
2018,PENNSYLVANIA,PA,2018-10-07,40,24.0,49.0,20.0,6.0,1.0
2018,PENNSYLVANIA,PA,2018-10-14,41,26.0,49.0,20.0,4.0,1.0
2018,PENNSYLVANIA,PA,2018-10-21,42,24.0,45.0,22.0,8.0,1.0
2018,PENNSYLVANIA,PA,2018-10-28,43,24.0,44.0,25.0,6.0,1.0
