areasymbol,mukey,cokey,compname,comppct_r,hzname,hzdept_r,hzdepb_r,awc_r,om_r,ph1to1h2o_r
IA001,402215,27356980,Colo,5,Ap,0,20,0.22,6.0,6.3
IA001,402215,27356981,Judson,90,Ap,0,23,0.22,3.8,5.8
IA001,402215,27356982,Ely,5,Ap,0,20,0.16,5.5,6.6
IA001,402216,27356990,Ely,5,Ap,0,20,0.16,5.5,6.6
IA001,402216,27356991,Zook,5,Ap,0,18,0.22,4.5,6.2
IA001,402216,27356992,Judson,85,Ap,0,23,0.22,3.8,5.8
IA001,402216,27356993,Vesser,5,Ap,0,20,0.23,3.5,5.7
IA001,402143,27357396,Judson,10,Ap,0,23,0.22,3.8,5.8
IA001,402143,27357397,Ely,30,Ap,0,20,0.16,5.5,6.6
IA001,402143,27357398,Colo,60,Ap,0,20,0.22,6.0,6.3
IA001,402146,27357753,Kennebec,5,Ap,0,20,0.23,4.8,6.1
IA001,402146,27357754,Nodaway,35,Ap,0,18,0.23,2.8,6.5
IA001,402146,27357755,Perks,5,Ap,0,23,0.08,1.0,6.1
IA001,402146,27357756,Vesser,50,Ap,0,20,0.23,3.5,5.7
IA001,402146,27357757,Colo,5,Ap,0,20,0.22,6.0,6.3
IA001,402187,27357750,Colo,5,Ap,0,20,0.22,6.0,6.3
IA001,402187,27357751,Humeston,5,Ap,0,20,0.22,3.5,6.4
IA001,402187,27357752,Vesser,90,Ap,0,20,0.23,3.5,5.7
IA001,402188,27357370,Zook,85,Ap,0,18,0.22,4.5,6.2
IA001,402188,27357371,Zook,5,Ap,0,18,0.23,3.0,6.7
IA001,402188,27357372,Colo,5,Ap,0,20,0.22,6.0,6.3
IA001,402188,27357373,Wabash,5,Ap,0,15,0.13,5.0,6.2
IA001,402189,27357382,Ackmore,5,Ap,0,15,0.22,2.0,5.9
IA001,402189,27357383,Nodaway,5,Ap,0,18,0.23,2.8,6.5
IA001,402189,27357384,Zook,85,Ap,0,18,0.23,3.0,6.7
IA001,402189,27357385,Humeston,5,A,0,28,0.22,3.5,6.5
IA001,402196,27357696,Nira,5,Ap,0,18,0.22,3.5,6.3
IA001,402196,27357697,Clearfield,90,Ap,0,18,0.22,3.5,6.5
IA001,402196,27357698,Clarinda,5,Ap,0,20,0.22,3.2,6.2
IA001,402197,27357699,Nira,5,Ap,0,18,0.22,2.7,6.5
IA001,402197,27357700,Clarinda,5,Ap,0,20,0.22,2.5,6.2
IA001,402197,27357701,Clearfield,90,Ap,0,18,0.22,2.7,6.5
IA001,402198,27357546,Ladoga,95,Ap,0,18,0.23,3.0,6.9
IA001,402198,27357547,Givin,5,Ap,0,20,0.23,2.5,6.5
IA001,402199,27357550,Hedrick,10,Ap,0,20,0.23,3.0,6.5
IA001,402199,27357551,Ladoga,5,Ap,0,8,0.22,1.5,6.5
IA001,402199,27357552,Ladoga,85,Ap,0,18,0.23,3.0,6.9
IA001,402200,27357556,Armstrong,5,Ap,0,20,0.18,2.0,6.5
IA001,402200,27357557,Ladoga,85,Ap,0,15,0.23,2.5,6.6
IA001,402200,27357558,Sharpsburg,5,Ap,0,18,0.22,3.1,5.7
IA001,402200,27357559,Gara,5,Ap,0,13,0.21,2.5,6.5
IA001,402201,27357560,Gara,5,A,0,18,0.21,3.0,6.5
IA001,402201,27357561,Ladoga,85,Ap,0,18,0.23,3.0,6.9
IA001,402201,27357562,Hedrick,5,Ap,0,20,0.23,3.0,6.5
IA001,402201,27357563,Armstrong,5,Ap,0,18,0.18,2.5,6.5
IA001,402202,27357568,Ladoga,85,Ap,0,15,0.23,2.5,6.6
IA001,402202,27357569,Gara,5,Ap,0,13,0.21,2.5,6.5
IA001,402202,27357570,Hedrick,5,Ap,0,15,0.22,2.5,6.5
IA001,402202,27357571,Armstrong,5,Ap,0,15,0.18,2.0,6.5
IA001,402204,27357130,Clinton,90,Ap,0,20,0.19,2.5,6.3
IA001,402204,27357131,Clinton,5,Ap,0,15,0.19,2.0,6.3
IA001,402204,27357132,Ashgrove,5,Ap,0,20,0.18,2.0,5.9
IA001,402205,27357133,Clinton,85,Ap,0,15,0.19,2.0,6.3
IA001,402205,27357134,Clinton,5,Ap,0,10,0.2,1.0,6.3
IA001,402205,27357135,Keswick,10,Ap,0,15,0.18,2.0,5.9
IA001,402206,27357136,Clinton,80,Ap,0,15,0.19,2.0,6.3
IA001,402206,27357137,Clinton,5,Ap,0,10,0.2,1.0,6.3
IA001,402206,27357138,Lindley,5,Ap,0,15,0.17,1.5,5.9
IA001,402206,27357139,Ely,5,Ap,0,20,0.22,5.0,6.5
IA001,402206,27357140,Keswick,5,Ap,0,15,0.18,2.0,5.9
IA001,402144,27356969,Colo,85,Ap,0,20,0.22,6.0,6.3
IA001,402144,27356970,Calco,5,Ap,0,20,0.22,6.0,7.9
IA001,402144,27356971,Zook,5,Ap,0,18,0.16,3.9,6.1
IA001,402144,27356972,Kennebec,5,Ap,0,20,0.15,5.0,6.5
IA001,402145,27356965,Zook,5,Ap,0,18,0.16,3.9,6.1
IA001,402145,27356966,Ackmore,5,Ap,0,15,0.22,2.0,6.5
IA001,402145,27356967,Colo,85,Ap,0,20,0.22,4.0,6.0
IA001,402145,27356968,Kennebec,5,Ap,0,20,0.15,5.0,6.5
IA001,402147,27356492,Dickinson,90,Ap,0,20,0.14,1.5,6.5
IA001,402147,27356493,Lamoni,5,H1,0,25,0.19,2.7,6.4
IA001,402147,27356494,Shelby,5,H1,0,20,0.17,2.7,6.2
IA001,402148,27356495,Dickinson,85,Ap,0,20,0.14,1.5,6.5
IA001,402148,27356496,Lamoni,5,H1,0,25,0.19,2.7,6.4
IA001,402148,27356497,Shelby,5,H1,0,20,0.17,2.7,6.2
IA001,402148,27356498,Sharpsburg,5,H1,0,20,0.22,3.2,6.2
IA001,402149,27357587,Olmitz,3,Ap,0,18,0.21,4.1,6.5
IA001,402149,27357588,Gara,2,Ap,0,13,0.18,2.5,6.5
IA001,402149,27357589,Gara,90,A,0,18,0.21,3.0,6.5
IA001,402149,27357590,Armstrong,5,Ap,0,20,0.18,2.0,6.5
IA001,402150,27357601,Gara,90,Ap,0,13,0.21,2.5,6.5
IA001,402150,27357602,Armstrong,5,Ap,0,20,0.18,2.0,6.5
IA001,402150,27357603,Bucknell,5,Ap,0,18,0.22,2.5,5.7
IA001,402151,27357604,Mystic,2,Ap,0,15,0.23,2.5,5.9
IA001,402151,27357605,Bucknell,3,Ap,0,18,0.22,2.5,5.7
IA001,402151,27357606,Armstrong,5,Ap,0,20,0.18,2.0,6.5
IA001,402151,27357607,Gara,90,Ap,0,13,0.21,2.5,6.5
IA007,402730,27356764,Wiota,100,H1,0,56,0.22,4.0,6.5
IA007,402646,27356765,Olmitz,40,H1,0,20,0.2,4.7,6.5
IA007,402646,27356766,Vesser,30,H1,0,30,0.22,3.0,6.5
IA007,402646,27356767,Colo,30,H1,0,36,0.22,6.0,6.5
IA007,402664,27357225,Adair,5,Ap,0,18,0.18,4.3,6.1
IA007,402664,27357226,Lamoni,5,Ap,0,18,0.18,4.3,6.1
IA007,402664,27357227,Shelby,90,Ap,0,18,0.16,3.5,5.6
IA007,402665,27356768,Shelby,100,H1,0,20,0.17,1.7,6.2
