year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2016,WISCONSIN,WI,2016-05-29,21,21.0,64.0,14.0,1.0,0.0
2016,WISCONSIN,WI,2016-06-05,22,25.0,61.0,13.0,1.0,0.0
2016,WISCONSIN,WI,2016-06-12,23,26.0,59.0,14.0,1.0,0.0
2016,WISCONSIN,WI,2016-06-19,24,29.0,57.0,12.0,2.0,0.0
2016,WISCONSIN,WI,2016-06-26,25,30.0,56.0,12.0,2.0,0.0
2016,WISCONSIN,WI,2016-07-03,26,32.0,53.0,12.0,2.0,1.0
2016,WISCONSIN,WI,2016-07-10,27,33.0,53.0,12.0,2.0,0.0
2016,WISCONSIN,WI,2016-07-17,28,34.0,52.0,12.0,2.0,0.0
2016,WISCONSIN,WI,2016-07-24,29,36.0,50.0,11.0,2.0,1.0
2016,WISCONSIN,WI,2016-07-31,30,39.0,48.0,10.0,2.0,1.0
2016,WISCONSIN,WI,2016-08-07,31,42.0,46.0,10.0,2.0,0.0
2016,WISCONSIN,WI,2016-08-14,32,43.0,45.0,10.0,2.0,0.0
2016,WISCONSIN,WI,2016-08-21,33,43.0,45.0,10.0,2.0,0.0
2016,WISCONSIN,WI,2016-08-28,34,44.0,43.0,10.0,2.0,1.0
2016,WISCONSIN,WI,2016-09-04,35,44.0,43.0,10.0,2.0,1.0
2016,WISCONSIN,WI,2016-09-11,36,43.0,44.0,10.0,2.0,1.0
2016,WISCONSIN,WI,2016-09-18,37,44.0,44.0,9.0,2.0,1.0
2016,WISCONSIN,WI,2016-09-25,38,43.0,44.0,10.0,2.0,1.0
2016,WISCONSIN,WI,2016-10-02,39,42.0,45.0,10.0,2.0,1.0
2016,WISCONSIN,WI,2016-10-09,40,42.0,43.0,11.0,3.0,1.0
2016,WISCONSIN,WI,2016-10-16,41,43.0,42.0,11.0,3.0,1.0
2016,WISCONSIN,WI,2016-10-23,42,43.0,43.0,10.0,3.0,1.0
2016,WISCONSIN,WI,2016-10-30,43,44.0,42.0,10.0,3.0,1.0
