areasymbol,mukey,cokey,compname,comppct_r,hzname,hzdept_r,hzdepb_r,awc_r,om_r,ph1to1h2o_r
IN005,202294,27187749,Avonburg,85,Ap,0,28,0.22,1.5,5.9
IN005,202294,27187750,Nabb,5,Ap,0,25,0.21,2.0,5.9
IN005,202294,27187751,Cobbsfork,10,Ap,0,30,0.21,1.5,5.9
IN005,202293,27187817,Wakeland,5,Ap,0,18,0.22,2.0,6.4
IN005,202293,27187818,Nabb,10,Ap,0,18,0.21,2.0,5.9
IN005,202293,27187819,Cobbsfork,10,Ap,0,30,0.21,1.5,5.9
IN005,202293,27187820,Avonburg,75,Ap,0,18,0.22,1.5,5.9
IN005,200918,27188049,Princeton,35,Ap,0,20,0.16,1.0,6.2
IN005,200918,27188050,Bloomfield,10,A,0,23,0.1,1.0,6.5
IN005,200918,27188051,Ayrshire,5,Ap,0,20,0.16,1.5,6.5
IN005,200918,27188052,Miami,5,A,0,20,0.22,2.5,6.5
IN005,200918,27188053,Alvin,45,Ap,0,18,0.16,1.0,6.2
IN005,200919,27188054,Alvin,50,Ap,0,18,0.16,0.9,6.2
IN005,200919,27188055,Bloomfield,10,A,0,23,0.1,1.0,6.5
IN005,200919,27188056,Miami,5,A,0,17,0.22,2.5,6.5
IN005,200919,27188057,Princeton,35,Ap,0,20,0.16,1.0,6.2
IN005,200913,27188041,Ayrshire,92,Ap,0,20,0.16,1.5,6.5
IN005,200913,27188042,Princeton,3,A,0,20,0.16,1.0,6.2
IN005,200913,27188043,Rensselaer,5,Ap,0,18,0.21,5.0,6.7
IN005,243905,27187918,Bartle,83,Ap,0,23,0.21,1.5,5.9
IN005,243905,27187919,Peoga,10,Ap,0,25,0.22,2.0,5.9
IN005,243905,27187920,Pekin,5,Ap,0,20,0.22,1.75,5.9
IN005,243905,27187921,Bartle,2,Ap,0,23,0.21,1.38,5.9
IN005,243894,27187884,Peoga,5,Ap,0,20,0.22,2.0,5.9
