year,state_name,state_alpha,week_ending,week,planted,emerged,silking,doughing,dented,mature,harvested
2024,TENNESSEE,TN,2024-03-31,13,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,TENNESSEE,TN,2024-04-07,14,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,TENNESSEE,TN,2024-04-14,15,13.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,TENNESSEE,TN,2024-04-21,16,31.0,5.0,0.0,0.0,0.0,0.0,0.0
2024,TENNESSEE,TN,2024-04-28,17,49.0,18.0,0.0,0.0,0.0,0.0,0.0
2024,TENNESSEE,TN,2024-05-05,18,65.0,32.0,0.0,0.0,0.0,0.0,0.0
2024,TENNESSEE,TN,2024-05-12,19,73.0,45.0,0.0,0.0,0.0,0.0,0.0
2024,TENNESSEE,TN,2024-05-19,20,83.0,62.0,0.0,0.0,0.0,0.0,0.0
2024,TENNESSEE,TN,2024-05-26,21,87.0,72.0,0.0,0.0,0.0,0.0,0.0
2024,TENNESSEE,TN,2024-06-02,22,93.0,82.0,0.0,0.0,0.0,0.0,0.0
2024,TENNESSEE,TN,2024-06-09,23,96.0,89.0,2.0,0.0,0.0,0.0,0.0
2024,TENNESSEE,TN,2024-06-16,24,98.0,95.0,14.0,0.0,0.0,0.0,0.0
2024,TENNESSEE,TN,2024-06-23,25,0.0,97.0,34.0,0.0,0.0,0.0,0.0
2024,TENNESSEE,TN,2024-06-30,26,0.0,0.0,53.0,3.0,0.0,0.0,0.0
2024,TENNESSEE,TN,2024-07-07,27,0.0,0.0,68.0,12.0,0.0,0.0,0.0
2024,TENNESSEE,TN,2024-07-14,28,0.0,0.0,81.0,30.0,0.0,0.0,0.0
2024,TENNESSEE,TN,2024-07-21,29,0.0,0.0,87.0,48.0,0.0,0.0,0.0
2024,TENNESSEE,TN,2024-07-28,30,0.0,0.0,92.0,61.0,11.0,0.0,0.0
2024,TENNESSEE,TN,2024-08-04,31,0.0,0.0,96.0,72.0,29.0,0.0,0.0
2024,TENNESSEE,TN,2024-08-11,32,0.0,0.0,97.0,82.0,49.0,7.0,0.0
2024,TENNESSEE,TN,2024-08-18,33,0.0,0.0,98.0,88.0,64.0,17.0,0.0
2024,TENNESSEE,TN,2024-08-25,34,0.0,0.0,0.0,93.0,79.0,36.0,6.0
2024,TENNESSEE,TN,2024-09-01,35,0.0,0.0,0.0,95.0,88.0,59.0,16.0
2024,TENNESSEE,TN,2024-09-08,36,0.0,0.0,0.0,97.0,93.0,76.0,31.0
2024,TENNESSEE,TN,2024-09-15,37,0.0,0.0,0.0,0.0,97.0,85.0,46.0
2024,TENNESSEE,TN,2024-09-22,38,0.0,0.0,0.0,0.0,99.0,92.0,58.0
2024,TENNESSEE,TN,2024-09-29,39,0.0,0.0,0.0,0.0,100.0,96.0,70.0
2024,TENNESSEE,TN,2024-10-06,40,0.0,0.0,0.0,0.0,0.0,98.0,80.0
2024,TENNESSEE,TN,2024-10-13,41,0.0,0.0,0.0,0.0,0.0,99.0,88.0
2024,TENNESSEE,TN,2024-10-20,42,0.0,0.0,0.0,0.0,0.0,100.0,94.0
2024,TENNESSEE,TN,2024-10-27,43,0.0,0.0,0.0,0.0,0.0,0.0,96.0
2024,TENNESSEE,TN,2024-11-03,44,0.0,0.0,0.0,0.0,0.0,0.0,98.0
2024,TENNESSEE,TN,2024-11-10,45,0.0,0.0,0.0,0.0,0.0,0.0,99.0
