year,state_name,state_alpha,region,week_ending,week,excellent,good,fair,poor,very poor
2009,NEBRASKA,NE,Semi-Arid Continental,2009-11-08,45,26.0,53.0,13.0,6.0,2.0
2009,NEBRASKA,NE,Semi-Arid Continental,2009-11-15,46,26.0,53.0,13.0,6.0,2.0
2009,OHIO,OH,Temperate Humid,2009-05-31,22,19.0,61.0,18.0,2.0,0.0
2009,OHIO,OH,Temperate Humid,2009-06-07,23,19.0,58.0,19.0,3.0,1.0
2009,OHIO,OH,Temperate Humid,2009-06-14,24,23.0,54.0,20.0,2.0,1.0
2009,OHIO,OH,Temperate Humid,2009-06-21,25,22.0,56.0,18.0,3.0,1.0
2009,OHIO,OH,Temperate Humid,2009-06-28,26,25.0,56.0,16.0,3.0,0.0
2009,OHIO,OH,Temperate Humid,2009-07-05,27,24.0,53.0,18.0,4.0,1.0
2009,OHIO,OH,Temperate Humid,2009-07-12,28,21.0,52.0,22.0,4.0,1.0
2009,OHIO,OH,Temperate Humid,2009-07-19,29,20.0,54.0,21.0,4.0,1.0
2009,OHIO,OH,Temperate Humid,2009-07-26,30,19.0,53.0,23.0,4.0,1.0
2009,OHIO,OH,Temperate Humid,2009-08-02,31,21.0,54.0,20.0,4.0,1.0
2009,OHIO,OH,Temperate Humid,2009-08-09,32,26.0,50.0,19.0,4.0,1.0
2009,OHIO,OH,Temperate Humid,2009-08-16,33,24.0,49.0,21.0,5.0,1.0
2009,OHIO,OH,Temperate Humid,2009-08-23,34,23.0,48.0,23.0,5.0,1.0
2009,OHIO,OH,Temperate Humid,2009-08-30,35,24.0,48.0,22.0,5.0,1.0
2009,OHIO,OH,Temperate Humid,2009-09-06,36,23.0,49.0,22.0,5.0,1.0
2009,OHIO,OH,Temperate Humid,2009-09-13,37,23.0,51.0,19.0,6.0,1.0
2009,OHIO,OH,Temperate Humid,2009-09-20,38,24.0,50.0,19.0,5.0,2.0
2009,OHIO,OH,Temperate Humid,2009-09-27,39,22.0,50.0,22.0,5.0,1.0
2009,OHIO,OH,Temperate Humid,2009-10-04,40,28.0,49.0,18.0,4.0,1.0
2009,OHIO,OH,Temperate Humid,2009-10-11,41,26.0,50.0,19.0,4.0,1.0
2009,OHIO,OH,Temperate Humid,2009-10-18,42,28.0,47.0,20.0,4.0,1.0
2009,OHIO,OH,Temperate Humid,2009-10-25,43,26.0,48.0,21.0,4.0,1.0
2009,OHIO,OH,Temperate Humid,2009-11-01,44,27.0,49.0,19.0,4.0,1.0
2009,OHIO,OH,Temperate Humid,2009-11-08,45,29.0,48.0,19.0,3.0,1.0
2009,OHIO,OH,Temperate Humid,2009-11-15,46,31.0,45.0,20.0,3.0,1.0
2009,PENNSYLVANIA,PA,Temperate Humid,2009-05-31,22,12.0,63.0,24.0,1.0,0.0
2009,PENNSYLVANIA,PA,Temperate Humid,2009-06-07,23,18.0,56.0,22.0,4.0,0.0
2009,PENNSYLVANIA,PA,Temperate Humid,2009-06-14,24,16.0,58.0,23.0,3.0,0.0
2009,PENNSYLVANIA,PA,Temperate Humid,2009-06-21,25,19.0,52.0,25.0,3.0,1.0
2009,PENNSYLVANIA,PA,Temperate Humid,2009-06-28,26,20.0,56.0,20.0,3.0,1.0
2009,PENNSYLVANIA,PA,Temperate Humid,2009-07-05,27,24.0,57.0,15.0,3.0,1.0
2009,PENNSYLVANIA,PA,Temperate Humid,2009-07-12,28,26.0,49.0,21.0,3.0,1.0
2009,PENNSYLVANIA,PA,Temperate Humid,2009-07-19,29,26.0,47.0,22.0,4.0,1.0
2009,PENNSYLVANIA,PA,Temperate Humid,2009-07-26,30,23.0,53.0,18.0,5.0,1.0
2009,PENNSYLVANIA,PA,Temperate Humid,2009-08-02,31,24.0,52.0,18.0,5.0,1.0
2009,PENNSYLVANIA,PA,Temperate Humid,2009-08-09,32,28.0,50.0,18.0,3.0,1.0
2009,PENNSYLVANIA,PA,Temperate Humid,2009-08-16,33,30.0,49.0,14.0,6.0,1.0
2009,PENNSYLVANIA,PA,Temperate Humid,2009-08-23,34,29.0,53.0,14.0,4.0,0.0
2009,PENNSYLVANIA,PA,Temperate Humid,2009-08-30,35,32.0,50.0,12.0,5.0,1.0
2009,PENNSYLVANIA,PA,Temperate Humid,2009-09-06,36,31.0,49.0,14.0,5.0,1.0
2009,PENNSYLVANIA,PA,Temperate Humid,2009-09-13,37,29.0,53.0,14.0,3.0,1.0
2009,PENNSYLVANIA,PA,Temperate Humid,2009-09-20,38,28.0,53.0,15.0,3.0,1.0
2009,PENNSYLVANIA,PA,Temperate Humid,2009-09-27,39,32.0,46.0,16.0,5.0,1.0
2009,PENNSYLVANIA,PA,Temperate Humid,2009-10-04,40,38.0,48.0,11.0,2.0,1.0
2009,PENNSYLVANIA,PA,Temperate Humid,2009-10-11,41,33.0,51.0,12.0,3.0,1.0
2009,PENNSYLVANIA,PA,Temperate Humid,2009-10-18,42,33.0,45.0,15.0,6.0,1.0
2009,PENNSYLVANIA,PA,Temperate Humid,2009-10-25,43,30.0,47.0,17.0,5.0,1.0
2009,PENNSYLVANIA,PA,Temperate Humid,2009-11-01,44,34.0,46.0,13.0,6.0,1.0
2009,PENNSYLVANIA,PA,Temperate Humid,2009-11-08,45,34.0,48.0,14.0,4.0,0.0
2009,PENNSYLVANIA,PA,Temperate Humid,2009-11-15,46,34.0,48.0,14.0,4.0,0.0
2009,SOUTH DAKOTA,SD,Semi-Arid Continental,2009-05-31,22,6.0,49.0,40.0,5.0,0.0
2009,SOUTH DAKOTA,SD,Semi-Arid Continental,2009-06-07,23,8.0,48.0,30.0,13.0,1.0
2009,SOUTH DAKOTA,SD,Semi-Arid Continental,2009-06-14,24,6.0,58.0,31.0,5.0,0.0
2009,SOUTH DAKOTA,SD,Semi-Arid Continental,2009-06-21,25,8.0,57.0,28.0,7.0,0.0
2009,SOUTH DAKOTA,SD,Semi-Arid Continental,2009-06-28,26,11.0,60.0,19.0,10.0,0.0
2009,SOUTH DAKOTA,SD,Semi-Arid Continental,2009-07-05,27,13.0,49.0,25.0,13.0,0.0
2009,SOUTH DAKOTA,SD,Semi-Arid Continental,2009-07-12,28,16.0,57.0,22.0,4.0,1.0
2009,SOUTH DAKOTA,SD,Semi-Arid Continental,2009-07-19,29,18.0,56.0,21.0,4.0,1.0
2009,SOUTH DAKOTA,SD,Semi-Arid Continental,2009-07-26,30,19.0,54.0,22.0,4.0,1.0
2009,SOUTH DAKOTA,SD,Semi-Arid Continental,2009-08-02,31,22.0,54.0,19.0,4.0,1.0
2009,SOUTH DAKOTA,SD,Semi-Arid Continental,2009-08-09,32,21.0,56.0,19.0,3.0,1.0
2009,SOUTH DAKOTA,SD,Semi-Arid Continental,2009-08-16,33,22.0,49.0,25.0,4.0,0.0
2009,SOUTH DAKOTA,SD,Semi-Arid Continental,2009-08-23,34,25.0,52.0,19.0,3.0,1.0
2009,SOUTH DAKOTA,SD,Semi-Arid Continental,2009-08-30,35,29.0,49.0,14.0,7.0,1.0
2009,SOUTH DAKOTA,SD,Semi-Arid Continental,2009-09-06,36,19.0,59.0,17.0,5.0,0.0
2009,SOUTH DAKOTA,SD,Semi-Arid Continental,2009-09-13,37,24.0,55.0,17.0,3.0,1.0
2009,SOUTH DAKOTA,SD,Semi-Arid Continental,2009-09-20,38,29.0,52.0,15.0,3.0,1.0
2009,SOUTH DAKOTA,SD,Semi-Arid Continental,2009-09-27,39,24.0,56.0,17.0,3.0,0.0
2009,SOUTH DAKOTA,SD,Semi-Arid Continental,2009-10-04,40,20.0,58.0,17.0,4.0,1.0
2009,SOUTH DAKOTA,SD,Semi-Arid Continental,2009-10-11,41,21.0,58.0,17.0,3.0,1.0
2009,SOUTH DAKOTA,SD,Semi-Arid Continental,2009-10-18,42,28.0,52.0,16.0,3.0,1.0
2009,SOUTH DAKOTA,SD,Semi-Arid Continental,2009-10-25,43,23.0,57.0,16.0,3.0,1.0
2009,SOUTH DAKOTA,SD,Semi-Arid Continental,2009-11-01,44,24.0,52.0,19.0,4.0,1.0
2009,SOUTH DAKOTA,SD,Semi-Arid Continental,2009-11-08,45,21.0,54.0,20.0,4.0,1.0
2009,SOUTH DAKOTA,SD,Semi-Arid Continental,2009-11-15,46,21.0,46.0,26.0,6.0,1.0
2009,TENNESSEE,TN,Subtropical Humid,2009-05-31,22,6.0,42.0,32.0,13.0,7.0
2009,TENNESSEE,TN,Subtropical Humid,2009-06-07,23,8.0,42.0,30.0,12.0,8.0
2009,TENNESSEE,TN,Subtropical Humid,2009-06-14,24,11.0,44.0,27.0,11.0,7.0
2009,TENNESSEE,TN,Subtropical Humid,2009-06-21,25,12.0,46.0,26.0,10.0,6.0
2009,TENNESSEE,TN,Subtropical Humid,2009-06-28,26,12.0,45.0,27.0,10.0,6.0
2009,TENNESSEE,TN,Subtropical Humid,2009-07-05,27,9.0,44.0,25.0,14.0,8.0
2009,TENNESSEE,TN,Subtropical Humid,2009-07-12,28,12.0,43.0,26.0,12.0,7.0
2009,TENNESSEE,TN,Subtropical Humid,2009-07-19,29,13.0,48.0,24.0,9.0,6.0
2009,TENNESSEE,TN,Subtropical Humid,2009-07-26,30,17.0,47.0,22.0,9.0,5.0
2009,TENNESSEE,TN,Subtropical Humid,2009-08-02,31,22.0,50.0,19.0,6.0,3.0
2009,TENNESSEE,TN,Subtropical Humid,2009-08-09,32,24.0,50.0,17.0,6.0,3.0
2009,TENNESSEE,TN,Subtropical Humid,2009-08-16,33,24.0,51.0,16.0,6.0,3.0
2009,TENNESSEE,TN,Subtropical Humid,2009-08-23,34,25.0,53.0,14.0,5.0,3.0
2009,TENNESSEE,TN,Subtropical Humid,2009-08-30,35,25.0,53.0,14.0,5.0,3.0
2009,TENNESSEE,TN,Subtropical Humid,2009-09-06,36,25.0,53.0,14.0,5.0,3.0
2009,TENNESSEE,TN,Subtropical Humid,2009-09-13,37,26.0,52.0,14.0,5.0,3.0
2009,TENNESSEE,TN,Subtropical Humid,2009-09-20,38,26.0,52.0,14.0,5.0,3.0
2009,TENNESSEE,TN,Subtropical Humid,2009-09-27,39,26.0,52.0,14.0,5.0,3.0
2009,TENNESSEE,TN,Subtropical Humid,2009-10-04,40,26.0,52.0,14.0,5.0,3.0
2009,TENNESSEE,TN,Subtropical Humid,2009-10-11,41,26.0,52.0,14.0,5.0,3.0
2009,TENNESSEE,TN,Subtropical Humid,2009-10-18,42,26.0,52.0,14.0,5.0,3.0
2009,TENNESSEE,TN,Subtropical Humid,2009-10-25,43,26.0,52.0,14.0,5.0,3.0
2009,TENNESSEE,TN,Subtropical Humid,2009-11-01,44,26.0,52.0,14.0,5.0,3.0
2009,TENNESSEE,TN,Subtropical Humid,2009-11-08,45,26.0,52.0,14.0,5.0,3.0
2009,TENNESSEE,TN,Subtropical Humid,2009-11-15,46,26.0,52.0,14.0,5.0,3.0
2009,TEXAS,TX,Semi-Arid Continental,2009-05-31,22,3.0,46.0,36.0,10.0,5.0
2009,TEXAS,TX,Semi-Arid Continental,2009-06-07,23,6.0,40.0,38.0,12.0,4.0
2009,TEXAS,TX,Semi-Arid Continental,2009-06-14,24,6.0,34.0,42.0,14.0,4.0
2009,TEXAS,TX,Semi-Arid Continental,2009-06-21,25,4.0,25.0,35.0,18.0,18.0
2009,TEXAS,TX,Semi-Arid Continental,2009-06-28,26,5.0,30.0,31.0,15.0,19.0
2009,TEXAS,TX,Semi-Arid Continental,2009-07-05,27,6.0,34.0,29.0,13.0,18.0
2009,TEXAS,TX,Semi-Arid Continental,2009-07-12,28,4.0,27.0,27.0,18.0,24.0
2009,TEXAS,TX,Semi-Arid Continental,2009-07-19,29,4.0,33.0,28.0,16.0,19.0
2009,TEXAS,TX,Semi-Arid Continental,2009-07-26,30,5.0,27.0,28.0,15.0,25.0
2009,TEXAS,TX,Semi-Arid Continental,2009-08-02,31,6.0,28.0,23.0,16.0,27.0
2009,TEXAS,TX,Semi-Arid Continental,2009-08-09,32,5.0,22.0,24.0,20.0,29.0
2009,TEXAS,TX,Semi-Arid Continental,2009-08-16,33,6.0,31.0,24.0,14.0,25.0
2009,TEXAS,TX,Semi-Arid Continental,2009-08-23,34,6.0,31.0,24.0,14.0,25.0
2009,TEXAS,TX,Semi-Arid Continental,2009-08-30,35,6.0,31.0,24.0,14.0,25.0
2009,TEXAS,TX,Semi-Arid Continental,2009-09-06,36,6.0,31.0,24.0,14.0,25.0
2009,TEXAS,TX,Semi-Arid Continental,2009-09-13,37,6.0,31.0,24.0,14.0,25.0
2009,TEXAS,TX,Semi-Arid Continental,2009-09-20,38,6.0,31.0,24.0,14.0,25.0
2009,TEXAS,TX,Semi-Arid Continental,2009-09-27,39,6.0,31.0,24.0,14.0,25.0
2009,TEXAS,TX,Semi-Arid Continental,2009-10-04,40,6.0,31.0,24.0,14.0,25.0
2009,TEXAS,TX,Semi-Arid Continental,2009-10-11,41,6.0,31.0,24.0,14.0,25.0
2009,TEXAS,TX,Semi-Arid Continental,2009-10-18,42,6.0,31.0,24.0,14.0,25.0
2009,TEXAS,TX,Semi-Arid Continental,2009-10-25,43,6.0,31.0,24.0,14.0,25.0
2009,TEXAS,TX,Semi-Arid Continental,2009-11-01,44,6.0,31.0,24.0,14.0,25.0
2009,TEXAS,TX,Semi-Arid Continental,2009-11-08,45,6.0,31.0,24.0,14.0,25.0
2009,TEXAS,TX,Semi-Arid Continental,2009-11-15,46,6.0,31.0,24.0,14.0,25.0
2009,WISCONSIN,WI,Temperate Humid,2009-05-31,22,17.0,58.0,23.0,2.0,0.0
2009,WISCONSIN,WI,Temperate Humid,2009-06-07,23,10.0,66.0,21.0,3.0,0.0
2009,WISCONSIN,WI,Temperate Humid,2009-06-14,24,17.0,57.0,22.0,3.0,1.0
2009,WISCONSIN,WI,Temperate Humid,2009-06-21,25,18.0,58.0,20.0,4.0,0.0
2009,WISCONSIN,WI,Temperate Humid,2009-06-28,26,24.0,57.0,14.0,4.0,1.0
2009,WISCONSIN,WI,Temperate Humid,2009-07-05,27,16.0,62.0,18.0,3.0,1.0
2009,WISCONSIN,WI,Temperate Humid,2009-07-12,28,16.0,55.0,21.0,7.0,1.0
2009,WISCONSIN,WI,Temperate Humid,2009-07-19,29,10.0,47.0,30.0,10.0,3.0
2009,WISCONSIN,WI,Temperate Humid,2009-07-26,30,8.0,47.0,26.0,16.0,3.0
2009,WISCONSIN,WI,Temperate Humid,2009-08-02,31,9.0,39.0,30.0,15.0,7.0
2009,WISCONSIN,WI,Temperate Humid,2009-08-09,32,13.0,42.0,28.0,10.0,7.0
2009,WISCONSIN,WI,Temperate Humid,2009-08-16,33,18.0,43.0,27.0,9.0,3.0
2009,WISCONSIN,WI,Temperate Humid,2009-08-23,34,15.0,49.0,25.0,9.0,2.0
2009,WISCONSIN,WI,Temperate Humid,2009-08-30,35,16.0,49.0,25.0,8.0,2.0
2009,WISCONSIN,WI,Temperate Humid,2009-09-06,36,20.0,48.0,24.0,6.0,2.0
2009,WISCONSIN,WI,Temperate Humid,2009-09-13,37,20.0,44.0,26.0,8.0,2.0
2009,WISCONSIN,WI,Temperate Humid,2009-09-20,38,18.0,43.0,27.0,9.0,3.0
2009,WISCONSIN,WI,Temperate Humid,2009-09-27,39,16.0,46.0,26.0,9.0,3.0
2009,WISCONSIN,WI,Temperate Humid,2009-10-04,40,15.0,48.0,26.0,8.0,3.0
2009,WISCONSIN,WI,Temperate Humid,2009-10-11,41,15.0,53.0,20.0,9.0,3.0
2009,WISCONSIN,WI,Temperate Humid,2009-10-18,42,14.0,50.0,25.0,9.0,2.0
2009,WISCONSIN,WI,Temperate Humid,2009-10-25,43,13.0,47.0,28.0,10.0,2.0
2009,WISCONSIN,WI,Temperate Humid,2009-11-01,44,12.0,41.0,29.0,14.0,4.0
2009,WISCONSIN,WI,Temperate Humid,2009-11-08,45,16.0,41.0,29.0,11.0,3.0
2009,WISCONSIN,WI,Temperate Humid,2009-11-15,46,16.0,43.0,29.0,9.0,3.0
2010,COLORADO,CO,Semi-Arid Continental,2010-05-16,19,1.0,54.0,35.0,10.0,0.0
2010,COLORADO,CO,Semi-Arid Continental,2010-05-23,20,2.0,65.0,28.0,4.0,1.0
2010,COLORADO,CO,Semi-Arid Continental,2010-05-30,21,2.0,68.0,23.0,6.0,1.0
2010,COLORADO,CO,Semi-Arid Continental,2010-06-06,22,13.0,62.0,21.0,3.0,1.0
2010,COLORADO,CO,Semi-Arid Continental,2010-06-13,23,19.0,65.0,13.0,3.0,0.0
2010,COLORADO,CO,Semi-Arid Continental,2010-06-20,24,19.0,67.0,12.0,2.0,0.0
2010,COLORADO,CO,Semi-Arid Continental,2010-06-27,25,17.0,65.0,14.0,4.0,0.0
2010,COLORADO,CO,Semi-Arid Continental,2010-07-04,26,12.0,57.0,27.0,4.0,0.0
2010,COLORADO,CO,Semi-Arid Continental,2010-07-11,27,22.0,67.0,10.0,1.0,0.0
2010,COLORADO,CO,Semi-Arid Continental,2010-07-18,28,22.0,67.0,10.0,1.0,0.0
2010,COLORADO,CO,Semi-Arid Continental,2010-07-25,29,22.0,69.0,8.0,1.0,0.0
2010,COLORADO,CO,Semi-Arid Continental,2010-08-01,30,17.0,65.0,17.0,1.0,0.0
2010,COLORADO,CO,Semi-Arid Continental,2010-08-08,31,28.0,55.0,15.0,2.0,0.0
2010,COLORADO,CO,Semi-Arid Continental,2010-08-15,32,27.0,56.0,15.0,2.0,0.0
2010,COLORADO,CO,Semi-Arid Continental,2010-08-22,33,23.0,65.0,10.0,2.0,0.0
2010,COLORADO,CO,Semi-Arid Continental,2010-08-29,34,22.0,62.0,14.0,2.0,0.0
2010,COLORADO,CO,Semi-Arid Continental,2010-09-05,35,20.0,68.0,10.0,2.0,0.0
2010,COLORADO,CO,Semi-Arid Continental,2010-09-12,36,17.0,61.0,18.0,3.0,1.0
2010,COLORADO,CO,Semi-Arid Continental,2010-09-19,37,14.0,63.0,19.0,4.0,0.0
2010,COLORADO,CO,Semi-Arid Continental,2010-09-26,38,13.0,65.0,18.0,3.0,1.0
2010,COLORADO,CO,Semi-Arid Continental,2010-10-03,39,15.0,55.0,24.0,6.0,0.0
2010,COLORADO,CO,Semi-Arid Continental,2010-10-10,40,12.0,63.0,17.0,4.0,4.0
2010,IOWA,IA,Temperate Humid,2010-05-16,19,5.0,50.0,36.0,7.0,2.0
2010,IOWA,IA,Temperate Humid,2010-05-23,20,11.0,54.0,28.0,5.0,2.0
2010,IOWA,IA,Temperate Humid,2010-05-30,21,20.0,54.0,21.0,4.0,1.0
2010,IOWA,IA,Temperate Humid,2010-06-06,22,23.0,55.0,17.0,4.0,1.0
2010,IOWA,IA,Temperate Humid,2010-06-13,23,22.0,54.0,18.0,4.0,2.0
2010,IOWA,IA,Temperate Humid,2010-06-20,24,23.0,52.0,18.0,5.0,2.0
2010,IOWA,IA,Temperate Humid,2010-06-27,25,22.0,50.0,19.0,6.0,3.0
2010,IOWA,IA,Temperate Humid,2010-07-04,26,18.0,47.0,23.0,8.0,4.0
2010,IOWA,IA,Temperate Humid,2010-07-11,27,20.0,51.0,19.0,7.0,3.0
2010,IOWA,IA,Temperate Humid,2010-07-18,28,21.0,48.0,20.0,8.0,3.0
2010,IOWA,IA,Temperate Humid,2010-07-25,29,27.0,43.0,20.0,7.0,3.0
2010,IOWA,IA,Temperate Humid,2010-08-01,30,27.0,43.0,19.0,8.0,3.0
2010,IOWA,IA,Temperate Humid,2010-08-08,31,25.0,45.0,19.0,8.0,3.0
2010,IOWA,IA,Temperate Humid,2010-08-15,32,25.0,43.0,20.0,8.0,4.0
2010,IOWA,IA,Temperate Humid,2010-08-22,33,24.0,43.0,21.0,8.0,4.0
2010,IOWA,IA,Temperate Humid,2010-08-29,34,25.0,44.0,20.0,7.0,4.0
2010,IOWA,IA,Temperate Humid,2010-09-05,35,23.0,46.0,20.0,8.0,3.0
2010,IOWA,IA,Temperate Humid,2010-09-12,36,23.0,45.0,20.0,8.0,4.0
2010,IOWA,IA,Temperate Humid,2010-09-19,37,21.0,47.0,20.0,8.0,4.0
2010,IOWA,IA,Temperate Humid,2010-09-26,38,22.0,45.0,20.0,9.0,4.0
2010,IOWA,IA,Temperate Humid,2010-10-03,39,21.0,46.0,21.0,8.0,4.0
2010,IOWA,IA,Temperate Humid,2010-10-10,40,23.0,47.0,19.0,7.0,4.0
2010,ILLINOIS,IL,Temperate Humid,2010-05-16,19,15.0,58.0,21.0,4.0,2.0
2010,ILLINOIS,IL,Temperate Humid,2010-05-23,20,15.0,62.0,18.0,4.0,1.0
2010,ILLINOIS,IL,Temperate Humid,2010-05-30,21,17.0,59.0,18.0,5.0,1.0
2010,ILLINOIS,IL,Temperate Humid,2010-06-06,22,19.0,54.0,21.0,5.0,1.0
2010,ILLINOIS,IL,Temperate Humid,2010-06-13,23,20.0,52.0,20.0,6.0,2.0
2010,ILLINOIS,IL,Temperate Humid,2010-06-20,24,17.0,52.0,21.0,7.0,3.0
2010,ILLINOIS,IL,Temperate Humid,2010-06-27,25,17.0,50.0,23.0,8.0,2.0
2010,ILLINOIS,IL,Temperate Humid,2010-07-04,26,20.0,48.0,20.0,8.0,4.0
2010,ILLINOIS,IL,Temperate Humid,2010-07-11,27,18.0,47.0,23.0,9.0,3.0
2010,ILLINOIS,IL,Temperate Humid,2010-07-18,28,18.0,49.0,23.0,8.0,2.0
2010,ILLINOIS,IL,Temperate Humid,2010-07-25,29,18.0,47.0,24.0,8.0,3.0
2010,ILLINOIS,IL,Temperate Humid,2010-08-01,30,19.0,47.0,22.0,8.0,4.0
2010,ILLINOIS,IL,Temperate Humid,2010-08-08,31,17.0,47.0,24.0,8.0,4.0
2010,ILLINOIS,IL,Temperate Humid,2010-08-15,32,17.0,46.0,24.0,9.0,4.0
2010,ILLINOIS,IL,Temperate Humid,2010-08-22,33,17.0,47.0,24.0,8.0,4.0
2010,ILLINOIS,IL,Temperate Humid,2010-08-29,34,15.0,47.0,25.0,9.0,4.0
2010,ILLINOIS,IL,Temperate Humid,2010-09-05,35,15.0,45.0,26.0,10.0,4.0
2010,ILLINOIS,IL,Temperate Humid,2010-09-12,36,14.0,45.0,25.0,11.0,5.0
2010,ILLINOIS,IL,Temperate Humid,2010-09-19,37,12.0,42.0,29.0,13.0,4.0
2010,ILLINOIS,IL,Temperate Humid,2010-09-26,38,10.0,43.0,29.0,13.0,5.0
2010,ILLINOIS,IL,Temperate Humid,2010-10-03,39,10.0,43.0,29.0,13.0,5.0
2010,ILLINOIS,IL,Temperate Humid,2010-10-10,40,10.0,43.0,29.0,13.0,5.0
2010,INDIANA,IN,Temperate Humid,2010-05-16,19,16.0,53.0,27.0,3.0,1.0
2010,INDIANA,IN,Temperate Humid,2010-05-23,20,16.0,52.0,26.0,5.0,1.0
2010,INDIANA,IN,Temperate Humid,2010-05-30,21,15.0,54.0,26.0,4.0,1.0
2010,INDIANA,IN,Temperate Humid,2010-06-06,22,16.0,54.0,23.0,6.0,1.0
2010,INDIANA,IN,Temperate Humid,2010-06-13,23,18.0,52.0,22.0,7.0,1.0
2010,INDIANA,IN,Temperate Humid,2010-06-20,24,19.0,49.0,22.0,8.0,2.0
2010,INDIANA,IN,Temperate Humid,2010-06-27,25,16.0,49.0,24.0,8.0,3.0
2010,INDIANA,IN,Temperate Humid,2010-07-04,26,16.0,46.0,26.0,9.0,3.0
2010,INDIANA,IN,Temperate Humid,2010-07-11,27,16.0,46.0,26.0,9.0,3.0
2010,INDIANA,IN,Temperate Humid,2010-07-18,28,17.0,45.0,25.0,9.0,4.0
2010,INDIANA,IN,Temperate Humid,2010-07-25,29,16.0,46.0,26.0,9.0,3.0
2010,INDIANA,IN,Temperate Humid,2010-08-01,30,17.0,46.0,25.0,9.0,3.0
2010,INDIANA,IN,Temperate Humid,2010-08-08,31,15.0,50.0,24.0,8.0,3.0
2010,INDIANA,IN,Temperate Humid,2010-08-15,32,14.0,46.0,25.0,10.0,5.0
2010,INDIANA,IN,Temperate Humid,2010-08-22,33,16.0,43.0,26.0,10.0,5.0
2010,INDIANA,IN,Temperate Humid,2010-08-29,34,15.0,42.0,27.0,11.0,5.0
2010,INDIANA,IN,Temperate Humid,2010-09-05,35,14.0,40.0,28.0,12.0,6.0
2010,INDIANA,IN,Temperate Humid,2010-09-12,36,14.0,42.0,27.0,12.0,5.0
2010,INDIANA,IN,Temperate Humid,2010-09-19,37,12.0,44.0,27.0,12.0,5.0
2010,INDIANA,IN,Temperate Humid,2010-09-26,38,13.0,44.0,27.0,11.0,5.0
2010,INDIANA,IN,Temperate Humid,2010-10-03,39,13.0,44.0,27.0,12.0,4.0
2010,INDIANA,IN,Temperate Humid,2010-10-10,40,13.0,44.0,27.0,12.0,4.0
2010,KANSAS,KS,Semi-Arid Continental,2010-05-16,19,7.0,66.0,25.0,2.0,0.0
2010,KANSAS,KS,Semi-Arid Continental,2010-05-23,20,6.0,65.0,25.0,3.0,1.0
2010,KANSAS,KS,Semi-Arid Continental,2010-05-30,21,5.0,67.0,25.0,3.0,0.0
2010,KANSAS,KS,Semi-Arid Continental,2010-06-06,22,7.0,64.0,25.0,3.0,1.0
2010,KANSAS,KS,Semi-Arid Continental,2010-06-13,23,9.0,66.0,21.0,3.0,1.0
2010,KANSAS,KS,Semi-Arid Continental,2010-06-20,24,11.0,61.0,24.0,3.0,1.0
2010,KANSAS,KS,Semi-Arid Continental,2010-06-27,25,11.0,60.0,23.0,5.0,1.0
2010,KANSAS,KS,Semi-Arid Continental,2010-07-04,26,11.0,60.0,24.0,4.0,1.0
2010,KANSAS,KS,Semi-Arid Continental,2010-07-11,27,14.0,60.0,20.0,5.0,1.0
2010,KANSAS,KS,Semi-Arid Continental,2010-07-18,28,13.0,57.0,23.0,5.0,2.0
2010,KANSAS,KS,Semi-Arid Continental,2010-07-25,29,14.0,58.0,22.0,5.0,1.0
2010,KANSAS,KS,Semi-Arid Continental,2010-08-01,30,15.0,53.0,25.0,5.0,2.0
2010,KANSAS,KS,Semi-Arid Continental,2010-08-08,31,13.0,50.0,28.0,7.0,2.0
2010,KANSAS,KS,Semi-Arid Continental,2010-08-15,32,13.0,48.0,28.0,8.0,3.0
2010,KANSAS,KS,Semi-Arid Continental,2010-08-22,33,12.0,49.0,28.0,9.0,2.0
2010,KANSAS,KS,Semi-Arid Continental,2010-08-29,34,11.0,48.0,28.0,10.0,3.0
2010,KANSAS,KS,Semi-Arid Continental,2010-09-05,35,11.0,50.0,27.0,9.0,3.0
2010,KANSAS,KS,Semi-Arid Continental,2010-09-12,36,12.0,49.0,27.0,9.0,3.0
2010,KANSAS,KS,Semi-Arid Continental,2010-09-19,37,11.0,48.0,28.0,10.0,3.0
2010,KANSAS,KS,Semi-Arid Continental,2010-09-26,38,11.0,48.0,29.0,9.0,3.0
2010,KANSAS,KS,Semi-Arid Continental,2010-10-03,39,11.0,48.0,29.0,9.0,3.0
2010,KANSAS,KS,Semi-Arid Continental,2010-10-10,40,11.0,48.0,29.0,9.0,3.0
2010,KENTUCKY,KY,Subtropical Humid,2010-05-16,19,13.0,48.0,26.0,7.0,6.0
2010,KENTUCKY,KY,Subtropical Humid,2010-05-23,20,15.0,45.0,25.0,7.0,8.0
2010,KENTUCKY,KY,Subtropical Humid,2010-05-30,21,15.0,46.0,24.0,9.0,6.0
2010,KENTUCKY,KY,Subtropical Humid,2010-06-06,22,17.0,52.0,21.0,7.0,3.0
2010,KENTUCKY,KY,Subtropical Humid,2010-06-13,23,18.0,55.0,20.0,6.0,1.0
2010,KENTUCKY,KY,Subtropical Humid,2010-06-20,24,20.0,57.0,18.0,5.0,0.0
2010,KENTUCKY,KY,Subtropical Humid,2010-06-27,25,17.0,58.0,20.0,5.0,0.0
2010,KENTUCKY,KY,Subtropical Humid,2010-07-04,26,20.0,57.0,18.0,4.0,1.0
