year,state_name,state_alpha,region,week_ending,week,excellent,good,fair,poor,very poor
2005,COLORADO,CO,Semi-Arid Continental,2005-05-22,20,18.0,60.0,21.0,1.0,0.0
2005,COLORADO,CO,Semi-Arid Continental,2005-05-29,21,22.0,56.0,19.0,3.0,0.0
2005,COLORADO,CO,Semi-Arid Continental,2005-06-05,22,30.0,52.0,17.0,1.0,0.0
2005,COLORADO,CO,Semi-Arid Continental,2005-06-12,23,35.0,52.0,12.0,1.0,0.0
2005,COLORADO,CO,Semi-Arid Continental,2005-06-19,24,39.0,48.0,12.0,1.0,0.0
2005,COLORADO,CO,Semi-Arid Continental,2005-06-26,25,43.0,48.0,7.0,2.0,0.0
2005,COLORADO,CO,Semi-Arid Continental,2005-07-03,26,46.0,42.0,10.0,2.0,0.0
2005,COLORADO,CO,Semi-Arid Continental,2005-07-10,27,47.0,40.0,11.0,2.0,0.0
2005,COLORADO,CO,Semi-Arid Continental,2005-07-17,28,36.0,47.0,14.0,3.0,0.0
2005,COLORADO,CO,Semi-Arid Continental,2005-07-24,29,32.0,46.0,18.0,4.0,0.0
2005,COLORADO,CO,Semi-Arid Continental,2005-07-31,30,28.0,45.0,20.0,6.0,1.0
2005,COLORADO,CO,Semi-Arid Continental,2005-08-07,31,29.0,39.0,21.0,9.0,2.0
2005,COLORADO,CO,Semi-Arid Continental,2005-08-14,32,21.0,43.0,24.0,9.0,3.0
2005,COLORADO,CO,Semi-Arid Continental,2005-08-21,33,21.0,43.0,25.0,8.0,3.0
2005,COLORADO,CO,Semi-Arid Continental,2005-08-28,34,16.0,43.0,29.0,9.0,3.0
2005,COLORADO,CO,Semi-Arid Continental,2005-09-04,35,16.0,43.0,29.0,9.0,3.0
2005,COLORADO,CO,Semi-Arid Continental,2005-09-11,36,16.0,43.0,28.0,10.0,3.0
2005,COLORADO,CO,Semi-Arid Continental,2005-09-18,37,18.0,44.0,25.0,10.0,3.0
2005,COLORADO,CO,Semi-Arid Continental,2005-09-25,38,22.0,42.0,23.0,10.0,3.0
2005,COLORADO,CO,Semi-Arid Continental,2005-10-02,39,21.0,47.0,22.0,7.0,3.0
2005,COLORADO,CO,Semi-Arid Continental,2005-10-09,40,26.0,47.0,21.0,4.0,2.0
2005,COLORADO,CO,Semi-Arid Continental,2005-10-16,41,16.0,52.0,23.0,6.0,3.0
2005,IOWA,IA,Temperate Humid,2005-05-22,20,11.0,51.0,28.0,7.0,3.0
2005,IOWA,IA,Temperate Humid,2005-05-29,21,11.0,51.0,27.0,8.0,3.0
2005,IOWA,IA,Temperate Humid,2005-06-05,22,15.0,54.0,23.0,6.0,2.0
2005,IOWA,IA,Temperate Humid,2005-06-12,23,21.0,52.0,22.0,4.0,1.0
2005,IOWA,IA,Temperate Humid,2005-06-19,24,21.0,57.0,18.0,3.0,1.0
2005,IOWA,IA,Temperate Humid,2005-06-26,25,20.0,57.0,18.0,4.0,1.0
2005,IOWA,IA,Temperate Humid,2005-07-03,26,24.0,54.0,18.0,3.0,1.0
2005,IOWA,IA,Temperate Humid,2005-07-10,27,24.0,52.0,19.0,4.0,1.0
2005,IOWA,IA,Temperate Humid,2005-07-17,28,17.0,49.0,25.0,7.0,2.0
2005,IOWA,IA,Temperate Humid,2005-07-24,29,21.0,46.0,23.0,8.0,2.0
2005,IOWA,IA,Temperate Humid,2005-07-31,30,20.0,48.0,21.0,8.0,3.0
2005,IOWA,IA,Temperate Humid,2005-08-07,31,19.0,49.0,20.0,10.0,2.0
2005,IOWA,IA,Temperate Humid,2005-08-14,32,19.0,51.0,20.0,7.0,3.0
2005,IOWA,IA,Temperate Humid,2005-08-21,33,22.0,46.0,21.0,8.0,3.0
2005,IOWA,IA,Temperate Humid,2005-08-28,34,21.0,48.0,20.0,8.0,3.0
2005,IOWA,IA,Temperate Humid,2005-09-04,35,22.0,46.0,21.0,8.0,3.0
2005,IOWA,IA,Temperate Humid,2005-09-11,36,24.0,43.0,21.0,9.0,3.0
2005,IOWA,IA,Temperate Humid,2005-09-18,37,21.0,47.0,21.0,8.0,3.0
2005,IOWA,IA,Temperate Humid,2005-09-25,38,21.0,49.0,20.0,7.0,3.0
2005,IOWA,IA,Temperate Humid,2005-10-02,39,23.0,50.0,19.0,6.0,2.0
2005,IOWA,IA,Temperate Humid,2005-10-09,40,23.0,50.0,19.0,6.0,2.0
2005,IOWA,IA,Temperate Humid,2005-10-16,41,32.0,45.0,17.0,4.0,2.0
2005,ILLINOIS,IL,Temperate Humid,2005-05-22,20,9.0,62.0,24.0,4.0,1.0
2005,ILLINOIS,IL,Temperate Humid,2005-05-29,21,6.0,54.0,33.0,6.0,1.0
2005,ILLINOIS,IL,Temperate Humid,2005-06-05,22,6.0,49.0,34.0,9.0,2.0
2005,ILLINOIS,IL,Temperate Humid,2005-06-12,23,7.0,47.0,35.0,8.0,3.0
2005,ILLINOIS,IL,Temperate Humid,2005-06-19,24,6.0,42.0,37.0,11.0,4.0
2005,ILLINOIS,IL,Temperate Humid,2005-06-26,25,3.0,29.0,40.0,20.0,8.0
2005,ILLINOIS,IL,Temperate Humid,2005-07-03,26,2.0,23.0,38.0,24.0,13.0
2005,ILLINOIS,IL,Temperate Humid,2005-07-10,27,1.0,15.0,32.0,30.0,22.0
2005,ILLINOIS,IL,Temperate Humid,2005-07-17,28,1.0,12.0,32.0,32.0,23.0
2005,ILLINOIS,IL,Temperate Humid,2005-07-24,29,1.0,12.0,31.0,35.0,21.0
2005,ILLINOIS,IL,Temperate Humid,2005-07-31,30,0.0,13.0,32.0,30.0,25.0
2005,ILLINOIS,IL,Temperate Humid,2005-08-07,31,0.0,12.0,27.0,32.0,29.0
2005,ILLINOIS,IL,Temperate Humid,2005-08-14,32,1.0,9.0,30.0,33.0,27.0
2005,ILLINOIS,IL,Temperate Humid,2005-08-21,33,0.0,12.0,29.0,33.0,26.0
2005,ILLINOIS,IL,Temperate Humid,2005-08-28,34,1.0,12.0,30.0,31.0,26.0
2005,ILLINOIS,IL,Temperate Humid,2005-09-04,35,0.0,14.0,29.0,32.0,25.0
2005,ILLINOIS,IL,Temperate Humid,2005-09-11,36,2.0,16.0,29.0,29.0,24.0
2005,ILLINOIS,IL,Temperate Humid,2005-09-18,37,3.0,18.0,31.0,27.0,21.0
2005,ILLINOIS,IL,Temperate Humid,2005-09-25,38,3.0,18.0,31.0,27.0,21.0
2005,ILLINOIS,IL,Temperate Humid,2005-10-02,39,3.0,18.0,31.0,27.0,21.0
2005,ILLINOIS,IL,Temperate Humid,2005-10-09,40,3.0,18.0,31.0,27.0,21.0
2005,ILLINOIS,IL,Temperate Humid,2005-10-16,41,3.0,18.0,31.0,27.0,21.0
2005,INDIANA,IN,Temperate Humid,2005-05-22,20,7.0,53.0,32.0,7.0,1.0
2005,INDIANA,IN,Temperate Humid,2005-05-29,21,6.0,52.0,33.0,8.0,1.0
2005,INDIANA,IN,Temperate Humid,2005-06-05,22,7.0,55.0,29.0,8.0,1.0
2005,INDIANA,IN,Temperate Humid,2005-06-12,23,7.0,54.0,31.0,7.0,1.0
2005,INDIANA,IN,Temperate Humid,2005-06-19,24,9.0,57.0,27.0,6.0,1.0
2005,INDIANA,IN,Temperate Humid,2005-06-26,25,7.0,49.0,33.0,9.0,2.0
2005,INDIANA,IN,Temperate Humid,2005-07-03,26,6.0,41.0,38.0,12.0,3.0
2005,INDIANA,IN,Temperate Humid,2005-07-10,27,4.0,30.0,39.0,20.0,7.0
2005,INDIANA,IN,Temperate Humid,2005-07-17,28,4.0,35.0,37.0,18.0,6.0
2005,INDIANA,IN,Temperate Humid,2005-07-24,29,7.0,39.0,35.0,14.0,5.0
2005,INDIANA,IN,Temperate Humid,2005-07-31,30,6.0,39.0,36.0,14.0,5.0
2005,INDIANA,IN,Temperate Humid,2005-08-07,31,5.0,38.0,35.0,16.0,6.0
2005,INDIANA,IN,Temperate Humid,2005-08-14,32,6.0,35.0,37.0,16.0,6.0
2005,INDIANA,IN,Temperate Humid,2005-08-21,33,5.0,36.0,36.0,17.0,6.0
2005,INDIANA,IN,Temperate Humid,2005-08-28,34,6.0,35.0,37.0,16.0,6.0
2005,INDIANA,IN,Temperate Humid,2005-09-04,35,6.0,36.0,37.0,15.0,6.0
2005,INDIANA,IN,Temperate Humid,2005-09-11,36,6.0,36.0,37.0,15.0,6.0
2005,INDIANA,IN,Temperate Humid,2005-09-18,37,5.0,38.0,37.0,14.0,6.0
2005,INDIANA,IN,Temperate Humid,2005-09-25,38,5.0,39.0,37.0,14.0,5.0
2005,INDIANA,IN,Temperate Humid,2005-10-02,39,8.0,39.0,35.0,13.0,5.0
2005,INDIANA,IN,Temperate Humid,2005-10-09,40,9.0,40.0,33.0,13.0,5.0
2005,INDIANA,IN,Temperate Humid,2005-10-16,41,10.0,44.0,31.0,10.0,5.0
2005,KANSAS,KS,Semi-Arid Continental,2005-05-22,20,5.0,56.0,34.0,5.0,0.0
2005,KANSAS,KS,Semi-Arid Continental,2005-05-29,21,6.0,54.0,37.0,3.0,0.0
2005,KANSAS,KS,Semi-Arid Continental,2005-06-05,22,5.0,55.0,36.0,3.0,1.0
2005,KANSAS,KS,Semi-Arid Continental,2005-06-12,23,8.0,53.0,37.0,2.0,0.0
2005,KANSAS,KS,Semi-Arid Continental,2005-06-19,24,11.0,55.0,29.0,5.0,0.0
2005,KANSAS,KS,Semi-Arid Continental,2005-06-26,25,10.0,58.0,28.0,4.0,0.0
2005,KANSAS,KS,Semi-Arid Continental,2005-07-03,26,10.0,62.0,24.0,4.0,0.0
2005,KANSAS,KS,Semi-Arid Continental,2005-07-10,27,10.0,57.0,27.0,5.0,1.0
2005,KANSAS,KS,Semi-Arid Continental,2005-07-17,28,10.0,51.0,31.0,7.0,1.0
2005,KANSAS,KS,Semi-Arid Continental,2005-07-24,29,8.0,51.0,30.0,9.0,2.0
2005,KANSAS,KS,Semi-Arid Continental,2005-07-31,30,9.0,45.0,33.0,11.0,2.0
2005,KANSAS,KS,Semi-Arid Continental,2005-08-07,31,7.0,46.0,32.0,12.0,3.0
2005,KANSAS,KS,Semi-Arid Continental,2005-08-14,32,7.0,45.0,33.0,12.0,3.0
2005,KANSAS,KS,Semi-Arid Continental,2005-08-21,33,5.0,46.0,33.0,12.0,4.0
2005,KANSAS,KS,Semi-Arid Continental,2005-08-28,34,4.0,41.0,37.0,14.0,4.0
2005,KANSAS,KS,Semi-Arid Continental,2005-09-04,35,5.0,43.0,34.0,14.0,4.0
2005,KANSAS,KS,Semi-Arid Continental,2005-09-11,36,5.0,43.0,37.0,11.0,4.0
2005,KANSAS,KS,Semi-Arid Continental,2005-09-18,37,3.0,37.0,42.0,14.0,4.0
2005,KANSAS,KS,Semi-Arid Continental,2005-09-25,38,5.0,47.0,34.0,11.0,3.0
2005,KANSAS,KS,Semi-Arid Continental,2005-10-02,39,5.0,48.0,32.0,11.0,4.0
2005,KANSAS,KS,Semi-Arid Continental,2005-10-09,40,5.0,48.0,32.0,11.0,4.0
2005,KANSAS,KS,Semi-Arid Continental,2005-10-16,41,5.0,48.0,32.0,11.0,4.0
2005,KENTUCKY,KY,Subtropical Humid,2005-05-22,20,20.0,54.0,23.0,3.0,0.0
2005,KENTUCKY,KY,Subtropical Humid,2005-05-29,21,16.0,54.0,28.0,2.0,0.0
2005,KENTUCKY,KY,Subtropical Humid,2005-06-05,22,18.0,53.0,25.0,3.0,1.0
2005,KENTUCKY,KY,Subtropical Humid,2005-06-12,23,28.0,49.0,19.0,3.0,1.0
2005,KENTUCKY,KY,Subtropical Humid,2005-06-19,24,29.0,52.0,16.0,3.0,0.0
2005,KENTUCKY,KY,Subtropical Humid,2005-06-26,25,22.0,49.0,23.0,5.0,1.0
2005,KENTUCKY,KY,Subtropical Humid,2005-07-03,26,21.0,41.0,29.0,7.0,2.0
2005,KENTUCKY,KY,Subtropical Humid,2005-07-10,27,12.0,39.0,32.0,13.0,4.0
2005,KENTUCKY,KY,Subtropical Humid,2005-07-17,28,18.0,43.0,25.0,10.0,4.0
2005,KENTUCKY,KY,Subtropical Humid,2005-07-24,29,21.0,40.0,30.0,7.0,2.0
2005,KENTUCKY,KY,Subtropical Humid,2005-07-31,30,22.0,38.0,28.0,7.0,5.0
2005,KENTUCKY,KY,Subtropical Humid,2005-08-07,31,14.0,40.0,30.0,11.0,5.0
2005,KENTUCKY,KY,Subtropical Humid,2005-08-14,32,11.0,37.0,30.0,14.0,8.0
2005,KENTUCKY,KY,Subtropical Humid,2005-08-21,33,14.0,37.0,31.0,12.0,6.0
2005,KENTUCKY,KY,Subtropical Humid,2005-08-28,34,15.0,41.0,28.0,12.0,4.0
2005,KENTUCKY,KY,Subtropical Humid,2005-09-04,35,11.0,47.0,30.0,8.0,4.0
2005,KENTUCKY,KY,Subtropical Humid,2005-09-11,36,18.0,43.0,24.0,11.0,4.0
2005,KENTUCKY,KY,Subtropical Humid,2005-09-18,37,18.0,39.0,26.0,13.0,4.0
2005,KENTUCKY,KY,Subtropical Humid,2005-09-25,38,18.0,39.0,26.0,13.0,4.0
2005,KENTUCKY,KY,Subtropical Humid,2005-10-02,39,18.0,39.0,26.0,13.0,4.0
2005,KENTUCKY,KY,Subtropical Humid,2005-10-09,40,18.0,39.0,26.0,13.0,4.0
2005,KENTUCKY,KY,Subtropical Humid,2005-10-16,41,18.0,39.0,26.0,13.0,4.0
2005,MICHIGAN,MI,Temperate Humid,2005-05-22,20,12.0,40.0,40.0,7.0,1.0
2005,MICHIGAN,MI,Temperate Humid,2005-05-29,21,7.0,46.0,43.0,3.0,1.0
2005,MICHIGAN,MI,Temperate Humid,2005-06-05,22,9.0,47.0,41.0,2.0,1.0
2005,MICHIGAN,MI,Temperate Humid,2005-06-12,23,14.0,53.0,30.0,3.0,0.0
2005,MICHIGAN,MI,Temperate Humid,2005-06-19,24,18.0,53.0,25.0,3.0,1.0
2005,MICHIGAN,MI,Temperate Humid,2005-06-26,25,14.0,47.0,33.0,5.0,1.0
2005,MICHIGAN,MI,Temperate Humid,2005-07-03,26,11.0,47.0,35.0,5.0,2.0
2005,MICHIGAN,MI,Temperate Humid,2005-07-10,27,10.0,50.0,30.0,8.0,2.0
2005,MICHIGAN,MI,Temperate Humid,2005-07-17,28,9.0,46.0,26.0,16.0,3.0
2005,MICHIGAN,MI,Temperate Humid,2005-07-24,29,18.0,46.0,22.0,9.0,5.0
2005,MICHIGAN,MI,Temperate Humid,2005-07-31,30,21.0,54.0,18.0,5.0,2.0
2005,MICHIGAN,MI,Temperate Humid,2005-08-07,31,25.0,48.0,20.0,5.0,2.0
2005,MICHIGAN,MI,Temperate Humid,2005-08-14,32,21.0,45.0,25.0,7.0,2.0
2005,MICHIGAN,MI,Temperate Humid,2005-08-21,33,21.0,50.0,23.0,5.0,1.0
2005,MICHIGAN,MI,Temperate Humid,2005-08-28,34,16.0,49.0,24.0,8.0,3.0
2005,MICHIGAN,MI,Temperate Humid,2005-09-04,35,18.0,45.0,26.0,8.0,3.0
2005,MICHIGAN,MI,Temperate Humid,2005-09-11,36,18.0,44.0,26.0,9.0,3.0
2005,MICHIGAN,MI,Temperate Humid,2005-09-18,37,19.0,51.0,23.0,6.0,1.0
2005,MICHIGAN,MI,Temperate Humid,2005-09-25,38,19.0,46.0,26.0,7.0,2.0
2005,MICHIGAN,MI,Temperate Humid,2005-10-02,39,15.0,48.0,28.0,7.0,2.0
2005,MICHIGAN,MI,Temperate Humid,2005-10-09,40,18.0,48.0,26.0,7.0,1.0
2005,MICHIGAN,MI,Temperate Humid,2005-10-16,41,22.0,45.0,24.0,7.0,2.0
2005,MINNESOTA,MN,Temperate Humid,2005-05-22,20,6.0,42.0,44.0,6.0,2.0
2005,MINNESOTA,MN,Temperate Humid,2005-05-29,21,6.0,51.0,37.0,5.0,1.0
2005,MINNESOTA,MN,Temperate Humid,2005-06-05,22,6.0,53.0,31.0,7.0,3.0
2005,MINNESOTA,MN,Temperate Humid,2005-06-12,23,11.0,49.0,33.0,5.0,2.0
2005,MINNESOTA,MN,Temperate Humid,2005-06-19,24,10.0,50.0,31.0,7.0,2.0
2005,MINNESOTA,MN,Temperate Humid,2005-06-26,25,17.0,53.0,23.0,6.0,1.0
2005,MINNESOTA,MN,Temperate Humid,2005-07-03,26,18.0,56.0,19.0,5.0,2.0
2005,MINNESOTA,MN,Temperate Humid,2005-07-10,27,21.0,53.0,20.0,4.0,2.0
2005,MINNESOTA,MN,Temperate Humid,2005-07-17,28,17.0,52.0,23.0,6.0,2.0
2005,MINNESOTA,MN,Temperate Humid,2005-07-24,29,19.0,52.0,20.0,7.0,2.0
2005,MINNESOTA,MN,Temperate Humid,2005-07-31,30,22.0,51.0,20.0,6.0,1.0
2005,MINNESOTA,MN,Temperate Humid,2005-08-07,31,18.0,48.0,25.0,7.0,2.0
2005,MINNESOTA,MN,Temperate Humid,2005-08-14,32,27.0,44.0,21.0,6.0,2.0
2005,MINNESOTA,MN,Temperate Humid,2005-08-21,33,20.0,49.0,23.0,5.0,3.0
2005,MINNESOTA,MN,Temperate Humid,2005-08-28,34,23.0,48.0,21.0,6.0,2.0
2005,MINNESOTA,MN,Temperate Humid,2005-09-04,35,19.0,52.0,21.0,6.0,2.0
2005,MINNESOTA,MN,Temperate Humid,2005-09-11,36,20.0,54.0,19.0,5.0,2.0
2005,MINNESOTA,MN,Temperate Humid,2005-09-18,37,24.0,51.0,19.0,4.0,2.0
2005,MINNESOTA,MN,Temperate Humid,2005-09-25,38,23.0,46.0,23.0,5.0,3.0
2005,MINNESOTA,MN,Temperate Humid,2005-10-02,39,26.0,49.0,19.0,5.0,1.0
2005,MINNESOTA,MN,Temperate Humid,2005-10-09,40,23.0,51.0,19.0,5.0,2.0
2005,MINNESOTA,MN,Temperate Humid,2005-10-16,41,24.0,50.0,20.0,4.0,2.0
2005,MISSOURI,MO,Temperate Humid,2005-05-22,20,5.0,50.0,40.0,5.0,0.0
2005,MISSOURI,MO,Temperate Humid,2005-05-29,21,4.0,43.0,41.0,9.0,3.0
2005,MISSOURI,MO,Temperate Humid,2005-06-05,22,5.0,39.0,44.0,9.0,3.0
2005,MISSOURI,MO,Temperate Humid,2005-06-12,23,9.0,48.0,33.0,7.0,3.0
2005,MISSOURI,MO,Temperate Humid,2005-06-19,24,10.0,52.0,28.0,7.0,3.0
2005,MISSOURI,MO,Temperate Humid,2005-06-26,25,8.0,46.0,31.0,10.0,5.0
2005,MISSOURI,MO,Temperate Humid,2005-07-03,26,10.0,43.0,32.0,10.0,5.0
2005,MISSOURI,MO,Temperate Humid,2005-07-10,27,7.0,37.0,36.0,13.0,7.0
2005,MISSOURI,MO,Temperate Humid,2005-07-17,28,4.0,35.0,34.0,17.0,10.0
2005,MISSOURI,MO,Temperate Humid,2005-07-24,29,5.0,29.0,29.0,19.0,18.0
2005,MISSOURI,MO,Temperate Humid,2005-07-31,30,5.0,27.0,28.0,20.0,20.0
2005,MISSOURI,MO,Temperate Humid,2005-08-07,31,5.0,25.0,26.0,22.0,22.0
2005,MISSOURI,MO,Temperate Humid,2005-08-14,32,5.0,25.0,25.0,23.0,22.0
2005,MISSOURI,MO,Temperate Humid,2005-08-21,33,6.0,25.0,24.0,22.0,23.0
2005,MISSOURI,MO,Temperate Humid,2005-08-28,34,6.0,26.0,24.0,22.0,22.0
2005,MISSOURI,MO,Temperate Humid,2005-09-04,35,6.0,27.0,24.0,20.0,23.0
2005,MISSOURI,MO,Temperate Humid,2005-09-11,36,5.0,25.0,27.0,21.0,22.0
2005,MISSOURI,MO,Temperate Humid,2005-09-18,37,5.0,26.0,26.0,21.0,22.0
2005,MISSOURI,MO,Temperate Humid,2005-09-25,38,5.0,26.0,26.0,21.0,22.0
2005,MISSOURI,MO,Temperate Humid,2005-10-02,39,5.0,26.0,26.0,21.0,22.0
2005,MISSOURI,MO,Temperate Humid,2005-10-09,40,5.0,26.0,26.0,21.0,22.0
2005,MISSOURI,MO,Temperate Humid,2005-10-16,41,5.0,26.0,26.0,21.0,22.0
2005,NORTH CAROLINA,NC,Subtropical Humid,2005-05-22,20,8.0,59.0,32.0,1.0,0.0
2005,NORTH CAROLINA,NC,Subtropical Humid,2005-05-29,21,12.0,64.0,23.0,1.0,0.0
2005,NORTH CAROLINA,NC,Subtropical Humid,2005-06-05,22,15.0,61.0,22.0,1.0,1.0
2005,NORTH CAROLINA,NC,Subtropical Humid,2005-06-12,23,10.0,63.0,24.0,3.0,0.0
2005,NORTH CAROLINA,NC,Subtropical Humid,2005-06-19,24,10.0,61.0,22.0,4.0,3.0
2005,NORTH CAROLINA,NC,Subtropical Humid,2005-06-26,25,5.0,49.0,34.0,7.0,5.0
2005,NORTH CAROLINA,NC,Subtropical Humid,2005-07-03,26,6.0,54.0,32.0,5.0,3.0
2005,NORTH CAROLINA,NC,Subtropical Humid,2005-07-10,27,10.0,54.0,29.0,6.0,1.0
2005,NORTH CAROLINA,NC,Subtropical Humid,2005-07-17,28,11.0,55.0,26.0,6.0,2.0
2005,NORTH CAROLINA,NC,Subtropical Humid,2005-07-24,29,20.0,53.0,20.0,6.0,1.0
2005,NORTH CAROLINA,NC,Subtropical Humid,2005-07-31,30,18.0,48.0,23.0,8.0,3.0
2005,NORTH CAROLINA,NC,Subtropical Humid,2005-08-07,31,16.0,47.0,26.0,9.0,2.0
2005,NORTH CAROLINA,NC,Subtropical Humid,2005-08-14,32,16.0,47.0,27.0,8.0,2.0
2005,NORTH CAROLINA,NC,Subtropical Humid,2005-08-21,33,16.0,47.0,26.0,9.0,2.0
2005,NORTH CAROLINA,NC,Subtropical Humid,2005-08-28,34,18.0,49.0,24.0,8.0,1.0
2005,NORTH CAROLINA,NC,Subtropical Humid,2005-09-04,35,25.0,38.0,25.0,11.0,1.0
2005,NORTH CAROLINA,NC,Subtropical Humid,2005-09-11,36,19.0,46.0,24.0,9.0,2.0
2005,NORTH CAROLINA,NC,Subtropical Humid,2005-09-18,37,20.0,41.0,27.0,10.0,2.0
2005,NORTH CAROLINA,NC,Subtropical Humid,2005-09-25,38,20.0,41.0,27.0,10.0,2.0
2005,NORTH CAROLINA,NC,Subtropical Humid,2005-10-02,39,20.0,41.0,27.0,10.0,2.0
2005,NORTH CAROLINA,NC,Subtropical Humid,2005-10-09,40,20.0,41.0,27.0,10.0,2.0
2005,NORTH CAROLINA,NC,Subtropical Humid,2005-10-16,41,20.0,41.0,27.0,10.0,2.0
2005,NORTH DAKOTA,ND,Semi-Arid Continental,2005-05-22,20,6.0,70.0,23.0,1.0,0.0
2005,NORTH DAKOTA,ND,Semi-Arid Continental,2005-05-29,21,5.0,64.0,29.0,2.0,0.0
2005,NORTH DAKOTA,ND,Semi-Arid Continental,2005-06-05,22,15.0,64.0,20.0,1.0,0.0
2005,NORTH DAKOTA,ND,Semi-Arid Continental,2005-06-12,23,13.0,60.0,23.0,3.0,1.0
2005,NORTH DAKOTA,ND,Semi-Arid Continental,2005-06-19,24,20.0,57.0,19.0,3.0,1.0
2005,NORTH DAKOTA,ND,Semi-Arid Continental,2005-06-26,25,23.0,53.0,19.0,4.0,1.0
2005,NORTH DAKOTA,ND,Semi-Arid Continental,2005-07-03,26,21.0,54.0,20.0,4.0,1.0
2005,NORTH DAKOTA,ND,Semi-Arid Continental,2005-07-10,27,25.0,50.0,18.0,4.0,3.0
2005,NORTH DAKOTA,ND,Semi-Arid Continental,2005-07-17,28,17.0,55.0,21.0,6.0,1.0
2005,NORTH DAKOTA,ND,Semi-Arid Continental,2005-07-24,29,17.0,54.0,19.0,8.0,2.0
2005,NORTH DAKOTA,ND,Semi-Arid Continental,2005-07-31,30,20.0,51.0,22.0,6.0,1.0
2005,NORTH DAKOTA,ND,Semi-Arid Continental,2005-08-07,31,19.0,53.0,22.0,5.0,1.0
2005,NORTH DAKOTA,ND,Semi-Arid Continental,2005-08-14,32,20.0,48.0,23.0,7.0,2.0
2005,NORTH DAKOTA,ND,Semi-Arid Continental,2005-08-21,33,19.0,50.0,22.0,7.0,2.0
2005,NORTH DAKOTA,ND,Semi-Arid Continental,2005-08-28,34,26.0,48.0,19.0,5.0,2.0
2005,NORTH DAKOTA,ND,Semi-Arid Continental,2005-09-04,35,25.0,46.0,22.0,5.0,2.0
2005,NORTH DAKOTA,ND,Semi-Arid Continental,2005-09-11,36,24.0,49.0,20.0,6.0,1.0
2005,NORTH DAKOTA,ND,Semi-Arid Continental,2005-09-18,37,20.0,49.0,23.0,6.0,2.0
2005,NORTH DAKOTA,ND,Semi-Arid Continental,2005-09-25,38,20.0,49.0,23.0,6.0,2.0
2005,NORTH DAKOTA,ND,Semi-Arid Continental,2005-10-02,39,22.0,50.0,22.0,5.0,1.0
2005,NORTH DAKOTA,ND,Semi-Arid Continental,2005-10-09,40,20.0,53.0,21.0,5.0,1.0
2005,NORTH DAKOTA,ND,Semi-Arid Continental,2005-10-16,41,21.0,49.0,23.0,6.0,1.0
2005,NEBRASKA,NE,Semi-Arid Continental,2005-05-22,20,8.0,62.0,26.0,3.0,1.0
2005,NEBRASKA,NE,Semi-Arid Continental,2005-05-29,21,10.0,61.0,27.0,2.0,0.0
2005,NEBRASKA,NE,Semi-Arid Continental,2005-06-05,22,15.0,55.0,28.0,2.0,0.0
2005,NEBRASKA,NE,Semi-Arid Continental,2005-06-12,23,16.0,59.0,23.0,2.0,0.0
2005,NEBRASKA,NE,Semi-Arid Continental,2005-06-19,24,24.0,54.0,20.0,2.0,0.0
2005,NEBRASKA,NE,Semi-Arid Continental,2005-06-26,25,26.0,61.0,11.0,2.0,0.0
2005,NEBRASKA,NE,Semi-Arid Continental,2005-07-03,26,29.0,55.0,13.0,3.0,0.0
2005,NEBRASKA,NE,Semi-Arid Continental,2005-07-10,27,29.0,52.0,16.0,2.0,1.0
2005,NEBRASKA,NE,Semi-Arid Continental,2005-07-17,28,24.0,51.0,18.0,6.0,1.0
2005,NEBRASKA,NE,Semi-Arid Continental,2005-07-24,29,24.0,51.0,18.0,6.0,1.0
2005,NEBRASKA,NE,Semi-Arid Continental,2005-07-31,30,17.0,48.0,24.0,8.0,3.0
2005,NEBRASKA,NE,Semi-Arid Continental,2005-08-07,31,17.0,44.0,27.0,8.0,4.0
2005,NEBRASKA,NE,Semi-Arid Continental,2005-08-14,32,18.0,48.0,20.0,9.0,5.0
2005,NEBRASKA,NE,Semi-Arid Continental,2005-08-21,33,19.0,44.0,24.0,9.0,4.0
2005,NEBRASKA,NE,Semi-Arid Continental,2005-08-28,34,18.0,47.0,21.0,9.0,5.0
2005,NEBRASKA,NE,Semi-Arid Continental,2005-09-04,35,18.0,45.0,23.0,9.0,5.0
2005,NEBRASKA,NE,Semi-Arid Continental,2005-09-11,36,20.0,43.0,22.0,10.0,5.0
2005,NEBRASKA,NE,Semi-Arid Continental,2005-09-18,37,19.0,44.0,23.0,9.0,5.0
2005,NEBRASKA,NE,Semi-Arid Continental,2005-09-25,38,20.0,45.0,22.0,8.0,5.0
2005,NEBRASKA,NE,Semi-Arid Continental,2005-10-02,39,20.0,45.0,23.0,8.0,4.0
2005,NEBRASKA,NE,Semi-Arid Continental,2005-10-09,40,24.0,44.0,20.0,8.0,4.0
2005,NEBRASKA,NE,Semi-Arid Continental,2005-10-16,41,23.0,44.0,21.0,8.0,4.0
2005,OHIO,OH,Temperate Humid,2005-05-22,20,8.0,40.0,35.0,11.0,6.0
2005,OHIO,OH,Temperate Humid,2005-05-29,21,8.0,44.0,34.0,11.0,3.0
2005,OHIO,OH,Temperate Humid,2005-06-05,22,8.0,46.0,34.0,9.0,3.0
2005,OHIO,OH,Temperate Humid,2005-06-12,23,10.0,45.0,33.0,9.0,3.0
2005,OHIO,OH,Temperate Humid,2005-06-19,24,13.0,47.0,29.0,8.0,3.0
