STATE,DATE,PRCP,RH,TMAX,TAVG,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
ND,2005-01-01,3.376859504132231,83.4409787709631,-13.626363636363635,-17.15601851851852,-20.66330275229358,10.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0
ND,2005-01-02,4.016666666666667,80.66847389125881,-16.254954954954954,-21.20675675675676,-26.15855855855856,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ND,2005-01-03,0.2181102362204724,80.63549681815599,-16.160526315789472,-21.851315789473684,-27.52521739130435,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
ND,2005-01-04,0.0085271317829457,79.62075004632915,-16.803508771929824,-22.6070796460177,-28.4,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
ND,2005-01-05,0.0,84.17742514035767,-20.43913043478261,-26.85173913043478,-33.264347826086954,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ND,2005-01-06,0.01015625,79.95236719894733,-14.823893805309734,-21.97522123893805,-29.12654867256637,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ND,2005-01-07,0.1178861788617886,83.3529832693478,-11.121929824561404,-16.743805309734512,-22.330973451327434,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0
ND,2005-01-08,0.2114754098360655,86.38848886382829,-11.888392857142858,-16.209821428571427,-20.55132743362832,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0
ND,2005-01-09,1.5297520661157025,83.80973370453499,-12.314285714285717,-16.155357142857145,-19.99642857142857,10.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,5.0
ND,2005-01-10,0.3658730158730158,82.33919434167147,-12.691304347826089,-19.11913043478261,-25.54741379310345,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2005-01-11,0.0507812499999999,85.78909218620613,-10.77304347826087,-17.76086956521739,-24.74869565217391,9.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
ND,2005-01-12,1.6216,88.12408193464093,-6.345535714285715,-14.34910714285714,-22.415044247787613,9.0,2.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,7.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,3.0
ND,2005-01-13,0.0640625,75.31270217171647,-13.905263157894735,-21.45964912280702,-29.014035087719297,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
ND,2005-01-14,0.0,71.58246433000484,-23.23008849557522,-28.121681415929203,-33.011403508771934,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2005-01-15,0.0,66.34884777139645,-20.89814814814815,-25.76203703703704,-30.625925925925927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2005-01-16,0.00390625,73.52770761201302,-18.60727272727273,-25.04909090909091,-31.49090909090909,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,2005-01-17,0.0598425196850393,80.32499137154606,-13.945454545454544,-21.23409090909091,-28.29549549549549,5.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
ND,2005-01-18,0.1359375,82.20868900380697,1.1150442477876106,-8.20625,-17.495575221238937,4.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,4.0,0.0,0.0,5.0,1.0,2.0,3.0,0.0,0.0
ND,2005-01-19,0.4904,86.28404303993915,2.3271929824561406,-3.3469298245614034,-9.021052631578948,17.0,1.0,1.0,4.0,0.0,4.0,2.0,0.0,0.0,6.0,0.0,1.0,4.0,3.0,4.0,4.0,0.0,2.0
ND,2005-01-20,0.8131147540983606,90.53798645966776,-3.9260869565217393,-7.400434782608695,-10.874782608695652,33.0,2.0,0.0,4.0,0.0,7.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,3.0
ND,2005-01-21,2.803968253968254,88.89530063630384,-4.670535714285714,-10.29054054054054,-15.934821428571428,19.0,5.0,0.0,8.0,0.0,14.0,3.0,5.0,0.0,6.0,0.0,1.0,5.0,4.0,7.0,4.0,0.0,6.0
