STATE,DATE,PRCP,RH,TMAX,TAVG,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
IA,2005-01-01,1.5741573033707863,74.2886835984882,2.9696969696969697,-1.6167938931297712,-6.207575757575757,22.0,5.0,10.0,11.0,0.0,41.0,1.0,0.0,1.0,8.0,2.0,3.0,8.0,6.0,1.0,5.0,0.0,0.0
IA,2005-01-02,4.545086705202312,90.72297336560123,2.6395522388059702,-1.7857142857142858,-6.209774436090226,13.0,2.0,3.0,7.0,0.0,25.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0
IA,2005-01-03,1.9166666666666667,85.49612071124405,-2.171851851851852,-4.770149253731344,-7.33134328358209,8.0,0.0,1.0,15.0,0.0,30.0,1.0,0.0,0.0,5.0,0.0,2.0,4.0,3.0,2.0,5.0,0.0,0.0
IA,2005-01-04,2.0744318181818184,90.5924322068991,-4.721481481481481,-6.3025925925925925,-7.883703703703703,17.0,1.0,0.0,15.0,0.0,31.0,0.0,0.0,0.0,8.0,0.0,2.0,6.0,4.0,6.0,3.0,0.0,3.0
IA,2005-01-05,7.798255813953488,88.62356710372518,-6.022962962962963,-8.475555555555555,-10.928148148148148,10.0,6.0,0.0,2.0,0.0,9.0,1.0,1.0,1.0,7.0,0.0,0.0,2.0,1.0,8.0,5.0,0.0,6.0
IA,2005-01-06,8.670857142857143,85.04648590126783,-9.793333333333331,-12.94851851851852,-16.087500000000002,10.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,1.0
IA,2005-01-07,0.2342541436464088,86.98071859563692,-8.46131386861314,-12.64191176470588,-16.846323529411762,11.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
IA,2005-01-08,0.043646408839779,85.63647814801044,-5.960740740740741,-10.079850746268656,-14.2044776119403,11.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
IA,2005-01-09,0.0318435754189944,93.47361385786478,-1.9477611940298507,-7.099624060150376,-12.261654135338343,44.0,3.0,0.0,1.0,0.0,9.0,3.0,0.0,0.0,8.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0
IA,2005-01-10,0.06,83.7619638960972,-1.0768115942028984,-6.0379562043795625,-10.986861313868614,18.0,1.0,0.0,6.0,0.0,20.0,4.0,0.0,0.0,6.0,0.0,2.0,4.0,2.0,1.0,2.0,0.0,1.0
IA,2005-01-11,0.4379120879120879,91.53036444553504,-4.408029197080292,-7.101094890510949,-9.794160583941606,42.0,3.0,0.0,4.0,0.0,32.0,2.0,0.0,0.0,8.0,0.0,1.0,4.0,3.0,0.0,2.0,0.0,3.0
IA,2005-01-12,1.6402173913043478,96.77958725069082,-0.7302158273381295,-3.393795620437956,-6.059124087591241,41.0,4.0,16.0,4.0,0.0,32.0,2.0,0.0,0.0,8.0,1.0,1.0,5.0,0.0,1.0,3.0,0.0,1.0
IA,2005-01-13,2.348913043478261,81.58912970888348,-1.5266187050359712,-6.779710144927536,-12.017391304347829,9.0,0.0,1.0,2.0,0.0,8.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0
IA,2005-01-14,0.0281767955801104,66.23563028675306,-10.73956834532374,-16.660791366906473,-22.58201438848921,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
IA,2005-01-15,0.0295081967213114,65.31836503395287,-15.906617647058823,-19.640073529411765,-23.393430656934303,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
IA,2005-01-16,0.0032786885245901,67.10035013162482,-13.65220588235294,-18.16654411764706,-22.72189781021898,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
IA,2005-01-17,0.0,74.21003859396755,-11.983333333333334,-17.781159420289857,-23.578985507246376,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2005-01-18,0.0114130434782608,71.21420801811837,-7.356115107913669,-14.256115107913669,-21.156115107913667,0.0,0.0,0.0,4.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,3.0,0.0,0.0
IA,2005-01-19,0.0950819672131147,79.08648167925372,2.735251798561151,-3.864233576642336,-10.51970802919708,8.0,0.0,0.0,3.0,0.0,6.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
IA,2005-01-20,0.0251366120218579,85.89130948816053,-0.4,-2.9412408759124085,-5.491970802919708,34.0,1.0,0.0,2.0,0.0,9.0,3.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0
IA,2005-01-21,0.1846994535519125,84.95597792929875,-0.5876811594202899,-3.148913043478261,-5.710144927536232,29.0,0.0,0.0,6.0,0.0,17.0,1.0,0.0,2.0,8.0,0.0,2.0,4.0,3.0,6.0,2.0,0.0,1.0
IA,2005-01-22,2.4770114942528734,82.03380268704353,-1.8394160583941608,-9.135766423357664,-16.432116788321167,13.0,4.0,0.0,5.0,0.0,10.0,1.0,3.0,7.0,8.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,5.0
IA,2005-01-23,0.0489010989010989,78.06180898089596,-6.855147058823529,-11.73970588235294,-16.624264705882354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2005-01-24,0.0475409836065573,74.13688970740176,-1.3782608695652172,-6.1916058394160585,-11.01897810218978,5.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IA,2005-01-25,0.0,82.82199260709507,6.521167883211679,-0.0164233576642336,-6.554014598540146,21.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
IA,2005-01-26,0.0131147540983606,83.72306690037809,7.603649635036497,1.2142335766423358,-5.175182481751825,10.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,6.0,0.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0
IA,2005-01-27,0.0207650273224043,76.45853331257314,-1.102919708029197,-5.311029411764705,-9.583211678832118,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2005-01-28,0.0,76.2195543029997,-1.7824817518248175,-5.291544117647058,-8.808029197080293,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
IA,2005-01-29,0.0626373626373626,80.321582811653,-0.0576642335766423,-3.3121323529411764,-6.578676470588236,11.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
IA,2005-01-30,0.1524861878453038,82.48463905792853,0.9647058823529412,-1.4411111111111112,-3.883088235294118,22.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
IA,2005-01-31,0.087292817679558,87.67726103033256,1.2671532846715328,-0.3781021897810219,-2.0233576642335764,41.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
IA,2005-02-01,0.0130434782608695,87.59984503135462,2.255072463768116,0.483695652173913,-1.2876811594202895,52.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IA,2005-02-02,0.0,82.70236850476151,3.50431654676259,0.4928057553956834,-2.518705035971223,36.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
