state_abbr,areasymbol_count,n_records,awc_r_wmean,awc_r_median,awc_r_p25,awc_r_p75,om_r_wmean,om_r_median,om_r_p25,om_r_p75,ph1to1h2o_r_wmean,ph1to1h2o_r_median,ph1to1h2o_r_p25,ph1to1h2o_r_p75
SD,67,38013,0.18532056320071483,0.2,0.16,0.21,4.451750910222689,3.0,2.0,5.0,7.071617942113514,7.0,6.7,7.5
