state_abbr,areasymbol_count,n_records,awc_r_wmean,awc_r_median,awc_r_p25,awc_r_p75,om_r_wmean,om_r_median,om_r_p25,om_r_p75,ph1to1h2o_r_wmean,ph1to1h2o_r_median,ph1to1h2o_r_p25,ph1to1h2o_r_p75
GA,95,6195,0.11821616672538648,0.12,0.08,0.14,1.6871225643430825,1.25,0.75,2.0,5.3129419975360115,5.3,5.0,5.5
