year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2014,KANSAS,KS,2014-05-18,20,3.0,33.0,53.0,8.0,3.0
2014,KANSAS,KS,2014-05-25,21,3.0,33.0,54.0,7.0,3.0
2014,KANSAS,KS,2014-06-01,22,4.0,37.0,50.0,7.0,2.0
2014,KANSAS,KS,2014-06-08,23,5.0,42.0,45.0,6.0,2.0
2014,KANSAS,KS,2014-06-15,24,6.0,44.0,41.0,7.0,2.0
2014,KANSAS,KS,2014-06-22,25,7.0,44.0,39.0,7.0,3.0
2014,KANSAS,KS,2014-06-29,26,10.0,45.0,36.0,7.0,2.0
2014,KANSAS,KS,2014-07-06,27,11.0,47.0,34.0,6.0,2.0
2014,KANSAS,KS,2014-07-13,28,13.0,49.0,30.0,6.0,2.0
2014,KANSAS,KS,2014-07-20,29,15.0,49.0,29.0,5.0,2.0
2014,KANSAS,KS,2014-07-27,30,15.0,44.0,31.0,7.0,3.0
2014,KANSAS,KS,2014-08-03,31,14.0,43.0,31.0,9.0,3.0
2014,KANSAS,KS,2014-08-10,32,13.0,42.0,31.0,9.0,5.0
2014,KANSAS,KS,2014-08-17,33,13.0,42.0,30.0,9.0,6.0
2014,KANSAS,KS,2014-08-24,34,12.0,42.0,30.0,10.0,6.0
2014,KANSAS,KS,2014-08-31,35,12.0,42.0,29.0,11.0,6.0
2014,KANSAS,KS,2014-09-07,36,13.0,41.0,29.0,11.0,6.0
2014,KANSAS,KS,2014-09-14,37,13.0,42.0,29.0,10.0,6.0
2014,KANSAS,KS,2014-09-21,38,14.0,41.0,29.0,10.0,6.0
2014,KANSAS,KS,2014-09-28,39,15.0,41.0,28.0,10.0,6.0
2014,KANSAS,KS,2014-10-05,40,15.0,41.0,28.0,10.0,6.0
2014,KANSAS,KS,2014-10-12,41,15.0,41.0,28.0,10.0,6.0
2014,KANSAS,KS,2014-10-19,42,15.0,41.0,28.0,10.0,6.0
2014,KANSAS,KS,2014-10-26,43,15.0,41.0,28.0,10.0,6.0
