year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2005,ILLINOIS,IL,2005-05-22,20,9.0,62.0,24.0,4.0,1.0
2005,ILLINOIS,IL,2005-05-29,21,6.0,54.0,33.0,6.0,1.0
2005,ILLINOIS,IL,2005-06-05,22,6.0,49.0,34.0,9.0,2.0
2005,ILLINOIS,IL,2005-06-12,23,7.0,47.0,35.0,8.0,3.0
2005,ILLINOIS,IL,2005-06-19,24,6.0,42.0,37.0,11.0,4.0
2005,ILLINOIS,IL,2005-06-26,25,3.0,29.0,40.0,20.0,8.0
2005,ILLINOIS,IL,2005-07-03,26,2.0,23.0,38.0,24.0,13.0
2005,ILLINOIS,IL,2005-07-10,27,1.0,15.0,32.0,30.0,22.0
2005,ILLINOIS,IL,2005-07-17,28,1.0,12.0,32.0,32.0,23.0
2005,ILLINOIS,IL,2005-07-24,29,1.0,12.0,31.0,35.0,21.0
2005,ILLINOIS,IL,2005-07-31,30,0.0,13.0,32.0,30.0,25.0
2005,ILLINOIS,IL,2005-08-07,31,0.0,12.0,27.0,32.0,29.0
2005,ILLINOIS,IL,2005-08-14,32,1.0,9.0,30.0,33.0,27.0
2005,ILLINOIS,IL,2005-08-21,33,0.0,12.0,29.0,33.0,26.0
2005,ILLINOIS,IL,2005-08-28,34,1.0,12.0,30.0,31.0,26.0
2005,ILLINOIS,IL,2005-09-04,35,0.0,14.0,29.0,32.0,25.0
2005,ILLINOIS,IL,2005-09-11,36,2.0,16.0,29.0,29.0,24.0
2005,ILLINOIS,IL,2005-09-18,37,3.0,18.0,31.0,27.0,21.0
2005,ILLINOIS,IL,2005-09-25,38,3.0,18.0,31.0,27.0,21.0
2005,ILLINOIS,IL,2005-10-02,39,3.0,18.0,31.0,27.0,21.0
2005,ILLINOIS,IL,2005-10-09,40,3.0,18.0,31.0,27.0,21.0
2005,ILLINOIS,IL,2005-10-16,41,3.0,18.0,31.0,27.0,21.0
