year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2021,TENNESSEE,TN,2021-05-30,21,20.0,54.0,21.0,4.0,1.0
2021,TENNESSEE,TN,2021-06-06,22,21.0,58.0,17.0,3.0,1.0
2021,TENNESSEE,TN,2021-06-13,23,21.0,58.0,17.0,3.0,1.0
2021,TENNESSEE,TN,2021-06-20,24,23.0,58.0,15.0,3.0,1.0
2021,TENNESSEE,TN,2021-06-27,25,23.0,57.0,17.0,3.0,0.0
2021,TENNESSEE,TN,2021-07-04,26,24.0,55.0,19.0,2.0,0.0
2021,TENNESSEE,TN,2021-07-11,27,24.0,56.0,17.0,3.0,0.0
2021,TENNESSEE,TN,2021-07-18,28,26.0,58.0,13.0,3.0,0.0
2021,TENNESSEE,TN,2021-07-25,29,23.0,59.0,15.0,3.0,0.0
2021,TENNESSEE,TN,2021-08-01,30,22.0,62.0,13.0,3.0,0.0
2021,TENNESSEE,TN,2021-08-08,31,22.0,60.0,15.0,3.0,0.0
2021,TENNESSEE,TN,2021-08-15,32,22.0,57.0,17.0,4.0,0.0
2021,TENNESSEE,TN,2021-08-22,33,18.0,58.0,18.0,5.0,1.0
2021,TENNESSEE,TN,2021-08-29,34,18.0,58.0,19.0,4.0,1.0
2021,TENNESSEE,TN,2021-09-05,35,16.0,59.0,20.0,4.0,1.0
2021,TENNESSEE,TN,2021-09-12,36,20.0,59.0,17.0,3.0,1.0
2021,TENNESSEE,TN,2021-09-19,37,22.0,56.0,18.0,3.0,1.0
2021,TENNESSEE,TN,2021-09-26,38,24.0,58.0,16.0,2.0,0.0
2021,TENNESSEE,TN,2021-10-03,39,24.0,56.0,16.0,3.0,1.0
2021,TENNESSEE,TN,2021-10-10,40,22.0,58.0,17.0,2.0,1.0
2021,TENNESSEE,TN,2021-10-17,41,23.0,59.0,16.0,2.0,0.0
2021,TENNESSEE,TN,2021-10-24,42,25.0,59.0,13.0,3.0,0.0
