year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2021,NORTH CAROLINA,NC,2021-04-25,16,20.0,62.0,17.0,1.0,0.0
2021,NORTH CAROLINA,NC,2021-05-02,17,11.0,70.0,14.0,5.0,0.0
2021,NORTH CAROLINA,NC,2021-05-09,18,9.0,70.0,17.0,4.0,0.0
2021,NORTH CAROLINA,NC,2021-05-16,19,15.0,66.0,16.0,3.0,0.0
2021,NORTH CAROLINA,NC,2021-05-23,20,13.0,56.0,23.0,6.0,2.0
2021,NORTH CAROLINA,NC,2021-05-30,21,10.0,53.0,23.0,11.0,3.0
2021,NORTH CAROLINA,NC,2021-06-06,22,17.0,57.0,20.0,6.0,0.0
2021,NORTH CAROLINA,NC,2021-06-13,23,14.0,64.0,18.0,3.0,1.0
2021,NORTH CAROLINA,NC,2021-06-20,24,18.0,59.0,19.0,3.0,1.0
2021,NORTH CAROLINA,NC,2021-06-27,25,16.0,60.0,18.0,4.0,2.0
2021,NORTH CAROLINA,NC,2021-07-04,26,18.0,67.0,13.0,2.0,0.0
2021,NORTH CAROLINA,NC,2021-07-11,27,17.0,61.0,21.0,1.0,0.0
2021,NORTH CAROLINA,NC,2021-07-18,28,15.0,59.0,22.0,3.0,1.0
2021,NORTH CAROLINA,NC,2021-07-25,29,17.0,57.0,24.0,2.0,0.0
2021,NORTH CAROLINA,NC,2021-08-01,30,16.0,58.0,22.0,4.0,0.0
2021,NORTH CAROLINA,NC,2021-08-08,31,18.0,55.0,21.0,5.0,1.0
2021,NORTH CAROLINA,NC,2021-08-15,32,17.0,63.0,16.0,4.0,0.0
2021,NORTH CAROLINA,NC,2021-08-22,33,20.0,60.0,17.0,3.0,0.0
2021,NORTH CAROLINA,NC,2021-08-29,34,20.0,61.0,15.0,3.0,1.0
2021,NORTH CAROLINA,NC,2021-09-05,35,19.0,62.0,16.0,2.0,1.0
2021,NORTH CAROLINA,NC,2021-09-12,36,19.0,62.0,16.0,2.0,1.0
2021,NORTH CAROLINA,NC,2021-09-19,37,19.0,62.0,16.0,2.0,1.0
2021,NORTH CAROLINA,NC,2021-09-26,38,19.0,62.0,16.0,2.0,1.0
2021,NORTH CAROLINA,NC,2021-10-03,39,19.0,62.0,16.0,2.0,1.0
2021,NORTH CAROLINA,NC,2021-10-10,40,19.0,62.0,16.0,2.0,1.0
2021,NORTH CAROLINA,NC,2021-10-17,41,19.0,62.0,16.0,2.0,1.0
