year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2013,KANSAS,KS,2013-06-02,22,7.0,54.0,32.0,5.0,2.0
2013,KANSAS,KS,2013-06-09,23,6.0,54.0,32.0,5.0,3.0
2013,KANSAS,KS,2013-06-16,24,7.0,54.0,31.0,6.0,2.0
2013,KANSAS,KS,2013-06-23,25,7.0,51.0,34.0,6.0,2.0
2013,KANSAS,KS,2013-06-30,26,9.0,50.0,32.0,7.0,2.0
2013,KANSAS,KS,2013-07-07,27,6.0,43.0,37.0,11.0,3.0
2013,KANSAS,KS,2013-07-14,28,4.0,36.0,38.0,15.0,7.0
2013,KANSAS,KS,2013-07-21,29,3.0,28.0,39.0,20.0,10.0
2013,KANSAS,KS,2013-07-28,30,4.0,29.0,39.0,20.0,8.0
2013,KANSAS,KS,2013-08-04,31,6.0,32.0,33.0,18.0,11.0
2013,KANSAS,KS,2013-08-11,32,6.0,35.0,33.0,16.0,10.0
2013,KANSAS,KS,2013-08-18,33,6.0,35.0,31.0,17.0,11.0
2013,KANSAS,KS,2013-08-25,34,6.0,34.0,32.0,17.0,11.0
2013,KANSAS,KS,2013-09-01,35,7.0,32.0,31.0,17.0,13.0
2013,KANSAS,KS,2013-09-08,36,7.0,31.0,30.0,18.0,14.0
2013,KANSAS,KS,2013-09-15,37,8.0,31.0,28.0,19.0,14.0
2013,KANSAS,KS,2013-09-22,38,8.0,31.0,32.0,18.0,11.0
2013,KANSAS,KS,2013-09-29,39,7.0,33.0,30.0,17.0,13.0
2013,KANSAS,KS,2013-10-20,42,10.0,33.0,30.0,15.0,12.0
2013,KANSAS,KS,2013-10-27,43,7.0,34.0,31.0,15.0,13.0
