year,state_name,state_alpha,region,planted_all,harvested_grain,yield_grain,production_grain
2020,COLORADO,CO,Semi-Arid Continental,1420000,1060000,116,122960000
2020,ILLINOIS,IL,Temperate Humid,11300000,11100000,191,2120100000
2020,INDIANA,IN,Temperate Humid,5400000,5250000,187,981750000
2020,IOWA,IA,Temperate Humid,13600000,12900000,177,2283300000
2020,KANSAS,KS,Semi-Arid Continental,6100000,5720000,134,766480000
2020,KENTUCKY,KY,Subtropical Humid,1470000,1360000,184,250240000
2020,MICHIGAN,MI,Temperate Humid,2350000,1980000,153,302940000
2020,MINNESOTA,MN,Temperate Humid,8000000,7510000,191,1434410000
2020,MISSOURI,MO,Temperate Humid,3450000,3280000,170,557600000
2020,NEBRASKA,NE,Semi-Arid Continental,10200000,9840000,180,1771200000
2020,NORTH CAROLINA,NC,Subtropical Humid,990000,940000,113,106220000
2020,NORTH DAKOTA,ND,Semi-Arid Continental,1950000,1780000,139,247420000
2020,OHIO,OH,Temperate Humid,3550000,3300000,171,564300000
2020,PENNSYLVANIA,PA,Temperate Humid,1320000,905000,138,124890000
2020,SOUTH DAKOTA,SD,Semi-Arid Continental,4900000,4450000,162,720900000
2020,TENNESSEE,TN,Subtropical Humid,860000,815000,170,138550000
2020,TEXAS,TX,Semi-Arid Continental,2250000,1810000,128,231680000
2020,WISCONSIN,WI,Temperate Humid,3950000,2930000,173,506890000
