year,state_name,state_alpha,region,planted_all,harvested_grain,yield_grain,production_grain
2005,COLORADO,CO,Semi-Arid Continental,280000,235000,38.5,9040000
2005,ILLINOIS,IL,Temperate Humid,12100000,11950000,143.0,1708850000
2005,INDIANA,IN,Temperate Humid,5900000,5770000,154.0,888580000
2005,IOWA,IA,Temperate Humid,12800000,12500000,173.0,2162500000
2005,KANSAS,KS,Semi-Arid Continental,2060000,1940000,94.0,182800000
2005,KENTUCKY,KY,Subtropical Humid,1250000,1180000,132.0,155760000
2005,MICHIGAN,MI,Temperate Humid,2250000,2010000,143.0,287430000
2005,MINNESOTA,MN,Temperate Humid,7300000,6850000,174.0,1191900000
2005,MISSOURI,MO,Temperate Humid,3100000,2970000,111.0,329670000
2005,NEBRASKA,NE,Semi-Arid Continental,3460000,3325000,108.5,360750000
2005,NORTH CAROLINA,NC,Subtropical Humid,750000,700000,120.0,84000000
2005,NORTH DAKOTA,ND,Semi-Arid Continental,1338000,1139000,127.5,145255000
2005,OHIO,OH,Temperate Humid,3450000,3250000,143.0,464750000
2005,PENNSYLVANIA,PA,Temperate Humid,1350000,960000,122.0,117120000
2005,SOUTH DAKOTA,SD,Semi-Arid Continental,4280000,3790000,116.8,442850000
2005,TENNESSEE,TN,Subtropical Humid,650000,595000,130.0,77350000
2005,TEXAS,TX,Semi-Arid Continental,1210000,1110000,70.6,78420000
2005,WISCONSIN,WI,Temperate Humid,3800000,2900000,148.0,429200000
