year,state_name,state_alpha,region,planted_all,harvested_grain,yield_grain,production_grain
2009,COLORADO,CO,Semi-Arid Continental,300000,290000,67.0,19470000
2009,ILLINOIS,IL,Temperate Humid,12000000,11800000,174.0,2053200000
2009,INDIANA,IN,Temperate Humid,5600000,5460000,171.0,933660000
2009,IOWA,IA,Temperate Humid,13600000,13300000,181.0,2407300000
2009,KANSAS,KS,Semi-Arid Continental,2485000,2350000,123.0,288300000
2009,KENTUCKY,KY,Subtropical Humid,1220000,1150000,165.0,189750000
2009,MICHIGAN,MI,Temperate Humid,2350000,2090000,148.0,309320000
2009,MINNESOTA,MN,Temperate Humid,7600000,7150000,174.0,1244100000
2009,MISSOURI,MO,Temperate Humid,3000000,2920000,153.0,446760000
2009,NEBRASKA,NE,Semi-Arid Continental,3680000,3560000,149.8,533424000
2009,NORTH CAROLINA,NC,Subtropical Humid,870000,800000,117.0,93600000
2009,NORTH DAKOTA,ND,Semi-Arid Continental,1950000,1750000,121.0,211750000
2009,OHIO,OH,Temperate Humid,3350000,3140000,171.0,536940000
2009,PENNSYLVANIA,PA,Temperate Humid,1350000,920000,142.0,130640000
2009,SOUTH DAKOTA,SD,Semi-Arid Continental,4785000,4476000,150.0,669817000
2009,TENNESSEE,TN,Subtropical Humid,670000,590000,148.0,87320000
2009,TEXAS,TX,Semi-Arid Continental,1160000,890000,48.0,42732000
2009,WISCONSIN,WI,Temperate Humid,3850000,2930000,153.0,448290000
