year,state_name,state_alpha,region,planted_all,harvested_grain,yield_grain,production_grain
2010,COLORADO,CO,Semi-Arid Continental,490000,470000,73.9,34710000
2010,ILLINOIS,IL,Temperate Humid,12600000,12400000,157.0,1946800000
2010,INDIANA,IN,Temperate Humid,5900000,5720000,157.0,898040000
2010,IOWA,IA,Temperate Humid,13400000,13050000,165.0,2153250000
2010,KANSAS,KS,Semi-Arid Continental,3180000,3050000,91.2,278210000
2010,KENTUCKY,KY,Subtropical Humid,1340000,1230000,124.0,152520000
2010,MICHIGAN,MI,Temperate Humid,2400000,2100000,149.0,312900000
2010,MINNESOTA,MN,Temperate Humid,7700000,7300000,177.0,1292100000
2010,MISSOURI,MO,Temperate Humid,3150000,3000000,123.0,369000000
2010,NEBRASKA,NE,Semi-Arid Continental,3730000,3610000,137.5,496550000
2010,NORTH CAROLINA,NC,Subtropical Humid,910000,840000,91.0,76440000
2010,NORTH DAKOTA,ND,Semi-Arid Continental,2050000,1880000,132.0,248160000
2010,OHIO,OH,Temperate Humid,3450000,3270000,160.0,523200000
2010,PENNSYLVANIA,PA,Temperate Humid,1350000,910000,128.0,116480000
2010,SOUTH DAKOTA,SD,Semi-Arid Continental,4550000,4220000,135.0,569700000
2010,TENNESSEE,TN,Subtropical Humid,710000,640000,117.0,74880000
2010,TEXAS,TX,Semi-Arid Continental,1140000,1030000,86.8,89379000
2010,WISCONSIN,WI,Temperate Humid,3900000,3100000,162.0,502200000
