STATE,DATE,TAVG,TMIN,TMAX,PRCP,RH,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11
SD,2021-01-01,-4.481679389312977,-10.861068702290076,1.8977099236641224,0.0,79.44391806817514,13.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
SD,2021-01-02,-3.1738636363636363,-10.158333333333331,3.810606060606061,0.0,77.22403221979638,17.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SD,2021-01-03,-1.6791666666666667,-8.381818181818183,5.023484848484848,0.0023529411764705,78.52909521159633,13.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
SD,2021-01-04,-0.4363636363636363,-6.629545454545455,5.756818181818182,0.00390625,70.61955898728922,9.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
SD,2021-01-05,-0.4321969696969697,-6.473484848484849,5.609090909090909,0.0398467432950191,73.8714847242425,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2021-01-06,-0.3234848484848485,-4.866666666666666,4.21969696969697,1.0561338289962825,78.23046757376747,18.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
SD,2021-01-07,-1.318702290076336,-5.070229007633588,2.432824427480916,0.5934615384615385,85.4001487769188,28.0,6.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
SD,2021-01-08,-1.571969696969697,-4.079545454545454,0.9356060606060606,0.0960937499999999,90.35819036963166,33.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
SD,2021-01-09,-1.7988461538461538,-3.5607692307692305,-0.0369230769230769,0.1354330708661417,91.85286430396415,35.0,3.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0
SD,2021-01-10,-1.6723076923076925,-4.993846153846154,1.6492307692307693,0.0615686274509803,85.0612719786234,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SD,2021-01-11,-0.5675572519083969,-6.061068702290076,4.925954198473282,0.0109375,72.7910400273342,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2021-01-12,1.4219696969696969,-4.875757575757576,7.70751879699248,0.0,69.92230073672171,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2021-01-13,3.282442748091603,-2.633587786259542,9.198473282442748,0.1713178294573643,69.13946889302467,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2021-01-14,2.394274809160305,-2.348854961832061,7.137404580152672,2.5294545454545454,64.64113529644777,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0
SD,2021-01-15,-1.869847328244275,-5.241221374045802,1.5015267175572518,0.8543726235741445,70.68646749459896,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0
SD,2021-01-16,-2.574230769230769,-6.842307692307692,1.702290076335878,0.2393822393822393,74.60490326424855,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SD,2021-01-17,-1.9412213740458013,-6.485496183206107,2.603053435114504,0.1636363636363636,71.07638467406062,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2021-01-18,-2.479389312977099,-6.693893129770992,1.735114503816794,0.7290196078431372,84.88657044604739,16.0,5.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0
SD,2021-01-19,-3.499618320610687,-7.878625954198473,0.8793893129770992,0.4848484848484848,78.79771497516953,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0
SD,2021-01-20,-2.202272727272727,-8.436363636363636,4.031818181818182,0.0252918287937743,63.34032980015424,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2021-01-21,-1.4450381679389317,-7.574045801526718,4.703030303030303,0.00703125,64.16553843829867,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2021-01-22,-5.3954545454545455,-10.992424242424242,0.2015151515151515,0.132046332046332,76.18002142387883,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
SD,2021-01-23,-6.321969696969697,-10.568939393939392,-2.075,0.6846456692913386,83.89354134744448,16.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
SD,2021-01-24,-7.997709923664122,-13.352671755725192,-2.642748091603053,1.7103448275862068,84.2061900676415,10.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
SD,2021-01-25,-8.992748091603053,-12.863358778625951,-5.122137404580153,0.0482213438735177,83.53934306185562,18.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
SD,2021-01-26,-10.539772727272728,-13.475757575757576,-7.603787878787879,0.5522900763358778,80.1799160052781,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
SD,2021-01-27,-10.570992366412211,-15.026717557251908,-6.115267175572519,0.1035294117647058,80.05222240130745,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
SD,2021-01-28,-7.346969696969697,-12.970454545454544,-1.7234848484848484,0.0132,78.40261749732227,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
SD,2021-01-29,-4.207364341085271,-9.024806201550389,0.5800000000000001,0.0,83.42185292844054,22.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
SD,2021-01-30,-3.242248062015504,-6.448837209302326,-0.0356589147286822,0.0068825910931174,87.59564334838566,30.0,3.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0
SD,2021-01-31,-2.489615384615385,-6.401538461538462,1.4223076923076925,0.0398406374501992,82.53736523965974,25.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
SD,2021-02-01,-2.310447761194029,-7.641791044776119,3.02089552238806,0.0,80.02748914979982,29.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
SD,2021-02-02,-1.757037037037037,-6.964444444444445,3.4503703703703703,0.0114173228346456,81.62678352469106,29.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0
SD,2021-02-03,-0.9248148148148148,-6.707407407407407,4.857777777777778,0.065891472868217,81.98505598572207,31.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
SD,2021-02-04,-4.72406015037594,-11.601503759398495,2.191044776119403,0.9689138576779026,76.3214973269203,11.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0
SD,2021-02-05,-9.287777777777777,-14.080740740740742,-4.494814814814815,0.3555984555984556,72.88494196223847,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
SD,2021-02-06,-14.89812030075188,-20.226315789473684,-9.569924812030076,0.7414728682170542,72.13470810135615,5.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0
SD,2021-02-07,-19.6179104477612,-23.08358208955224,-16.15223880597015,0.5201612903225806,73.7091319009983,5.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
SD,2021-02-08,-20.68872180451128,-25.93037037037037,-15.457894736842103,0.5749019607843137,77.48783794773195,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
SD,2021-02-09,-19.08320895522388,-24.04850746268657,-14.12,0.0503937007874015,71.8703124580219,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
SD,2021-02-10,-17.958148148148148,-21.77851851851852,-14.137777777777776,0.0493975903614457,67.65051633428018,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
SD,2021-02-11,-19.81888888888889,-23.56222222222222,-16.075555555555553,0.5431372549019607,73.18225861428061,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0
SD,2021-02-12,-23.06654411764706,-27.545588235294115,-18.5875,0.5928853754940712,70.2861378694381,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
SD,2021-02-13,-23.675,-28.41691176470588,-18.93308823529412,0.4816,70.08267515861611,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
SD,2021-02-14,-25.012132352941176,-30.954411764705885,-19.06985294117647,0.0233870967741935,68.54840712708548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2021-02-15,-23.98,-30.27777777777778,-17.682222222222222,0.0655737704918032,69.28614456237395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
SD,2021-02-16,-20.50625,-26.348529411764705,-14.663970588235294,0.0248995983935742,69.98396338374604,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
SD,2021-02-17,-16.217037037037038,-21.5525925925926,-10.88148148148148,0.1503968253968254,75.24201778564465,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
SD,2021-02-18,-13.37095588235294,-19.37058823529412,-7.371323529411764,0.0686274509803921,77.92266714562038,9.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
SD,2021-02-19,-11.595588235294118,-19.600735294117644,-3.590441176470588,0.0142292490118577,75.79491004111297,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
SD,2021-02-20,-7.137777777777778,-14.993333333333332,0.7177777777777778,0.0160642570281124,76.7525238683658,11.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0
SD,2021-02-21,-3.099624060150376,-9.76015037593985,3.558955223880597,0.3375,75.63205257995878,17.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
SD,2021-02-22,1.9738970588235287,-4.955882352941177,8.903676470588236,0.3366533864541832,63.24187327738418,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2021-02-23,3.795925925925926,-2.8577777777777778,10.441911764705882,0.1075098814229249,68.95361452346086,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2021-02-24,0.2037037037037037,-5.979259259259259,6.386666666666667,0.2408730158730158,76.3617748372745,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
SD,2021-02-25,-2.0166666666666666,-9.345925925925926,5.312592592592593,0.0814960629921259,70.03246892165524,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,2021-02-26,1.0207407407407407,-5.24962962962963,7.29111111111111,0.0131474103585657,58.73575214678426,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SD,2021-02-27,-0.7106870229007634,-7.603053435114504,6.181679389312976,0.4261410788381742,69.2467598482838,14.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
SD,2021-02-28,-4.036567164179104,-10.964179104477612,2.891044776119403,4.048496240601503,80.75810625636547,13.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0
SD,2021-03-01,-3.989179104477612,-10.38955223880597,2.4111940298507464,0.1035019455252918,72.9170084975127,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
