STATE,DATE,TAVG,TMIN,TMAX,PRCP,RH,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11
IN,2021-01-01,-0.5383333333333333,-3.7577777777777777,2.6811111111111114,5.747939262472886,89.08463814551854,16.0,4.0,0.0,2.0,0.0,21.0,7.0,0.0,0.0
IN,2021-01-02,1.851123595505618,-0.5730337078651685,4.275280898876405,15.745111111111113,92.3768111498584,18.0,0.0,1.0,2.0,0.0,8.0,2.0,0.0,0.0
IN,2021-01-03,0.90561797752809,-0.4292134831460674,2.240449438202248,2.465481171548117,93.31408209415147,16.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
IN,2021-01-04,0.1510989010989011,-3.1648351648351647,3.467032967032967,0.2267080745341615,88.81996741350665,19.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
IN,2021-01-05,0.9027173913043478,-2.591304347826087,4.396739130434782,0.0745867768595041,91.28908082125436,20.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
IN,2021-01-06,0.2516483516483516,-2.147252747252747,2.6505494505494505,0.016024340770791,83.60055610815469,11.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
IN,2021-01-07,0.8206521739130435,-1.4271739130434784,3.0684782608695653,0.0022916666666666,75.43608605872708,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
IN,2021-01-08,-0.0098901098901099,-2.1868131868131866,2.167032967032967,0.0892783505154639,76.45677890399408,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN,2021-01-09,-2.188888888888889,-4.791111111111111,0.3901098901098901,0.0012396694214876,78.29414425287467,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
IN,2021-01-10,-3.146703296703297,-6.186813186813187,-0.1065934065934065,0.0,83.8302029817068,6.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
IN,2021-01-11,-3.3686813186813187,-5.2736263736263735,-1.4637362637362636,0.0,82.51836749070588,11.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
IN,2021-01-12,-2.453804347826087,-5.4173913043478255,0.5097826086956522,0.0,81.9494486262243,11.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
IN,2021-01-13,0.9086956521739132,-3.744565217391304,5.532258064516129,0.0,80.36841644725985,9.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
IN,2021-01-14,2.9876344086021507,-1.4526881720430107,7.427956989247312,0.0365702479338842,77.42046668403245,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN,2021-01-15,2.597826086956522,-1.1347826086956525,6.330434782608696,1.0979633401221995,82.92806482207644,14.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
IN,2021-01-16,-0.0857142857142857,-3.398901098901099,3.227472527472528,1.4445652173913044,92.86362269635862,15.0,4.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0
IN,2021-01-17,-0.5736263736263737,-2.402197802197802,1.254945054945055,1.2406818181818182,91.13312829934006,15.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
IN,2021-01-18,-1.0727777777777778,-3.1755555555555555,1.03,1.3274599542334096,84.39041479730771,10.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
IN,2021-01-19,-1.4445054945054945,-5.398901098901099,2.50989010989011,0.2325274725274725,75.56434385565441,9.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
IN,2021-01-20,-1.556989247311828,-6.045161290322581,2.931182795698925,0.6053995680345573,71.41129014930002,3.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0
IN,2021-01-21,0.5833333333333334,-3.863440860215054,5.030107526881721,0.0293501048218029,63.20302425546616,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
IN,2021-01-22,0.4736559139784946,-5.110752688172044,6.058064516129032,0.0,65.09505626070869,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
IN,2021-01-23,-5.391758241758241,-11.08695652173913,0.3516483516483517,0.0006382978723404,65.82733863019507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN,2021-01-24,-3.387912087912088,-7.626086956521739,0.8054945054945054,0.3837259100642398,70.97815479931327,10.0,2.0,0.0,3.0,0.0,6.0,5.0,0.0,0.0
IN,2021-01-25,-0.9683333333333332,-2.873333333333333,0.9197802197802198,2.242612419700214,86.55013620850089,13.0,0.0,1.0,6.0,0.0,11.0,5.0,0.0,0.0
IN,2021-01-26,0.3331521739130435,-1.548913043478261,2.215217391304348,9.461802575107296,91.62451703430584,25.0,2.0,1.0,4.0,0.0,14.0,3.0,0.0,0.0
IN,2021-01-27,-1.6494505494505494,-4.651648351648352,1.3527472527472528,0.3641921397379913,81.59982476245688,9.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
