STATE,DATE,TAVG,TMIN,TMAX,PRCP,RH,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT11
NC,2021-08-16,25.450534759358288,20.95935828877005,29.94787234042553,14.82209051724138,86.75231225588516,22.0,3.0,19.0,0.0,0.0,0.0,1.0,0.0
NC,2021-08-17,24.99625668449198,21.05828877005348,28.945744680851064,12.025506937033084,89.30693221558921,19.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0
NC,2021-08-18,25.20779569892473,21.662365591397847,28.72910052910053,31.040184049079755,83.81483309018192,21.0,1.0,21.0,0.0,0.0,0.0,1.0,2.0
NC,2021-08-19,26.45614973262032,21.557754010695188,31.383157894736843,2.7094026548672567,79.82186319029366,14.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0
NC,2021-08-20,26.125,21.126881720430102,31.149468085106385,7.363071895424837,84.94040261262586,20.0,3.0,15.0,0.0,0.0,0.0,1.0,0.0
NC,2021-08-21,25.092934782608697,19.97336956521739,30.22648648648649,9.523562570462232,83.6286506976909,16.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0
NC,2021-08-22,25.12049180327869,19.880874316939888,30.37608695652174,4.663035921205099,82.72231701190293,17.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0
NC,2021-08-23,25.60409836065574,19.979891304347827,31.243715846994537,2.735085714285714,79.458576196938,17.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0
NC,2021-08-24,26.28016304347826,20.46902173913044,32.09130434782609,0.4047727272727273,77.44736933658137,12.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
NC,2021-08-25,26.596467391304348,20.7733695652174,32.427567567567564,2.951805869074492,80.12471023880029,16.0,1.0,10.0,0.0,0.0,0.0,3.0,0.0
NC,2021-08-26,26.37162162162162,20.706486486486487,32.03675675675676,2.407080610021786,80.940626420448,22.0,1.0,10.0,0.0,0.0,0.0,2.0,0.0
NC,2021-08-27,26.027322404371585,20.37431693989071,31.713513513513515,1.029887640449438,77.31502481868039,19.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0
NC,2021-08-28,26.270000000000003,20.344444444444445,32.23296703296703,0.1087719298245614,77.43735253329056,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
NC,2021-08-29,26.32388888888889,20.106666666666666,32.56077348066298,0.5590643274853802,77.60307371369218,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
NC,2021-08-30,26.19670329670329,19.85989010989011,32.53169398907104,0.018445475638051,73.72743696507486,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
NC,2021-08-31,25.91502732240437,20.291256830601093,31.54836956521739,1.171526195899772,77.05672537136479,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
NC,2021-09-01,24.98586956521739,21.00543478260869,28.98924731182796,11.674197002141328,83.53998291315155,14.0,2.0,6.0,0.0,0.0,0.0,4.0,2.0
NC,2021-09-02,21.99752747252748,16.732967032967032,27.29184782608696,6.6926041666666665,72.9913193274895,9.0,0.0,8.0,0.0,0.0,0.0,2.0,1.0
NC,2021-09-03,19.85353260869565,13.070652173913045,26.654594594594595,0.3342075256556442,66.8994073826193,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
NC,2021-09-04,20.091666666666665,13.077222222222222,27.11602209944752,0.0047281323877068,70.63280828267074,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
NC,2021-09-05,21.14781420765028,14.310382513661205,28.008152173913043,0.0092967818831942,71.01122817785854,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
NC,2021-09-06,22.87459016393443,16.817486338797814,28.9375,0.6306098964326813,73.68221932522933,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC,2021-09-07,23.02307692307692,17.126923076923077,28.940437158469948,0.4844988344988344,73.87330268135919,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
NC,2021-09-08,23.798655913978497,18.20860215053764,29.412834224598928,1.913866967305524,82.97258957652197,15.0,1.0,13.0,0.0,0.0,0.0,2.0,0.0
NC,2021-09-09,22.926358695652173,17.870108695652174,27.99945945945946,6.645873526259379,85.63031658023338,15.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
NC,2021-09-10,19.68858695652174,13.479891304347827,25.910270270270267,7.828336980306346,69.42965739604185,12.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
NC,2021-09-11,19.24754098360656,12.166120218579236,26.34891304347826,0.0242460796139927,70.3431270967397,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
NC,2021-09-12,20.530833333333334,13.108333333333333,27.98011049723757,0.007738814993954,70.89144391265465,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC,2021-09-13,22.472554347826087,15.360326086956524,29.60810810810811,0.0196951934349355,71.54245678543965,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2021-09-14,23.591397849462364,17.031720430107526,30.171122994652407,0.0102416570771001,74.90800406892136,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2021-09-15,23.670540540540543,17.565945945945945,29.79408602150537,0.0732476635514018,79.0735191341754,16.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0
NC,2021-09-16,23.26129032258065,18.454301075268816,28.084491978609627,1.911731843575419,84.62458021029714,15.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
NC,2021-09-17,23.577272727272728,19.85080213903744,27.303743315508022,1.1378839590443686,85.09160123587728,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
NC,2021-09-18,23.69728260869565,19.07336956521739,28.339459459459466,2.9275028768699656,81.77326771833155,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
