areasymbol,mukey,cokey,compname,comppct_r,hzname,hzdept_r,hzdepb_r,awc_r,om_r,ph1to1h2o_r
MN007,397627,27551789,Kelliher,12,A,0,8,0.17,4.0,6.4
MN007,397627,27551791,Shooker,3,A,0,5,0.21,7.0,6.5
MN007,397627,27551792,Beltrami,4,A,0,15,0.2,3.0,7.0
MN007,397627,27551793,Nebish,80,A,0,8,0.21,4.0,6.5
MN007,397628,27551795,Shooker,3,A,0,5,0.21,7.0,6.5
MN007,397628,27551796,Nebish,85,A,0,8,0.21,4.0,6.5
MN007,397628,27551797,Kelliher,9,A,0,8,0.17,4.0,6.4
MN007,397628,27551798,Beltrami,2,A,0,15,0.2,3.0,7.0
MN007,397629,27551800,Shooker,3,A,0,5,0.21,7.0,6.5
MN007,397629,27551801,Kelliher,5,A,0,8,0.17,4.0,6.4
MN007,397629,27551802,Nebish,90,A,0,8,0.21,4.0,6.5
MN007,397629,27551803,Beltrami,1,A,0,15,0.2,3.0,7.0
MN007,397636,27551853,Zimmerman,3,A,0,10,0.13,2.0,6.0
MN007,397636,27551854,Cormant,4,A,0,15,0.12,5.0,6.7
MN007,397636,27551855,Hiwood,85,A,0,5,0.13,3.0,5.6
MN007,397636,27551856,Redby,6,A,0,13,0.12,4.0,5.5
MN007,397636,27551857,Clearriver,2,A,0,8,0.12,3.0,5.8
MN007,397681,27551248,Hamre,8,Oa,0,33,0.4,65.0,6.5
MN007,397681,27551249,Kelliher,5,A,0,8,0.17,4.0,6.4
MN007,397681,27551250,Shooker,70,A,0,5,0.21,7.0,6.5
MN007,397681,27551251,Ricelake,5,A,0,5,0.11,4.0,5.5
MN007,397681,27551252,Beltrami,12,A,0,15,0.17,5.0,6.4
MN007,397683,27551257,Garnes,85,"A,E",0,18,0.19,1.25,7.0
MN007,397590,27551849,Leafriver,2,Oa,0,23,0.43,65.0,5.9
MN007,397590,27551850,Cormant,10,A,0,15,0.12,5.0,6.7
MN007,397590,27551851,Redby,84,A,0,13,0.12,4.0,5.5
MN007,397590,27551852,Hiwood,4,A,0,5,0.13,3.0,5.6
MN007,397591,27551858,Leafriver,5,Oa,0,23,0.43,65.0,5.9
MN007,397591,27551859,Grygla,4,A,0,15,0.1,5.0,6.7
MN007,397591,27551860,Cormant,85,A,0,15,0.12,5.0,6.7
MN007,397591,27551861,Redby,5,A,0,13,0.12,4.0,5.5
MN007,397591,27551862,Hiwood,1,A,0,5,0.13,3.0,5.6
MN007,397592,27551721,Egglake,6,A,0,10,0.21,7.0,6.5
MN007,397592,27551722,Cathro,2,Oa,0,58,0.4,65.0,6.4
MN007,397592,27551723,Bemidji,3,A,0,8,0.1,3.0,6.0
MN007,397592,27551724,Snellman,4,A,0,5,0.14,4.0,6.1
MN007,397592,27551725,Wykeham,85,A,0,18,0.17,5.0,6.0
MN007,397593,27551875,Kelliher,7,A,0,8,0.17,4.0,6.4
MN007,397593,27551877,Shooker,5,A,0,5,0.21,7.0,6.5
MN007,397593,27551878,Ricelake,2,A,0,5,0.11,4.0,5.5
MN007,397593,27551879,Nebish,3,A,0,8,0.21,4.0,6.5
MN007,397593,27551880,Beltrami,80,A,0,8,0.21,5.0,6.5
MN007,397594,27551023,Spooner,85,A,0,10,0.22,3.0,6.7
MN007,397597,27551026,Baudette,85,A,0,10,0.21,2.5,6.5
MN007,397602,27551036,Epoufette,90,A,0,10,0.12,4.0,6.7
MN007,397612,27551067,Sol,85,A,0,10,0.14,2.0,5.8
MN007,397613,27551072,Sol,85,A,0,8,0.14,2.0,5.8
MN007,397614,27551843,Menahga,2,A,0,8,0.11,2.0,5.5
MN007,397614,27551844,Roscommon,6,A,0,15,0.08,6.0,6.7
MN007,397614,27551845,Leafriver,2,Oa,0,23,0.43,65.0,5.9
MN007,397614,27551846,Meehan,84,A,0,18,0.11,4.0,6.2
MN007,397614,27551847,Wurtsmith,4,A,0,10,0.1,1.25,5.9
MN007,397614,27551848,Karlstad,2,A,0,8,0.1,2.0,6.5
MN007,397615,27551079,Karlstad,90,"A,E",0,18,0.11,2.5,5.9
MN007,397616,27551804,Cutaway,4,A,0,8,0.1,3.0,6.3
MN007,397616,27551806,Talmoon,3,A,0,25,0.18,3.0,6.2
MN007,397616,27551808,Stuntz,6,"A,E,E/B",0,43,0.21,2.0,5.5
MN007,397617,27551809,Cutaway,4,A,0,8,0.1,3.0,6.3
MN007,397617,27551812,Talmoon,3,A,0,25,0.18,3.0,6.2
MN007,397617,27551813,Stuntz,6,"A,E,E/B",0,43,0.21,2.0,5.5
MN007,397618,27551863,Moosecreek,1,Ap,0,15,0.18,1.5,6.7
MN007,397618,27551864,Two Inlets,30,A,0,5,0.09,2.0,6.5
MN007,397618,27551865,Sugarbush,60,A,0,8,0.13,2.0,6.0
MN007,397618,27551866,Epoufette,3,A,0,10,0.14,5.0,6.7
MN007,397618,27551867,Stonelake,1,Ap,0,10,0.11,2.5,6.0
MN007,397618,27551868,Karlstad,5,A,0,8,0.1,2.0,6.5
MN007,397619,27551869,Moosecreek,1,Ap,0,15,0.18,1.5,6.7
MN007,397619,27551870,Two Inlets,35,A,0,5,0.09,2.0,6.5
MN007,397619,27551871,Sugarbush,55,A,0,8,0.13,2.0,6.0
MN007,397619,27551872,Epoufette,4,A,0,10,0.14,5.0,6.7
MN007,397619,27551873,Stonelake,1,Ap,0,10,0.11,2.5,6.0
MN007,397619,27551874,Karlstad,4,A,0,8,0.1,2.0,6.5
MN007,397620,27551080,Stuntz,85,"A,E.E/B",0,41,0.21,2.0,5.5
MN007,397621,27551751,Leaflake,5,A,0,8,0.07,2.0,6.5
MN007,397621,27551752,Egglake,5,A,0,10,0.21,7.0,6.5
MN007,397621,27551753,Cathro,2,Oa,0,58,0.4,65.0,6.4
MN007,397621,27551754,Snellman,3,A,0,5,0.17,4.0,6.0
MN007,397621,27551755,Snellman,75,A,0,5,0.14,4.0,6.1
MN005,397503,27550323,Chapett,90,"Ap,E",0,23,0.16,3.0,6.7
MN005,397504,27550328,Chapett,90,"A,E",0,23,0.16,3.0,6.7
MN005,397505,27550333,Chapett,90,Ap,0,18,0.16,3.0,6.7
MN005,397506,27550803,Lakepark,5,Ap,0,20,0.21,7.0,6.3
MN005,397506,27550804,Formdale,5,Ap,0,23,0.18,4.0,7.0
MN005,397506,27550805,Aazdahl,85,Ap,0,20,0.2,5.0,7.0
MN005,397506,27550806,Quam,2,Ap,0,25,0.2,6.0,7.0
MN005,397506,27550807,Hamerly,3,Ap,0,23,0.18,5.0,7.8
MN005,397520,27550641,Langhei,10,Ap,0,15,0.17,1.7,7.5
MN005,397520,27550642,Quam,2,Ap,0,25,0.2,6.0,7.0
MN005,397520,27550643,Lakepark,3,Ap,0,20,0.21,7.0,6.3
MN005,397520,27550644,Gonvick,5,Ap,0,18,0.21,4.0,7.0
MN005,397520,27550645,Waukon,80,Ap,0,20,0.17,3.0,7.0
MN005,397521,27550646,Quam,2,Ap,0,25,0.2,6.0,7.0
MN005,397521,27550647,Lakepark,5,Ap,0,20,0.21,7.0,6.3
MN005,397521,27550648,Waukon,70,A,0,18,0.16,4.0,7.0
MN005,397521,27550649,Gonvick,10,Ap,0,18,0.21,4.0,7.0
MN005,397521,27550650,Langhei,10,Ap,0,15,0.17,1.7,7.5
MN005,397521,27550651,Lida,3,Ap,0,20,0.16,3.0,6.5
MN005,397522,27550357,Waukon,90,"A,E",0,18,0.22,4.0,6.7
MN005,397526,27550830,Kelliher,12,A,0,8,0.17,4.0,6.4
MN005,397526,27550832,Shooker,3,A,0,5,0.21,7.0,6.5
MN005,397526,27550833,Beltrami,4,A,0,15,0.2,3.0,7.0
MN005,397526,27550834,Nebish,80,A,0,8,0.21,4.0,6.5
MN005,397527,27550836,Shooker,3,A,0,5,0.21,7.0,6.5
MN005,397527,27550837,Nebish,85,A,0,8,0.21,4.0,6.5
MN005,397527,27550838,Kelliher,9,A,0,8,0.17,4.0,6.4
MN005,397527,27550839,Beltrami,2,A,0,15,0.2,3.0,7.0
MN005,397528,27550841,Shooker,3,A,0,5,0.21,7.0,6.5
MN005,397528,27550842,Kelliher,5,A,0,8,0.17,4.0,6.4
MN005,397528,27550843,Nebish,90,A,0,8,0.21,4.0,6.5
MN005,397528,27550844,Beltrami,1,A,0,15,0.2,3.0,7.0
MN005,397533,27550377,Colvin,90,Ap,0,25,0.21,5.5,7.5
MN005,397546,27550419,Rockwell,90,"Ap,Ak",0,46,0.2,6.0,7.9
MN005,397404,27550751,Bigstone,2,A1,0,28,0.2,6.0,7.9
MN005,397404,27550752,McIntosh,85,Ap,0,20,0.22,6.0,8.2
MN005,397404,27550753,Tara,8,Ap,0,18,0.22,6.0,7.0
MN005,397404,27550754,Winger,5,Ap,0,18,0.2,6.0,7.9
MN005,397407,27549922,Hangaard,90,Ap,0,25,0.12,5.5,7.2
MN005,397441,27550593,Egglake,6,A,0,10,0.21,7.0,6.5
MN005,397441,27550594,Cathro,2,Oa,0,58,0.4,65.0,6.4
MN005,397441,27550595,Bemidji,3,A,0,8,0.1,3.0,6.0
MN005,397441,27550596,Snellman,4,A,0,5,0.14,4.0,6.1
MN005,397441,27550597,Wykeham,85,A,0,18,0.17,5.0,6.0
MN005,397464,27550889,Kelliher,7,A,0,8,0.17,4.0,6.4
MN005,397464,27550891,Shooker,5,A,0,5,0.21,7.0,6.5
MN005,397464,27550892,Ricelake,2,A,0,5,0.11,4.0,5.5
MN005,397464,27550893,Nebish,3,A,0,8,0.21,4.0,6.5
MN005,397464,27550894,Beltrami,80,A,0,8,0.21,5.0,6.5
MN005,397478,27550249,Dalbo,90,"A,E",0,15,0.23,3.0,6.5
MN005,397479,27550250,Dalbo,90,Ap,0,18,0.23,3.0,6.5
MN005,397480,27550261,Dalbo,90,"A,E",0,18,0.23,3.0,6.5
MN005,397481,27550266,Dalbo,90,"A,E",0,18,0.23,3.0,6.5
MN005,397483,27550273,Dovray,90,Ap,0,25,0.16,7.5,7.0
MN005,397484,27550760,Sverdrup,5,Ap,0,23,0.13,2.5,7.0
MN005,397484,27550761,Torning,5,Ap,0,20,0.2,1.3,7.6
MN005,397484,27550762,Marysland,5,Ap,0,23,0.21,6.5,8.2
MN005,397484,27550763,Arvilla,3,Ap,0,23,0.13,2.5,7.2
MN005,397484,27550764,Eckman,2,Ap,0,23,0.21,4.0,7.2
MN005,397484,27550765,Egeland,70,Ap,0,23,0.13,3.0,7.0
MN005,397484,27550766,Embden,10,Ap,0,36,0.17,3.0,6.7
MN005,397485,27550767,Eckman,2,Ap,0,23,0.21,4.0,7.2
MN005,397485,27550768,Egeland,75,Ap,0,20,0.16,2.0,6.5
MN005,397485,27550769,Sverdrup,5,Ap,0,23,0.13,2.5,7.0
MN005,397485,27550770,Clontarf,3,Ap,0,18,0.14,5.0,6.7
MN005,397485,27550771,Sandberg,2,"Ap,A",0,30,0.11,2.0,6.7
MN005,397485,27550772,Torning,10,Ap,0,20,0.2,1.3,7.6
MN005,397485,27550773,Marysland,3,Ap,0,23,0.21,6.5,8.2
MN005,397486,27550774,Forman,75,Ap,0,23,0.18,6.0,6.8
MN005,397486,27550775,Mehurin,5,Ap,0,23,0.18,5.0,6.9
MN005,397486,27550776,Lakepark,3,Ap,0,20,0.21,7.0,6.3
MN005,397486,27550777,Gonvick,10,Ap,0,18,0.21,4.0,7.0
MN005,397486,27550778,Parnell,2,Ap,0,20,0.22,8.0,7.0
MN005,397486,27550779,Buse,5,Ap,0,23,0.17,2.0,7.9
MN005,397487,27550780,Aastad,10,Ap,0,23,0.18,6.0,7.0
MN005,397487,27550781,Lakepark,5,Ap,0,20,0.21,7.0,6.3
MN005,397487,27550782,Balaton,2,Ap,0,20,0.21,5.0,7.9
MN005,397487,27550783,Parnell,3,Ap,0,20,0.22,8.0,7.0
MN005,397487,27550784,Forman,45,Ap,0,20,0.18,3.0,6.8
MN005,397487,27550785,Buse,35,Ap,0,20,0.17,2.0,7.9
MN005,397488,27550786,Aastad,10,Ap,0,23,0.18,6.0,7.0
MN005,397488,27550787,Lakepark,5,Ap,0,20,0.21,7.0,6.3
MN003,395900,27549619,Alluvial land,100,A,0,15,0.1,5.0,7.5
MN003,395901,27549620,Anoka,90,Ap,0,20,0.11,1.5,5.5
MN003,395902,27549617,Anoka,90,Ap,0,20,0.11,1.5,5.5
MN003,395903,27549623,Anoka,90,Ap,0,20,0.11,1.5,5.5
MN003,395904,27549625,Becker,85,Ap,0,25,0.18,4.5,6.6
MN003,395905,27549629,Blomford,85,Ap,0,23,0.1,2.5,5.6
MN003,395906,27549633,Braham,85,Ap,0,23,0.11,2.0,6.2
MN003,395907,27549638,Braham,85,Ap,0,23,0.11,2.0,6.2
MN003,395908,27549643,Brickton,85,Ap,0,18,0.23,4.0,6.5
MN003,3247914,27549599,Talmoon,35,Ap,0,25,0.18,6.0,6.0
MN003,3247914,27549601,Alstad,30,Ap,0,22,0.21,3.5,6.1
MN003,3247914,27549602,Branstad,3,Ap,0,22,0.21,3.0,5.5
MN003,3247914,27549603,Cutaway,5,Ap,0,25,0.11,1.0,6.3
MN003,3247914,27549604,Blomford,25,Ap,0,22,0.11,4.0,6.3
MN003,3247916,27549608,Ricelake,35,Ap,0,18,0.11,2.0,6.3
MN003,3247916,27549609,Talmoon,25,Ap,0,25,0.18,6.0,6.0
MN003,3247916,27549611,Alstad,30,Ap,0,22,0.21,3.5,6.1
MN003,3247916,27549612,Branstad,5,Ap,0,22,0.21,3.0,5.5
MN003,3247916,27549613,Cutaway,3,Ap,0,25,0.11,1.0,6.3
MN003,3314430,27549615,Aquents,5,Ap,0,25,0.18,6.0,6.0
MN003,3314430,27549616,Udorthents,50,A,0,22,0.21,3.0,5.5
MN003,395911,27549650,Chetek,85,Ap,0,20,0.13,1.75,6.0
MN003,395912,27549654,Chetek,85,Ap,0,20,0.13,1.75,6.0
MN003,2997705,27549893,Isan,30,A,0,36,0.14,6.5,6.5
MN003,2997705,27549894,Isan,65,A,0,36,0.14,6.5,6.5
MN003,2997705,27549895,Glendorado,5,Ap,0,25,0.11,4.0,6.6
MN003,2765447,27549888,Sandberg,3,Ap,0,28,0.07,2.0,7.0
MN003,2765447,27549889,Hubbard,60,Ap,0,20,0.1,1.8,6.0
MN003,2765447,27549890,Mosford,35,Ap,0,23,0.14,3.0,6.2
MN003,2765447,27549891,Isan,1,A,0,36,0.14,6.5,6.5
MN003,2765447,27549892,Duelm,1,Ap,0,25,0.1,2.0,6.6
MN003,885357,27549856,Hubbard,20,Ap,0,20,0.1,1.8,6.0
MN003,885357,27549858,Mosford,5,Ap,0,23,0.14,3.0,6.2
MN003,395935,27549717,Hubbard,90,Ap,0,20,0.07,1.8,6.0
MN003,395935,27549718,Mosford,2,Ap,0,23,0.14,3.0,6.2
MN003,395935,27549719,Isan,1,A,0,36,0.14,6.5,6.5
MN003,395935,27549720,Duelm,5,Ap,0,25,0.1,2.0,6.6
MN003,395935,27549721,Glendorado,2,Ap,0,25,0.11,4.0,6.6
MN003,2765411,27549883,Nymore,2,Ap,0,20,0.08,2.0,6.3
