STATE,DATE,PRCP,RH,TMIN,TMAX,TAVG,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
MN,2012-01-01,3.1859154929577462,78.49458841562357,-6.505524861878453,0.814364640883978,-2.845580110497237,10.0,0.0,2.0,3.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,11.0,4.0,0.0,1.0
MN,2012-01-02,0.1676156583629893,68.26153355992636,-13.696703296703298,-5.131318681318681,-9.414010989010988,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
MN,2012-01-03,0.101060070671378,70.50618963239505,-16.48641304347826,-6.038586956521739,-11.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN,2012-01-04,0.0,77.18654630407504,-11.417934782608697,0.0983695652173912,-5.659782608695653,4.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
MN,2012-01-05,0.0,75.25683943987224,-7.326595744680851,5.958730158730159,-0.6784574468085106,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN,2012-01-06,0.0107744107744107,65.02705547569752,-3.006914893617021,8.463829787234042,2.7284574468085108,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0
MN,2012-01-07,0.0828178694158075,71.90003410685058,-5.7785714285714285,4.212637362637363,-0.782967032967033,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
MN,2012-01-08,0.0249122807017543,78.41020517440248,-8.541988950276243,2.4104972375690608,-3.065745856353591,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
MN,2012-01-09,0.0027777777777777,64.85572034208174,-6.12741935483871,5.471891891891891,-0.3156756756756756,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
MN,2012-01-10,0.0207482993197278,73.11887349669622,-4.741935483870968,8.436363636363636,1.8475806451612904,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN,2012-01-11,0.5287128712871286,81.17161418782416,-7.3994708994708995,6.650526315789473,-0.3907407407407407,8.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,10.0,1.0,0.0,7.0,0.0,11.0,6.0,0.0,0.0
MN,2012-01-12,0.7373287671232877,74.336771426873,-15.123809523809523,-4.758730158730159,-9.94126984126984,3.0,0.0,0.0,2.0,0.0,2.0,9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0
MN,2012-01-13,0.3551724137931034,75.41266214286894,-17.88216216216216,-11.684239130434785,-14.795652173913044,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0
MN,2012-01-14,0.1812949640287769,79.17777418829507,-17.550819672131148,-9.083060109289615,-13.316939890710383,9.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0
MN,2012-01-15,0.3866906474820143,79.40538007736961,-11.77282608695652,-1.983695652173913,-6.878260869565217,13.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
MN,2012-01-16,0.0011111111111111,76.10400667970778,-10.535714285714286,0.3404371584699453,-5.096703296703297,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
MN,2012-01-17,0.2311355311355311,70.23811980302668,-17.683333333333334,-7.571351351351351,-12.636216216216216,2.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,1.0
MN,2012-01-18,0.1419354838709677,73.46120314074493,-22.422580645161293,-11.555913978494624,-16.98054054054054,6.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,1.0
MN,2012-01-19,0.3082191780821918,62.11379433925797,-27.10695187165776,-11.5718085106383,-19.316844919786096,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MN,2012-01-20,1.0044117647058823,66.53068431486521,-25.86825396825397,-15.45079365079365,-20.65952380952381,6.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0
MN,2012-01-21,1.2720149253731343,77.74808695910264,-24.5967032967033,-11.008196721311476,-17.796153846153846,12.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
MN,2012-01-22,0.4155797101449275,85.64810715472089,-16.80710382513661,-5.275409836065574,-11.041256830601093,18.0,1.0,0.0,1.0,0.0,7.0,6.0,1.0,0.0,9.0,2.0,2.0,1.0,0.0,7.0,0.0,0.0,3.0
MN,2012-01-23,3.2749103942652327,89.52513133568414,-8.536507936507936,-4.132804232804233,-6.334656084656085,16.0,3.0,0.0,8.0,0.0,18.0,7.0,1.0,0.0,9.0,1.0,1.0,2.0,0.0,11.0,3.0,0.0,2.0
MN,2012-01-24,0.9113553113553114,82.95136438908273,-11.085106382978724,-4.667553191489362,-7.876329787234042,11.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
MN,2012-01-25,0.44,87.66584723204853,-9.537234042553193,-2.555851063829788,-6.04654255319149,21.0,1.0,0.0,2.0,0.0,1.0,10.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0
MN,2012-01-26,0.0127208480565371,82.78580098637745,-6.397326203208556,0.653475935828877,-2.87192513368984,20.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
MN,2012-01-27,0.3090579710144927,79.87715329870991,-10.002127659574468,1.5265957446808511,-4.2377659574468085,11.0,6.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,11.0,1.0,0.0,2.0,1.0,11.0,1.0,0.0,4.0
