STATE,DATE,PRCP,RH,TMIN,TMAX,TAVG,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT11,WT13,WT14,WT16,WT18,WT19,WT21,WT22
NC,2012-01-31,0.0264925373134328,49.94618810298767,-1.0205,16.313432835820894,7.645499999999999,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2012-02-01,0.2526785714285714,56.84254067146545,3.232019704433497,18.688235294117646,10.963793103448277,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0
NC,2012-02-02,4.433887043189369,72.41864602622216,6.7621890547263686,18.652970297029704,12.706965174129351,32.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,1.0,9.0,0.0,0.0,0.0,0.0
NC,2012-02-03,0.0795660036166365,57.9469238154092,0.7133663366336633,16.811764705882354,8.741089108910892,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2012-02-04,0.876425855513308,79.03259787576923,1.174,14.33316582914573,7.76356783919598,16.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0
NC,2012-02-05,9.20540069686411,92.21253958076056,4.013065326633166,13.382,8.69070351758794,40.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,2.0,10.0,0.0,0.0,0.0,0.0
NC,2012-02-06,0.9478976234003657,78.30916878771977,1.336318407960199,11.038308457711445,6.187313432835821,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0
NC,2012-02-07,0.3203571428571428,66.81426784120742,0.1429268292682927,11.978155339805824,6.065365853658537,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
NC,2012-02-08,0.1104982206405694,77.46488244487273,-0.9067961165048544,12.848058252427183,5.970631067961166,13.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,9.0,1.0,0.0,1.0,0.0
NC,2012-02-09,0.2931899641577061,68.80261733022844,-1.4009756097560977,10.32390243902439,4.461463414634147,9.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2012-02-10,0.1386980108499096,78.65970692036355,-2.681553398058252,9.806796116504854,3.562621359223301,15.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0
NC,2012-02-11,0.9922932330827068,72.45345337723953,-2.9425,9.01,3.03375,18.0,0.0,0.0,0.0,0.0,1.0,17.0,2.0,7.0,0.0,7.0,1.0,1.0,0.0,0.0
NC,2012-02-12,0.3015533980582524,40.23836733113291,-7.2005050505050505,5.821608040201005,-0.6984848484848486,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
NC,2012-02-13,0.0333333333333333,45.89264271520322,-7.142926829268292,7.005365853658536,-0.068780487804878,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2012-02-14,0.0994594594594594,59.04019359894259,-2.8681592039800994,10.72807881773399,3.9238805970149255,4.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0
NC,2012-02-15,0.1434306569343065,62.682810893394006,1.0083743842364532,14.298522167487684,7.653448275862069,26.0,3.0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0
NC,2012-02-16,0.9372340425531916,77.65215752381773,2.3272277227722773,15.756435643564355,9.041831683168317,28.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,10.0,0.0,0.0,1.0,0.0
NC,2012-02-17,5.359663865546218,77.78973633033472,4.078325123152709,15.026600985221677,9.552463054187193,40.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2012-02-18,0.0947565543071161,65.31756697553762,2.773134328358209,16.757,9.761,11.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
NC,2012-02-19,5.586306306306306,83.97066454858675,2.72,14.232835820895524,8.4605,29.0,0.0,1.0,5.0,0.0,0.0,3.0,0.0,8.0,1.0,10.0,4.0,0.0,0.0,0.0
NC,2012-02-20,11.707005253940457,74.35788501554245,-1.0315270935960592,9.806965174129353,4.395024875621891,24.0,2.0,1.0,8.0,0.0,2.0,1.0,0.0,7.0,0.0,4.0,3.0,1.0,0.0,1.0
NC,2012-02-21,0.0289179104477611,75.6833922773735,-2.3586206896551727,12.413793103448276,5.027586206896552,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
NC,2012-02-22,0.3100917431192661,72.14804390408567,1.3054187192118227,16.55771144278607,8.949253731343283,16.0,1.0,3.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0
NC,2012-02-23,4.35187074829932,74.86704455823775,6.1985148514851485,20.745320197044336,13.46559405940594,35.0,11.0,20.0,0.0,3.0,0.0,6.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0
NC,2012-02-24,0.8250463821892393,75.77493968058816,8.8665,22.514427860696514,15.69125,18.0,2.0,15.0,1.0,2.0,0.0,2.0,4.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0
NC,2012-02-25,5.326950354609929,44.67864643219919,1.8365,17.9445,9.8905,1.0,1.0,6.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC,2012-02-26,0.0229601518026565,48.29684831528069,-3.712626262626263,11.215656565656564,3.751515151515152,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2012-02-27,0.3203327171903881,75.84348873404387,-1.276470588235294,13.067647058823528,5.895588235294118,19.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0
NC,2012-02-28,2.025581395348837,69.90899937794822,2.7021052631578946,16.195287958115184,9.462105263157897,24.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0
NC,2012-02-29,0.626007326007326,76.09628641696152,5.233004926108374,20.00098522167488,12.616995073891626,15.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,6.0,1.0,7.0,0.0,0.0,0.0,0.0
NC,2012-03-01,2.4669565217391303,66.2315185325358,10.0465,22.68905472636816,16.38275,5.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0
NC,2012-03-02,0.8799276672694394,77.44087346921023,7.17107843137255,21.500980392156865,14.336029411764708,19.0,11.0,14.0,0.0,0.0,0.0,5.0,0.0,9.0,1.0,8.0,0.0,0.0,0.0,0.0
NC,2012-03-03,17.235865724381625,84.5688612365059,8.570792079207921,17.53910891089109,13.056467661691542,24.0,4.0,29.0,0.0,1.0,0.0,2.0,2.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0
NC,2012-03-04,14.457454545454546,66.00978935741175,3.089054726368159,13.740099009900993,8.408706467661691,14.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,7.0,1.0,0.0,0.0,0.0
NC,2012-03-05,1.6293795620437956,53.75237887543011,-0.644,11.010714285714286,5.1755102040816325,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0
NC,2012-03-06,0.0965765765765765,52.72545546959934,-3.5558252427184467,11.785853658536585,4.114390243902439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2012-03-07,0.0019748653500897,66.71527141173425,-1.0245,15.659701492537312,7.329,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2012-03-08,0.3304029304029304,71.05342391149385,5.494581280788178,19.419704433497536,12.457142857142856,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0
NC,2012-03-09,6.069112627986348,73.72375431314696,6.8394088669950746,18.79901960784314,12.805418719211822,27.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,10.0,0.0,0.0,0.0,0.0
NC,2012-03-10,0.6440900562851782,56.22834793835956,0.7765000000000001,15.07910447761194,7.917000000000001,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2012-03-11,0.015648854961832,53.11844391399377,-0.5345,15.978,7.721749999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2012-03-12,0.2263351749539595,65.94037125015653,2.0751219512195123,18.67170731707317,10.373414634146345,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0
NC,2012-03-13,1.5733333333333333,72.43287171799828,7.983743842364532,21.35833333333333,14.662068965517244,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0
NC,2012-03-14,0.2796672828096118,67.73914706375835,10.035820895522388,25.113930348258705,17.57487562189055,30.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2012-03-15,0.1119266055045871,65.16450370624713,9.41576354679803,26.86305418719212,18.13940886699508,21.0,9.0,7.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,5.0,0.0,0.0,1.0,0.0
NC,2012-03-16,2.84326750448833,71.46572109621937,10.643414634146342,26.43317073170732,18.53829268292683,17.0,6.0,20.0,0.0,3.0,0.0,2.0,0.0,5.0,0.0,7.0,0.0,0.0,1.0,0.0
NC,2012-03-17,3.491621129326047,74.93502547747912,12.0192118226601,25.717326732673264,18.87178217821782,24.0,5.0,23.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,8.0,0.0,0.0,2.0,0.0
NC,2012-03-18,4.8523550724637685,84.83160385070228,12.035353535353536,24.0391959798995,18.026515151515152,35.0,6.0,11.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0
NC,2012-03-19,1.2528130671506352,80.82264746445892,10.837745098039216,24.03186274509804,17.434803921568626,51.0,19.0,4.0,0.0,0.0,0.0,10.0,0.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0
NC,2012-03-20,2.902280701754386,73.7278349343445,11.453398058252429,26.248292682926827,18.849024390243905,36.0,10.0,21.0,0.0,2.0,0.0,6.0,0.0,7.0,0.0,7.0,0.0,0.0,1.0,0.0
NC,2012-03-21,5.733218588640275,79.7169109680807,12.639215686274513,25.98926829268293,19.311274509803923,44.0,10.0,16.0,0.0,2.0,0.0,4.0,1.0,6.0,0.0,4.0,0.0,0.0,1.0,0.0
NC,2012-03-22,1.3399647887323944,78.78770217539208,13.259313725490196,24.873529411764704,19.06642156862745,26.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0
NC,2012-03-23,1.3698943661971832,77.15220922007761,13.115270935960591,25.66256157635468,19.38891625615764,34.0,12.0,10.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0
NC,2012-03-24,10.347340425531916,85.05954233315853,13.346534653465346,24.55074626865672,18.94875621890548,24.0,3.0,39.0,3.0,3.0,1.0,1.0,1.0,7.0,1.0,10.0,0.0,0.0,0.0,0.0
NC,2012-03-25,14.51208981001727,85.28393587222928,11.337755102040816,21.476530612244897,16.40714285714286,21.0,5.0,33.0,0.0,4.0,1.0,3.0,1.0,6.0,1.0,10.0,0.0,0.0,0.0,0.0
NC,2012-03-26,6.818531468531468,65.18400280677265,10.894029850746268,21.21414141414141,16.0510101010101,9.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0
NC,2012-03-27,0.0960923623445826,43.70887577084909,5.172772277227724,21.306930693069308,13.239851485148511,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2012-03-28,0.0008944543828264,64.43518986635613,5.098009950248756,21.30995024875622,13.203980099502488,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2012-03-29,0.0469424460431654,52.25945845119221,9.816666666666666,26.102941176470587,17.95980392156863,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2012-03-30,0.3025974025974026,64.12756480400408,9.982758620689657,25.90295566502463,17.942857142857143,11.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0
NC,2012-03-31,5.512035398230088,81.34372981038688,11.873096446700508,24.17309644670051,18.02309644670051,29.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0
NC,2012-04-01,5.507067137809187,74.92378805339179,9.901485148514851,22.73482587064677,16.315174129353235,15.0,0.0,18.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0
NC,2012-04-02,1.0459363957597174,67.24145303597173,9.957073170731707,23.22829268292683,16.59268292682927,8.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0
NC,2012-04-03,0.7418563922942207,62.62737685180157,7.545631067961166,24.66650485436893,16.10606796116505,16.0,1.0,13.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,4.0,0.0,0.0,1.0,0.0
NC,2012-04-04,3.7006734006734,70.90473694187185,10.748792270531402,26.036538461538463,18.396618357487924,26.0,3.0,24.0,0.0,2.0,0.0,1.0,0.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0
NC,2012-04-05,5.249335548172757,74.899609419552,11.251219512195124,24.26038647342995,17.731951219512197,18.0,5.0,26.0,0.0,2.0,0.0,2.0,1.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0
NC,2012-04-06,14.3495,69.3143960238456,6.307843137254902,18.380693069306933,12.338366336633664,22.0,1.0,9.0,1.0,1.0,0.0,1.0,0.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0
NC,2012-04-07,1.73840830449827,51.76249699139991,1.7896039603960396,18.27,10.03175,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2012-04-08,0.0127272727272727,50.24499166232133,3.5515,21.462,12.50675,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2012-04-09,0.0208791208791208,42.307326511377845,6.5129353233830845,23.05742574257426,14.7818407960199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2012-04-10,0.0362676056338028,45.35204108490629,7.045853658536585,22.535121951219512,14.79048780487805,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
NC,2012-04-11,0.0946551724137931,42.25042696745611,4.691176470588236,19.42292682926829,12.047549019607844,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
NC,2012-04-12,0.000531914893617,48.75409988545859,0.2713592233009708,15.758333333333333,8.001231527093596,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2012-04-13,0.0053003533568904,56.784336483524704,0.8456310679611649,18.57391304347826,9.70485436893204,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
NC,2012-04-14,0.0109375,57.44064491774168,3.201990049751244,21.532178217821784,12.361194029850743,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
NC,2012-04-15,0.0,66.96028001554565,8.728717948717948,24.56683673469388,16.65102564102564,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2012-04-16,0.0,65.68501654872072,12.184803921568626,26.905339805825243,19.546323529411765,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
NC,2012-04-17,0.4964527027027026,65.14460919481998,13.834803921568628,28.025980392156864,20.930392156862744,8.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0
NC,2012-04-18,16.13070739549839,72.15075209308202,12.528921568627451,24.85073170731707,18.681372549019606,19.0,0.0,27.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0
NC,2012-04-19,7.002143950995405,85.91983889464431,11.118932038834952,18.697584541062803,14.90509708737864,33.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0
NC,2012-04-20,0.1642123287671233,79.84761872563435,10.81078431372549,20.426470588235293,15.61862745098039,26.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
NC,2012-04-21,0.3507272727272727,79.06676666549342,11.85427135678392,23.89698492462312,17.87562814070352,31.0,10.0,11.0,0.0,1.0,0.0,3.0,0.0,9.0,0.0,8.0,0.0,0.0,0.0,0.0
NC,2012-04-22,12.5275,88.5822266633269,10.486934673366834,22.083919597989947,16.285427135678393,26.0,0.0,12.0,0.0,0.0,0.0,2.0,1.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0
NC,2012-04-23,7.521947194719472,71.05601659027026,5.141871921182266,14.9975,10.076884422110552,12.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0
NC,2012-04-24,0.4018003273322422,50.340341186643634,3.1312195121951216,14.650970873786408,8.900975609756097,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
NC,2012-04-25,1.963621794871795,64.53254772839713,5.0373786407767,18.56570048309179,11.803398058252426,12.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0
NC,2012-04-26,4.132911392405063,76.47339423836094,10.029411764705882,22.508252427184463,16.264705882352942,17.0,3.0,27.0,0.0,2.0,0.0,2.0,3.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0
NC,2012-04-27,6.511746031746031,69.42048363217464,13.43658536585366,24.609223300970875,19.01121951219512,21.0,1.0,20.0,0.0,3.0,1.0,3.0,1.0,4.0,0.0,5.0,0.0,0.0,1.0,0.0
NC,2012-04-28,3.0171821305841924,72.82916002210234,12.15273631840796,22.59651741293532,17.374626865671644,12.0,1.0,7.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0
NC,2012-04-29,0.0928698752228164,78.36846320159815,11.631219512195122,21.589268292682927,16.610243902439024,25.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2012-04-30,0.0652991452991453,77.52955834719029,13.038916256157636,25.59852941176471,19.321674876847293,31.0,4.0,2.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2012-05-01,1.051077943615257,73.93545292077044,16.207035175879398,27.632160804020103,21.91959798994975,9.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
NC,2012-05-02,0.948111658456486,72.15236133502005,17.012999999999998,29.7440594059406,23.3745,11.0,0.0,10.0,0.0,2.0,0.0,1.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
NC,2012-05-03,0.3358234295415959,70.99195466497707,15.924242424242424,30.8115,23.37081218274112,13.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2012-05-04,0.2176870748299319,72.47664037992611,15.96751269035533,30.506532663316584,23.226530612244897,12.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0
