STATE,DATE,PRCP,RH,TMIN,TMAX,TAVG,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT11,WT13,WT14,WT16,WT18,WT19,WT21,WT22
TN,2012-01-15,0.0417372881355932,62.96362411132527,-5.672151898734177,8.441772151898734,1.3848101265822783,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
TN,2012-01-16,0.2618852459016393,61.78030218063457,-2.02875,10.07875,4.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
TN,2012-01-17,2.4407331975560083,70.46540191465121,4.13,14.84625,9.488125,7.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,2.0,9.0,0.0,0.0,0.0,0.0
TN,2012-01-18,8.734722222222222,67.13700284039967,-2.6598765432098763,13.630674846625768,5.465740740740741,1.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2012-01-19,0.1487603305785124,67.49800525753523,-4.612269938650306,5.046625766871165,0.2171779141104294,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,1.0
TN,2012-01-20,0.491358024691358,72.0818648066033,-1.349079754601227,10.94969325153374,4.800306748466258,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,8.0,1.0,0.0,0.0,0.0
TN,2012-01-21,17.59457364341085,89.30067794461135,2.6993589743589745,15.087741935483873,8.871935483870969,9.0,2.0,19.0,0.0,3.0,0.0,0.0,1.0,1.0,6.0,1.0,7.0,1.0,0.0,0.0,0.0
TN,2012-01-22,3.2857442348008385,88.65499782342366,2.0363057324840765,9.887179487179488,5.964743589743589,21.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0
TN,2012-01-23,22.28317214700193,76.89086745579058,4.510429447852761,16.08282208588957,10.296625766871164,10.0,0.0,21.0,1.0,2.0,0.0,0.0,1.0,5.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0
TN,2012-01-24,1.4918032786885247,67.91578381536645,-0.2834355828220859,14.9760736196319,7.346319018404908,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TN,2012-01-25,0.6334710743801653,71.4683962199269,0.1256249999999999,14.1275,7.1265625,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0
TN,2012-01-26,4.628174603174603,85.1583612440093,4.020754716981132,15.864779874213836,9.942767295597484,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,9.0,0.0,0.0,0.0,0.0
TN,2012-01-27,20.0747553816047,78.97328313326652,2.940993788819876,14.491875,8.7203125,12.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0
TN,2012-01-28,0.1763948497854077,67.34237332111385,-0.770253164556962,10.05506329113924,4.64240506329114,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0
TN,2012-01-29,0.0,54.36640380195087,-5.153205128205128,9.801282051282053,2.324038461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2012-01-30,0.0,46.40251392613738,-2.936645962732919,12.927329192546583,4.995341614906832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2012-01-31,0.0728448275862068,47.533616200887714,1.21875,16.778125,8.9984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
TN,2012-02-01,3.6002016129032257,74.30735181285641,6.750624999999999,17.19375,11.9721875,8.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,9.0,0.0,0.0,0.0,0.0
TN,2012-02-02,11.722549019607843,71.84215821732859,5.275308641975308,16.396913580246913,10.836111111111112,17.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,5.0,0.0,0.0,0.0,0.0
TN,2012-02-03,0.2695652173913043,60.774320608935454,1.3656050955414014,16.596835443037975,8.998726114649681,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
TN,2012-02-04,4.617444219066937,82.03733575852938,4.2405063291139244,15.322641509433964,9.777215189873418,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,9.0,0.0,0.0,0.0,0.0
TN,2012-02-05,8.819433198380567,85.03053786949684,6.6177215189873415,13.547133757961785,10.1015923566879,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0
TN,2012-02-06,0.2759493670886076,76.88124070892867,2.879874213836478,11.698125,7.271698113207547,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
TN,2012-02-07,0.0304801670146137,69.74387000187856,-2.3603773584905663,11.168553459119495,4.404088050314465,15.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0
TN,2012-02-08,0.3059426229508197,73.52633576169772,-0.8262499999999999,10.894375,5.0340625,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0
TN,2012-02-09,0.0467505241090146,66.81720644011315,-0.8111801242236024,6.671604938271605,2.914596273291925,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2012-02-10,0.0896049896049896,76.70136505446104,-3.1670807453416145,5.87888198757764,1.3559006211180125,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,7.0,4.0,2.0,0.0,0.0
TN,2012-02-11,1.394218415417559,68.87624871241266,-5.50062893081761,3.9056962025316455,-0.7867088607594938,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,8.0,0.0,0.0,2.0
TN,2012-02-12,0.0838202247191011,51.39198728539722,-9.36516129032258,0.4716129032258065,-4.446774193548387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TN,2012-02-13,0.2085287846481876,59.168417596824,-8.479503105590062,3.6360248447204966,-2.4217391304347826,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,5.0,2.0,0.0,0.0
TN,2012-02-14,4.326587301587302,79.94235979108453,-3.771604938271605,5.405555555555556,0.8169753086419753,9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,8.0,2.0,0.0,0.0,0.0
TN,2012-02-15,0.6987577639751553,79.1421473214177,1.9969135802469136,8.830246913580247,5.41358024691358,17.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0
TN,2012-02-16,6.168235294117647,79.18187658910341,4.281481481481482,14.17142857142857,9.232919254658386,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,9.0,0.0,0.0,0.0,0.0
TN,2012-02-17,1.6933194154488518,70.25879249779209,2.203164556962025,14.01847133757962,8.119745222929936,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2012-02-18,0.1947252747252747,61.821487737629255,2.2743589743589743,13.808333333333334,8.041346153846154,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
TN,2012-02-19,5.884968684759917,71.82614583802697,1.549044585987261,11.97579617834395,6.7624203821656055,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,9.0,5.0,1.0,0.0,0.0
TN,2012-02-20,9.786401673640167,66.45110754410865,-4.249056603773585,8.640251572327044,2.1955974842767296,6.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0
TN,2012-02-21,0.7432489451476794,57.80931667077868,-1.3645569620253164,13.081012658227849,5.858227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
TN,2012-02-22,2.567551020408163,71.1736031763696,1.564375,15.79375,8.6790625,2.0,0.0,22.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0
TN,2012-02-23,6.803762376237624,74.59007639396029,5.984567901234568,18.025308641975307,12.00493827160494,21.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2012-02-24,0.4377551020408163,55.23537900234172,6.311728395061729,23.105555555555554,14.708641975308645,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
TN,2012-02-25,0.3767241379310345,49.13990241122129,-2.267515923566879,12.36624203821656,5.0493630573248405,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2012-02-26,0.0131914893617021,47.01257666040772,-3.601282051282051,11.682051282051283,4.040384615384615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2012-02-27,0.0161016949152542,50.049028577927714,0.0949044585987261,16.923566878980893,8.50923566878981,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2012-02-28,0.0689655172413793,58.91655779248405,2.6917721518987343,19.982911392405065,11.337341772151898,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
TN,2012-02-29,1.8676,78.21226075357694,7.141401273885351,21.378980891719745,14.260191082802548,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,9.0,0.0,0.0,0.0,0.0
TN,2012-03-01,11.754247104247105,50.70624466148344,4.702547770700637,21.21455696202532,12.958917197452228,1.0,0.0,16.0,0.0,3.0,0.0,0.0,0.0,6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0
TN,2012-03-02,2.5375494071146245,64.17820526864172,5.38625,21.91863354037267,13.6584375,2.0,0.0,19.0,1.0,6.0,0.0,0.0,0.0,6.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0
TN,2012-03-03,12.426522593320236,56.62442132565336,1.0656050955414014,21.27388535031848,11.169745222929937,1.0,0.0,16.0,1.0,7.0,0.0,0.0,0.0,6.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0
TN,2012-03-04,0.0933747412008281,48.38115603960511,-1.3576923076923078,12.287179487179486,5.410322580645161,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
TN,2012-03-05,0.1902489626556016,47.36375141492122,-0.0620253164556961,11.348407643312102,5.648407643312102,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0
TN,2012-03-06,0.0936605316973415,43.118563525935286,-1.3773006134969326,12.520245398773008,5.571472392638037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2012-03-07,0.0663244353182751,46.73450831261759,4.039263803680981,19.627329192546583,11.832608695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2012-03-08,4.102816901408451,69.89684928123172,8.650943396226415,20.32578616352201,14.488364779874214,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0
TN,2012-03-09,37.27250470809793,63.94041463664356,2.456441717791411,17.23680981595092,9.846625766871163,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0
TN,2012-03-10,0.1384133611691023,45.44005977217629,-0.2825,15.751875000000002,7.7346875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2012-03-11,0.1261052631578947,53.92197723302795,1.9436708860759493,18.43607594936709,10.189873417721518,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
TN,2012-03-12,1.5046277665995975,71.69517099228457,7.561875000000001,19.67625,13.619062500000002,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0
TN,2012-03-13,1.58394584139265,73.14911704879115,13.18,21.73,17.455000000000002,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0
TN,2012-03-14,0.2734653465346534,67.59384860409246,10.15759493670886,25.86772151898734,18.0126582278481,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2012-03-15,1.1461077844311378,69.74673324478212,11.323270440251571,27.2496855345912,19.286477987421385,4.0,0.0,17.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0
TN,2012-03-16,12.800371747211896,79.44058913280932,11.93481012658228,26.061875,19.041772151898734,6.0,0.0,27.0,0.0,4.0,0.0,0.0,0.0,2.0,8.0,1.0,9.0,0.0,0.0,1.0,0.0
TN,2012-03-17,6.897249508840864,77.7858281183332,11.653205128205128,23.9025974025974,17.779545454545456,6.0,2.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0
TN,2012-03-18,7.800193423597679,71.59853204073013,12.396815286624204,25.880891719745225,19.13885350318472,5.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0
TN,2012-03-19,0.3525252525252525,61.45146700339296,12.580981595092023,27.27239263803681,19.92668711656442,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2012-03-20,0.0668008048289738,59.37322256589164,13.31375,27.883018867924527,20.59496855345912,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TN,2012-03-21,0.2577689243027888,60.628235703976834,14.194444444444445,28.088343558282208,21.144135802469137,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
TN,2012-03-22,1.6347389558232932,71.26048794017147,14.699358974358974,25.926451612903225,20.33516129032257,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,9.0,0.0,0.0,0.0,0.0
TN,2012-03-23,6.385468451242829,78.52964100222108,14.083229813664596,23.25527950310559,18.669254658385093,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0
TN,2012-03-24,5.847105788423154,73.12113847170522,9.205806451612904,22.394155844155843,15.822727272727272,5.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0
TN,2012-03-25,3.4174603174603173,76.23263326725895,7.673026315789474,19.54771241830065,13.660197368421052,7.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0
TN,2012-03-26,0.2389002036659877,67.45592675776086,8.653205128205128,22.57948717948718,15.616346153846154,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2012-03-27,0.0103030303030303,54.40712670000767,7.815483870967743,24.76751592356688,16.28838709677419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2012-03-28,0.0242914979757085,59.4373852431354,9.474074074074071,26.506790123456792,17.99043209876543,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
TN,2012-03-29,0.1323828920570264,62.52321910469699,12.20754716981132,27.096855345911948,19.65220125786164,4.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
TN,2012-03-30,0.3989669421487603,74.2261119609548,12.237579617834395,25.86942675159236,19.05350318471337,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0
TN,2012-03-31,3.1595573440643863,79.4521323084963,12.54423076923077,24.21282051282051,18.378525641025643,18.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0
TN,2012-04-01,2.028118811881188,75.04674416833389,10.93875,25.881875,18.4103125,14.0,5.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0
TN,2012-04-02,0.4642147117296222,72.04930681206092,12.935403726708074,27.996894409937887,20.46614906832298,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
TN,2012-04-03,0.8734653465346535,70.62693797045976,14.166037735849056,28.75534591194969,21.46069182389937,7.0,2.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
TN,2012-04-04,1.809542743538768,73.68061224970562,13.572049689440991,27.772222222222226,20.677329192546583,8.0,2.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0
TN,2012-04-05,2.4808429118773945,80.16806992149321,12.605625,25.54472049689441,19.07875,4.0,3.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0
TN,2012-04-06,15.87922077922078,65.37182213706078,6.355555555555555,21.253086419753085,13.804320987654322,3.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
TN,2012-04-07,0.0840080971659919,54.12985928063954,3.269620253164557,20.0746835443038,11.672151898734178,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
TN,2012-04-08,0.0020242914979757,59.93055984148356,5.135668789808917,22.24904458598726,13.692356687898087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2012-04-09,0.0006,53.27196873198434,3.4189873417721524,21.798734177215188,12.608860759493671,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2012-04-10,0.0307539682539682,53.642199231086266,4.277018633540373,21.585093167701864,12.931055900621118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TN,2012-04-11,0.0242603550295857,46.37123351417247,0.95875,18.340625,9.6496875,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2012-04-12,0.0,51.15098997550861,-0.729192546583851,15.830434782608696,7.5506211180124225,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
TN,2012-04-13,0.0,53.85561589052169,0.9975155279503104,18.92111801242236,9.959316770186335,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2012-04-14,0.0351851851851851,53.73305752084392,5.960509554140127,22.961783439490446,14.461146496815289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2012-04-15,0.0572631578947368,60.30267742911361,12.269871794871792,25.85897435897436,19.06442307692308,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TN,2012-04-16,2.942829457364341,69.2205306794637,13.56125,25.7075,19.634375,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0
TN,2012-04-17,3.1994186046511626,75.35527724400492,11.869182389937109,21.281132075471696,16.575157232704402,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0
TN,2012-04-18,4.357088122605364,71.7338618909216,8.669565217391304,18.018125,13.343125,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0
TN,2012-04-19,0.8014084507042254,66.10604200094299,6.811249999999999,21.65875,14.235,15.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0
TN,2012-04-20,0.2468559837728194,70.71913301497666,8.50125786163522,23.973584905660378,16.2374213836478,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0
TN,2012-04-21,7.600582524271845,80.16031992838693,8.615189873417721,21.9126582278481,15.26392405063291,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0
TN,2012-04-22,1.0591836734693878,70.30351825501864,5.259748427672956,14.90377358490566,10.081761006289309,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0
TN,2012-04-23,0.4508130081300812,53.29950091078969,3.342138364779874,15.011392405063292,9.180379746835444,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TN,2012-04-24,0.0889570552147239,52.6551366123768,3.4582278481012656,16.279113924050634,9.86867088607595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
TN,2012-04-25,1.1304347826086956,62.735778833623385,7.142038216560509,21.60191082802548,14.371974522292994,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0
TN,2012-04-26,2.5372277227722773,69.60457054421903,13.377987421383647,25.70251572327044,19.540251572327044,2.0,0.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0
TN,2012-04-27,4.385940594059406,70.54932307048034,12.469811320754715,24.431446540880504,18.45062893081761,6.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0
TN,2012-04-28,0.4248421052631578,67.83453919788356,12.416883116883117,24.26363636363636,18.34025974025974,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
TN,2012-04-29,0.0044303797468354,65.27696571033381,13.938709677419356,28.13032258064516,21.03451612903226,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
TN,2012-04-30,0.1390658174097664,68.13384604601153,14.035099337748346,28.923684210526314,21.48311258278145,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0
