STATE,DATE,PRCP,RH,TMIN,TMAX,TAVG,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
IL,2012-01-01,0.8844731977818854,68.15197961577164,0.1958620689655172,9.094482758620687,4.645172413793103,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0
IL,2012-01-02,0.1377938517179023,58.77646455096576,-5.780921052631579,3.2913907284768213,-1.2619205298013243,7.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
IL,2012-01-03,0.0528880866425992,60.94491488291898,-11.001960784313724,-2.083333333333333,-6.558000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL,2012-01-04,0.0,57.60803576634313,-8.360526315789473,2.6026315789473684,-2.878947368421053,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL,2012-01-05,0.0,67.48231703053033,-3.366225165562914,9.153947368421052,2.903973509933775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL,2012-01-06,0.0005226480836236,59.66926514196855,-0.2953947368421052,13.85657894736842,6.780592105263159,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL,2012-01-07,0.0,65.57452838822812,-0.4793333333333334,12.816,6.168333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL,2012-01-08,0.0100538599640933,76.3824615121315,-4.17682119205298,7.24765100671141,1.5278523489932887,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL,2012-01-09,0.0140381282495667,70.41750069611759,-4.41038961038961,7.235064935064935,1.4123376623376624,14.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL,2012-01-10,0.0859375,65.70136338663538,-3.84640522875817,10.2921568627451,3.222875816993464,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
