STATE,DATE,TAVG,PRCP,RH,TMIN,TMAX,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11
MN,2016-05-04,11.549415204678365,0.1494505494505494,42.80145614924549,3.225730994152047,19.87309941520468,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
MN,2016-05-05,13.175588235294118,0.0767699115044247,40.48426773453274,3.543529411764706,22.80764705882353,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MN,2016-05-06,18.67053571428572,0.051501154734411,37.76768431964337,8.673214285714286,28.66785714285714,0.0,0.0,8.0,0.0,1.0,0.0,7.0,0.0,0.0
MN,2016-05-07,16.538622754491016,0.5105140186915887,37.44706340255739,6.507185628742516,26.57005988023952,1.0,0.0,8.0,0.0,1.0,0.0,10.0,0.0,1.0
MN,2016-05-08,12.23421052631579,0.022877358490566,39.83809788047319,3.3128654970760234,21.155555555555555,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
MN,2016-05-09,14.28639053254438,0.5473214285714285,48.621964360008114,6.810650887573964,21.762130177514795,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
MN,2016-05-10,12.638323353293412,13.87953216374269,75.90599644882244,8.37125748502994,16.905389221556884,13.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0
MN,2016-05-11,11.285798816568049,2.790138067061144,85.64483131111994,8.446153846153846,14.125443786982247,26.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
MN,2016-05-12,10.427352941176473,5.017063492063492,77.50409184263512,6.709411764705882,14.145294117647058,18.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
MN,2016-05-13,6.882248520710059,1.047276688453159,71.53916956425418,2.511242603550296,11.253254437869822,11.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
