STATE,DATE,TAVG,PRCP,RH,TMIN,TMAX,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT10,WT11
IL,2016-01-01,-2.8339694656488548,0.0030534351145038,77.39413658841656,-5.648854961832061,-0.0190839694656488,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
IL,2016-01-02,-1.9607692307692308,0.0,74.31121672746164,-5.663076923076924,1.7415384615384617,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL,2016-01-03,-1.6515384615384614,0.0,76.97811576069144,-5.469230769230769,2.1661538461538465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL,2016-01-04,-2.3140151515151515,0.000563909774436,69.9948581004026,-5.257142857142857,0.6227272727272728,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL,2016-01-05,-3.092481203007519,0.0035250463821892,75.27095910039915,-7.544776119402985,1.3578947368421053,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
IL,2016-01-06,-1.5638059701492537,0.0005628517823639,73.37951944774849,-6.151492537313432,3.023880597014925,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
IL,2016-01-07,1.2109022556390978,0.0848987108655617,71.96704559460785,-2.719548872180451,5.141353383458647,7.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
IL,2016-01-08,4.53939393939394,2.2933456561922365,89.83791840225096,1.9734848484848484,7.090298507462687,40.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
IL,2016-01-09,3.284090909090909,3.9191287878787873,94.6684587969252,-0.6333333333333333,7.197744360902255,41.0,5.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
IL,2016-01-10,-6.94351145038168,7.275643564356435,79.00930772554655,-14.106870229007631,0.2198473282442748,10.0,0.0,0.0,3.0,0.0,1.0,9.0,4.0,0.0,0.0
IL,2016-01-11,-11.278125,0.1641851106639839,75.48775702100617,-15.890225563909777,-6.687786259541985,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
IL,2016-01-12,-7.378888888888889,0.9721343873517786,69.68276197842722,-13.3,-1.4577777777777778,10.0,2.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,1.0
IL,2016-01-13,-10.005597014925373,0.017063492063492,71.30679938474128,-15.474626865671642,-4.536567164179104,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL,2016-01-14,-2.903731343283582,0.0281853281853281,76.44281769964284,-9.79402985074627,4.0600000000000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL,2016-01-15,3.823333333333333,0.2045364891518737,84.27685421120731,-1.4896296296296296,9.136296296296296,18.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0
IL,2016-01-16,-1.3988805970149254,1.3007984031936126,78.98069172359861,-5.851492537313433,3.053731343283582,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
IL,2016-01-17,-9.266412213740455,0.1593877551020408,70.86656429025301,-14.993233082706766,-3.5564885496183205,5.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0
