STATE,DATE,TAVG,PRCP,RH,TMIN,TMAX,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11
IN,2016-01-01,-2.295108695652174,0.0687022900763358,75.07534802404446,-4.440217391304348,-0.1182795698924731,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
IN,2016-01-02,-1.38876404494382,0.0145118733509234,73.79631477099744,-4.102247191011236,1.3655555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN,2016-01-03,-0.3391304347826087,0.0141732283464566,76.27045304931204,-3.507608695652174,2.8344086021505377,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
IN,2016-01-04,-1.6042105263157895,0.3824228028503563,71.22625376806134,-4.566315789473684,1.3729166666666668,4.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
IN,2016-01-05,-3.639247311827957,0.1120772946859903,70.49432069291717,-8.395698924731182,1.1404255319148937,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
IN,2016-01-06,-2.4720430107526883,0.0,63.53948497500805,-7.640425531914894,2.743617021276596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN,2016-01-07,0.8617021276595744,0.0194581280788177,59.81012416112693,-4.9126315789473685,6.717894736842106,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
IN,2016-01-08,4.546276595744681,1.6206496519721578,82.5304818195974,0.0031914893617021,9.098947368421053,15.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
IN,2016-01-09,6.208241758241758,4.542105263157895,92.13222207480736,3.4351648351648354,9.05,20.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
IN,2016-01-10,-0.6913978494623656,16.315989847715738,84.62689083432379,-7.993548387096774,6.558947368421053,13.0,2.0,0.0,3.0,0.0,3.0,5.0,1.0,1.0
IN,2016-01-11,-9.03641304347826,0.4091863517060367,74.61132458504063,-15.005434782608695,-3.0225806451612907,10.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
IN,2016-01-12,-7.0942105263157895,1.6340599455040874,75.06327614690704,-13.373684210526315,-0.8125,11.0,5.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0
IN,2016-01-13,-10.275789473684211,0.6260989010989011,71.7845617638024,-16.753684210526316,-3.6364583333333336,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
IN,2016-01-14,-4.588709677419355,0.2642105263157895,73.69667096319944,-12.181720430107529,3.072340425531915,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN,2016-01-15,3.3614130434782608,0.4196382428940569,79.98155721194279,-1.7586956521739132,8.46236559139785,12.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
IN,2016-01-16,1.3396739130434785,3.602290076335878,81.75591059845439,-2.278260869565217,4.880645161290323,13.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0
IN,2016-01-17,-5.878804347826088,0.1452830188679245,71.6037542003456,-10.671739130434784,-1.0978494623655914,10.0,1.0,0.0,1.0,0.0,2.0,7.0,1.0,0.0
IN,2016-01-18,-12.714130434782607,0.2558441558441558,63.01874052561054,-17.278494623655916,-8.180645161290322,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
IN,2016-01-19,-12.63244680851064,0.046031746031746,64.49488218811892,-16.38421052631579,-8.836842105263157,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
IN,2016-01-20,-9.684574468085106,2.866580976863753,73.64508188808917,-13.68191489361702,-5.673684210526316,11.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
IN,2016-01-21,-8.615591397849462,0.2394255874673629,77.17879229751537,-13.319354838709678,-3.888297872340425,10.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
IN,2016-01-22,-6.429891304347826,0.0954666666666666,74.3478705150078,-10.28804347826087,-2.570212765957447,4.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0
IN,2016-01-23,-5.129347826086957,0.464945652173913,69.17156995670595,-8.75,-1.49468085106383,5.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
IN,2016-01-24,-4.460215053763441,0.0021739130434782,75.53418680792052,-9.855913978494623,0.8926315789473684,11.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0
IN,2016-01-25,-0.5696808510638297,0.0228571428571428,71.66848334909963,-6.12872340425532,4.943157894736842,6.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0
