year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2017,NORTH DAKOTA,ND,2017-05-28,21,6.0,60.0,30.0,4.0,0.0
2017,NORTH DAKOTA,ND,2017-06-04,22,4.0,63.0,26.0,6.0,1.0
2017,NORTH DAKOTA,ND,2017-06-11,23,4.0,54.0,32.0,8.0,2.0
2017,NORTH DAKOTA,ND,2017-06-18,24,5.0,56.0,29.0,8.0,2.0
2017,NORTH DAKOTA,ND,2017-06-25,25,3.0,53.0,31.0,10.0,3.0
2017,NORTH DAKOTA,ND,2017-07-02,26,3.0,52.0,29.0,11.0,5.0
2017,NORTH DAKOTA,ND,2017-07-09,27,3.0,49.0,28.0,12.0,8.0
2017,NORTH DAKOTA,ND,2017-07-16,28,4.0,41.0,31.0,15.0,9.0
2017,NORTH DAKOTA,ND,2017-07-23,29,3.0,41.0,33.0,13.0,10.0
2017,NORTH DAKOTA,ND,2017-07-30,30,3.0,36.0,36.0,16.0,9.0
2017,NORTH DAKOTA,ND,2017-08-06,31,4.0,36.0,35.0,16.0,9.0
2017,NORTH DAKOTA,ND,2017-08-13,32,4.0,44.0,32.0,13.0,7.0
2017,NORTH DAKOTA,ND,2017-08-20,33,5.0,45.0,33.0,11.0,6.0
2017,NORTH DAKOTA,ND,2017-08-27,34,4.0,46.0,32.0,13.0,5.0
2017,NORTH DAKOTA,ND,2017-09-03,35,4.0,44.0,32.0,14.0,6.0
2017,NORTH DAKOTA,ND,2017-09-10,36,5.0,44.0,31.0,13.0,7.0
2017,NORTH DAKOTA,ND,2017-09-17,37,6.0,45.0,33.0,11.0,5.0
2017,NORTH DAKOTA,ND,2017-09-24,38,8.0,45.0,31.0,11.0,5.0
2017,NORTH DAKOTA,ND,2017-10-01,39,7.0,51.0,26.0,10.0,6.0
2017,NORTH DAKOTA,ND,2017-10-08,40,6.0,51.0,26.0,11.0,6.0
2017,NORTH DAKOTA,ND,2017-10-15,41,7.0,51.0,27.0,10.0,5.0
2017,NORTH DAKOTA,ND,2017-10-22,42,8.0,51.0,26.0,10.0,5.0
2017,NORTH DAKOTA,ND,2017-10-29,43,7.0,52.0,27.0,9.0,5.0
2017,NORTH DAKOTA,ND,2017-11-05,44,8.0,46.0,30.0,10.0,6.0
2017,NORTH DAKOTA,ND,2017-11-12,45,9.0,49.0,27.0,10.0,5.0
2017,NORTH DAKOTA,ND,2017-11-19,46,8.0,45.0,31.0,10.0,6.0
