year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2017,INDIANA,IN,2017-05-28,21,6.0,37.0,40.0,12.0,5.0
2017,INDIANA,IN,2017-06-04,22,5.0,41.0,37.0,12.0,5.0
2017,INDIANA,IN,2017-06-11,23,5.0,39.0,36.0,15.0,5.0
2017,INDIANA,IN,2017-06-18,24,5.0,40.0,36.0,14.0,5.0
2017,INDIANA,IN,2017-06-25,25,6.0,40.0,36.0,13.0,5.0
2017,INDIANA,IN,2017-07-02,26,6.0,41.0,36.0,13.0,4.0
2017,INDIANA,IN,2017-07-09,27,7.0,41.0,35.0,12.0,5.0
2017,INDIANA,IN,2017-07-16,28,8.0,39.0,35.0,13.0,5.0
2017,INDIANA,IN,2017-07-23,29,9.0,38.0,35.0,13.0,5.0
2017,INDIANA,IN,2017-07-30,30,11.0,38.0,34.0,12.0,5.0
2017,INDIANA,IN,2017-08-06,31,11.0,41.0,31.0,12.0,5.0
2017,INDIANA,IN,2017-08-13,32,13.0,42.0,29.0,11.0,5.0
2017,INDIANA,IN,2017-08-20,33,11.0,42.0,30.0,12.0,5.0
2017,INDIANA,IN,2017-08-27,34,11.0,41.0,30.0,12.0,6.0
2017,INDIANA,IN,2017-09-03,35,11.0,40.0,30.0,13.0,6.0
2017,INDIANA,IN,2017-09-10,36,11.0,41.0,31.0,12.0,5.0
2017,INDIANA,IN,2017-09-17,37,11.0,41.0,30.0,13.0,5.0
2017,INDIANA,IN,2017-09-24,38,12.0,41.0,29.0,12.0,6.0
2017,INDIANA,IN,2017-10-01,39,12.0,41.0,29.0,12.0,6.0
2017,INDIANA,IN,2017-10-08,40,13.0,43.0,28.0,11.0,5.0
2017,INDIANA,IN,2017-10-15,41,13.0,44.0,27.0,11.0,5.0
2017,INDIANA,IN,2017-10-22,42,13.0,45.0,26.0,11.0,5.0
2017,INDIANA,IN,2017-10-29,43,13.0,46.0,26.0,10.0,5.0
