year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2017,MISSOURI,MO,2017-05-07,18,2.0,37.0,45.0,12.0,4.0
2017,MISSOURI,MO,2017-05-14,19,4.0,45.0,38.0,9.0,4.0
2017,MISSOURI,MO,2017-05-21,20,8.0,44.0,37.0,8.0,3.0
2017,MISSOURI,MO,2017-05-28,21,6.0,47.0,38.0,7.0,2.0
2017,MISSOURI,MO,2017-06-04,22,8.0,51.0,34.0,6.0,1.0
2017,MISSOURI,MO,2017-06-11,23,9.0,50.0,32.0,7.0,2.0
2017,MISSOURI,MO,2017-06-18,24,9.0,54.0,30.0,6.0,1.0
2017,MISSOURI,MO,2017-06-25,25,9.0,57.0,28.0,5.0,1.0
2017,MISSOURI,MO,2017-07-02,26,11.0,56.0,26.0,5.0,2.0
2017,MISSOURI,MO,2017-07-09,27,12.0,56.0,25.0,5.0,2.0
2017,MISSOURI,MO,2017-07-16,28,11.0,58.0,25.0,5.0,1.0
2017,MISSOURI,MO,2017-07-23,29,11.0,52.0,28.0,7.0,2.0
2017,MISSOURI,MO,2017-07-30,30,12.0,49.0,30.0,7.0,2.0
2017,MISSOURI,MO,2017-08-06,31,12.0,51.0,29.0,6.0,2.0
2017,MISSOURI,MO,2017-08-13,32,12.0,52.0,27.0,7.0,2.0
2017,MISSOURI,MO,2017-08-20,33,11.0,50.0,30.0,6.0,3.0
2017,MISSOURI,MO,2017-08-27,34,12.0,50.0,29.0,7.0,2.0
2017,MISSOURI,MO,2017-09-03,35,13.0,50.0,28.0,7.0,2.0
2017,MISSOURI,MO,2017-09-10,36,12.0,50.0,29.0,7.0,2.0
2017,MISSOURI,MO,2017-09-17,37,11.0,52.0,27.0,7.0,3.0
2017,MISSOURI,MO,2017-09-24,38,13.0,50.0,28.0,6.0,3.0
2017,MISSOURI,MO,2017-10-01,39,16.0,51.0,26.0,5.0,2.0
2017,MISSOURI,MO,2017-10-08,40,16.0,49.0,27.0,6.0,2.0
2017,MISSOURI,MO,2017-10-15,41,16.0,49.0,27.0,6.0,2.0
2017,MISSOURI,MO,2017-10-22,42,16.0,49.0,27.0,6.0,2.0
2017,MISSOURI,MO,2017-10-29,43,16.0,49.0,27.0,6.0,2.0
