areasymbol,mukey,cokey,compname,comppct_r,hzname,hzdept_r,hzdepb_r,awc_r,om_r,ph1to1h2o_r
MO005,902667,26619503,Contrary,95,Ap,0,20,0.23,3.0,7.1
MO005,902667,26619504,Colo,5,Ap,0,41,0.22,6.0,6.3
MO005,2521042,26619612,Contrary,95,Ap,0,18,0.23,3.0,7.1
MO005,2521042,26619613,Colo,5,Ap,0,41,0.22,6.0,6.3
MO005,2521084,26619626,Higginsville,95,A,0,20,0.22,1.9,7.3
MO005,2521084,26619627,Sibley,3,A,0,23,0.23,2.8,6.6
MO005,2521084,26619628,Sampsel,2,Ap,0,25,0.22,2.9,5.9
MO005,2521091,26619629,Higginsville,90,A,0,20,0.22,1.9,7.3
MO005,2521091,26619630,Sibley,5,A,0,23,0.23,2.8,6.6
MO005,2521091,26619631,Sampsel,5,A,0,20,0.23,4.8,5.9
MO005,902677,26619568,Monona,5,Ap,0,18,0.23,2.7,6.1
MO005,902677,26619569,Napier,5,Ap,0,20,0.23,3.5,6.7
MO005,902677,26619570,Ida,90,Ap,0,15,0.23,1.9,7.7
MO005,902676,26619564,Monona,5,Ap,0,18,0.23,2.7,6.1
MO005,902676,26619565,Napier,5,Ap,0,20,0.23,3.5,6.7
MO005,902676,26619566,Burchard,5,Ap,0,13,0.18,2.7,6.5
MO005,902676,26619567,Ida,85,Ap,0,15,0.23,1.9,7.7
MO005,2521101,26619592,Judson,35,A,0,61,0.22,2.4,5.0
MO005,2521101,26619593,Kenridge,55,A,0,114,0.22,3.5,5.5
MO005,2521101,26619594,Colo,10,Ap,0,20,0.22,6.0,6.3
MO005,902682,26619571,Malvern,50,Ap,0,10,0.22,1.55,7.1
MO005,902682,26619572,Shelby,30,Ap,0,15,0.21,3.9,5.6
MO005,902682,26619573,Colo,5,Ap,0,10,0.23,2.79,5.8
MO005,902682,26619574,Judson,5,Ap,0,23,0.22,3.8,5.8
MO005,902682,26619575,Marshall,10,Ap,0,13,0.22,2.4,5.6
MO005,2521252,26619509,Marshall,100,Ap,0,18,0.22,3.3,5.9
MO005,2521267,26619595,Marshall,80,Ap,0,17,0.22,3.0,6.0
MO005,2521267,26619596,Exira,10,Ap,0,13,0.22,2.1,5.9
MO005,2521267,26619597,Marshall,10,Ap,0,18,0.22,3.3,5.9
MO005,2521271,26619614,Marshall,75,Ap,0,17,0.22,3.0,6.0
MO005,2521271,26619615,Exira,10,Ap,0,13,0.22,2.1,5.9
MO005,2521271,26619616,Marshall,5,Ap,0,18,0.22,3.3,5.9
MO005,2521271,26619617,Judson,5,Ap,0,23,0.22,3.5,5.8
MO005,2521271,26619618,Shelby,5,Ap,0,18,0.18,2.9,6.2
MO005,2521287,26619598,Monona,5,Ap,0,18,0.23,2.7,6.1
MO005,2521287,26619599,Monona,95,Ap,0,18,0.23,3.4,6.2
MO005,2521290,26619600,Monona,20,Ap,0,18,0.23,3.4,6.2
MO005,2521290,26619601,Monona,75,Ap,0,18,0.23,2.7,6.1
MO005,2521290,26619602,Ida,5,Ap,0,10,0.23,1.5,7.7
MO005,902707,26619505,Timula,85,A,0,20,0.22,3.2,7.4
MO005,902707,26619506,Hamburg,5,A,0,10,0.23,2.2,7.8
MO005,902707,26619507,Ida,5,Ap,0,23,0.23,2.5,7.6
MO005,902707,26619508,Monona,5,Ap,0,18,0.23,3.4,6.2
MO005,2528238,26619654,Timula,65,A,0,13,0.15,2.4,6.9
MO005,2528238,26619655,Vanmeter,5,A,0,15,0.14,3.0,6.5
MO005,2528238,26619656,Napier,5,A,0,84,0.14,3.5,6.7
MO005,2528238,26619657,Hamburg,20,A,0,10,0.21,2.2,7.9
MO005,2528238,26619658,Shelby,5,A,0,25,0.12,3.3,5.8
MO005,902708,26619659,Timula,60,A,0,13,0.15,2.4,6.9
MO005,902708,26619660,Napier,10,A,0,84,0.14,3.5,6.7
MO005,902708,26619661,Hamburg,30,A,0,10,0.21,2.2,7.9
MO005,2528253,26619496,Timula,90,Ap,0,10,0.23,2.2,7.5
MO005,2528253,26619497,Napier,10,A,0,61,0.21,1.55,7.2
MO005,902692,26619480,Colo,5,Ap,0,20,0.22,6.0,6.3
MO005,902692,26619482,Napier,45,Ap,0,20,0.23,3.5,6.7
MO005,902689,26619487,Monona,80,Ap,0,18,0.23,2.7,6.1
MO005,902689,26619488,Monona,10,Ap,0,13,0.23,1.5,6.1
MO005,902689,26619489,Ida,5,Ap,0,10,0.23,1.5,7.7
MO005,902689,26619490,Napier,5,Ap,0,20,0.23,3.5,6.7
MO005,2959437,26619549,Adair,10,Ap,0,18,0.18,2.7,6.2
MO005,2959437,26619550,Shelby,75,Ap,0,18,0.18,2.9,6.2
MO005,2959437,26619551,Exira,10,Ap,0,15,0.22,2.8,5.9
MO005,2959437,26619552,Burchard,3,Ap,0,8,0.18,1.5,6.5
MO005,2959437,26619553,Olmitz,2,Ap,0,18,0.21,3.5,6.5
MO005,2959500,26619554,Adair,5,Ap,0,18,0.18,2.7,6.2
MO005,2959500,26619555,Shelby,80,Ap,0,18,0.18,2.9,6.2
MO005,2959500,26619556,Olmitz,5,Ap,0,18,0.21,3.5,6.5
MO005,2959500,26619557,Exira,5,Ap,0,13,0.22,2.1,5.9
MO005,2959500,26619558,Burchard,5,Ap,0,8,0.18,1.5,6.5
MO005,2959596,26619632,Shelby,85,Ap,0,18,0.18,2.9,6.2
MO005,2959596,26619633,Steinauer,5,Ap,0,10,0.18,2.7,7.9
MO005,2959596,26619634,Marshall,5,Ap,0,17,0.22,3.0,6.0
MO005,2959596,26619635,Shelby,5,Ap,0,5,0.15,1.7,6.3
MO005,2521097,26619471,Ackmore,5,Ap,0,15,0.22,2.0,5.9
MO005,2521097,26619472,Judson,90,Ap,0,23,0.22,3.8,5.8
MO005,2521097,26619473,Colo,5,Ap,0,20,0.22,6.0,6.3
MO005,902664,26619501,Blencoe,90,Ap,0,20,0.19,2.1,7.4
MO005,902664,26619502,Aholt,10,A,0,43,0.12,3.0,7.5
MO005,2528367,26619623,Ely,10,Ap,0,20,0.16,5.5,6.6
MO005,2528367,26619624,Judson,25,Ap,0,23,0.22,3.8,5.8
MO005,2528367,26619625,Colo,65,Ap,0,20,0.22,6.0,6.3
MO005,2528381,26619514,Gilliam,97,A,0,30,0.22,2.25,7.0
MO005,2528381,26619515,Gilliam,3,A,0,30,0.22,2.25,7.0
MO005,902673,26619636,Haynie,90,Ap,0,18,0.21,2.6,7.8
MO005,902673,26619637,Sarpy,10,A,0,8,0.17,0.35,7.9
