year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2020,MICHIGAN,MI,2020-05-24,21,3.0,46.0,42.0,6.0,3.0
2020,MICHIGAN,MI,2020-05-31,22,8.0,49.0,36.0,6.0,1.0
2020,MICHIGAN,MI,2020-06-07,23,10.0,56.0,28.0,5.0,1.0
2020,MICHIGAN,MI,2020-06-14,24,11.0,54.0,28.0,6.0,1.0
2020,MICHIGAN,MI,2020-06-21,25,10.0,48.0,33.0,7.0,2.0
2020,MICHIGAN,MI,2020-06-28,26,12.0,53.0,27.0,6.0,2.0
2020,MICHIGAN,MI,2020-07-05,27,12.0,43.0,31.0,11.0,3.0
2020,MICHIGAN,MI,2020-07-12,28,7.0,44.0,32.0,14.0,3.0
2020,MICHIGAN,MI,2020-07-19,29,10.0,43.0,33.0,11.0,3.0
2020,MICHIGAN,MI,2020-07-26,30,12.0,49.0,28.0,8.0,3.0
2020,MICHIGAN,MI,2020-08-02,31,10.0,50.0,29.0,8.0,3.0
2020,MICHIGAN,MI,2020-08-09,32,12.0,49.0,29.0,8.0,2.0
2020,MICHIGAN,MI,2020-08-16,33,14.0,51.0,24.0,9.0,2.0
2020,MICHIGAN,MI,2020-08-23,34,9.0,45.0,30.0,13.0,3.0
2020,MICHIGAN,MI,2020-08-30,35,10.0,40.0,33.0,13.0,4.0
2020,MICHIGAN,MI,2020-09-06,36,11.0,42.0,33.0,11.0,3.0
2020,MICHIGAN,MI,2020-09-13,37,9.0,42.0,37.0,9.0,3.0
2020,MICHIGAN,MI,2020-09-20,38,10.0,46.0,33.0,8.0,3.0
2020,MICHIGAN,MI,2020-09-27,39,10.0,45.0,33.0,9.0,3.0
2020,MICHIGAN,MI,2020-10-04,40,9.0,46.0,34.0,8.0,3.0
2020,MICHIGAN,MI,2020-10-11,41,9.0,43.0,35.0,9.0,4.0
2020,MICHIGAN,MI,2020-10-18,42,11.0,46.0,32.0,8.0,3.0
2020,MICHIGAN,MI,2020-10-25,43,10.0,55.0,26.0,6.0,3.0
2020,MICHIGAN,MI,2020-11-01,44,12.0,53.0,26.0,6.0,3.0
