areasymbol,mukey,cokey,compname,comppct_r,hzname,hzdept_r,hzdepb_r,awc_r,om_r,ph1to1h2o_r
OH005,1592603,26384445,Centerburg,4,Ap,0,18,0.17,2.0,5.9
OH005,1592603,26384446,Alexandria,90,Ap,0,15,0.21,2.0,6.2
OH005,1592603,26384447,Cardington,6,Ap,0,18,0.17,2.0,6.2
OH005,288124,26384130,Alexandria,90,Ap,0,13,0.21,2.0,6.2
OH005,288124,26384131,Centerburg,4,A,0,18,0.17,2.0,5.9
OH005,288124,26384132,Cardington,6,A,0,18,0.17,2.0,6.2
OH005,288125,26384133,Centerburg,4,A,0,18,0.17,2.0,5.9
OH005,288125,26384134,Alexandria,90,A,0,15,0.19,2.0,5.8
OH005,288125,26384135,Cardington,6,A,0,18,0.17,2.0,6.2
OH005,288126,26384136,Cardington,6,A,0,18,0.17,2.0,6.2
OH005,288126,26384137,Alexandria,90,A,0,15,0.21,2.0,6.2
OH005,288126,26384138,Centerburg,4,Ap,0,18,0.17,2.0,5.9
OH005,1592618,26384512,Cardington,8,Ap,0,18,0.17,2.0,6.2
OH005,1592618,26384513,Pewamo,3,Ap,0,33,0.22,4.0,6.4
OH005,1592618,26384514,Alexandria,85,Ap,0,13,0.2,1.25,6.2
OH005,1592618,26384515,Centerburg,4,Ap,0,18,0.17,2.0,5.9
OH005,288127,26384139,Wetzel,9,Ap,0,25,0.16,5.0,6.1
OH005,288127,26384140,Sloan,5,Ap,0,30,0.23,4.0,7.0
OH005,288127,26384141,Brookston,2,Ap,0,25,0.21,3.5,6.7
OH005,288127,26384142,Algiers,84,Ap,0,43,0.19,3.0,6.7
OH005,1592626,26384545,Amanda,90,H1,0,20,0.21,2.0,6.2
OH005,1592647,26384624,Bogart,85,H1,0,23,0.19,2.5,5.9
OH005,288128,26384143,Bennington,85,Ap,0,25,0.21,2.75,6.2
OH005,288128,26384144,Pewamo,3,Ap,0,30,0.21,4.0,6.4
OH005,288128,26384145,Condit,5,Ap,0,25,0.21,3.0,5.9
OH005,288128,26384146,Cardington,7,Ap,0,20,0.21,2.0,6.2
OH005,288129,26384147,Cardington,9,Ap,0,20,0.21,2.0,6.2
OH005,288129,26384148,Bennington,85,Ap,0,23,0.21,2.5,6.2
OH005,288129,26384149,Pewamo,3,Ap,0,30,0.21,4.0,6.4
OH005,288129,26384150,Condit,3,Ap,0,25,0.21,3.0,5.9
OH005,1592604,26384451,Bennington,90,H1,0,23,0.19,2.5,6.1
OH005,1592642,26384615,Tiro,30,H1,0,25,0.2,2.0,5.8
