year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2010,IOWA,IA,2010-05-16,19,5.0,50.0,36.0,7.0,2.0
2010,IOWA,IA,2010-05-23,20,11.0,54.0,28.0,5.0,2.0
2010,IOWA,IA,2010-05-30,21,20.0,54.0,21.0,4.0,1.0
2010,IOWA,IA,2010-06-06,22,23.0,55.0,17.0,4.0,1.0
2010,IOWA,IA,2010-06-13,23,22.0,54.0,18.0,4.0,2.0
2010,IOWA,IA,2010-06-20,24,23.0,52.0,18.0,5.0,2.0
2010,IOWA,IA,2010-06-27,25,22.0,50.0,19.0,6.0,3.0
2010,IOWA,IA,2010-07-04,26,18.0,47.0,23.0,8.0,4.0
2010,IOWA,IA,2010-07-11,27,20.0,51.0,19.0,7.0,3.0
2010,IOWA,IA,2010-07-18,28,21.0,48.0,20.0,8.0,3.0
2010,IOWA,IA,2010-07-25,29,27.0,43.0,20.0,7.0,3.0
2010,IOWA,IA,2010-08-01,30,27.0,43.0,19.0,8.0,3.0
2010,IOWA,IA,2010-08-08,31,25.0,45.0,19.0,8.0,3.0
2010,IOWA,IA,2010-08-15,32,25.0,43.0,20.0,8.0,4.0
2010,IOWA,IA,2010-08-22,33,24.0,43.0,21.0,8.0,4.0
2010,IOWA,IA,2010-08-29,34,25.0,44.0,20.0,7.0,4.0
2010,IOWA,IA,2010-09-05,35,23.0,46.0,20.0,8.0,3.0
2010,IOWA,IA,2010-09-12,36,23.0,45.0,20.0,8.0,4.0
2010,IOWA,IA,2010-09-19,37,21.0,47.0,20.0,8.0,4.0
2010,IOWA,IA,2010-09-26,38,22.0,45.0,20.0,9.0,4.0
2010,IOWA,IA,2010-10-03,39,21.0,46.0,21.0,8.0,4.0
2010,IOWA,IA,2010-10-10,40,23.0,47.0,19.0,7.0,4.0
