areasymbol,mukey,cokey,compname,comppct_r,hzname,hzdept_r,hzdepb_r,awc_r,om_r,ph1to1h2o_r
NE007,1692457,26698250,Valent,5,A,0,18,0.07,0.75,6.9
NE007,1692457,26698251,Glenberg,10,A,0,20,0.14,1.5,7.4
NE007,1692457,26698252,Bankard,85,A,0,10,0.1,1.25,7.4
NE007,1692481,26698102,Glenberg,100,A,0,15,0.17,0.75,7.9
NE007,1692456,26698079,Bankard,100,A,0,20,0.13,0.75,7.9
NE007,2228137,26698155,Bayard,90,Ap,0,18,0.17,1.5,6.7
NE007,2228137,26698156,Broadwater,5,A1,0,8,0.11,0.75,7.2
NE007,2228137,26698157,Chappell,5,A,0,20,0.17,1.5,6.7
NE007,1692458,26698260,Bayard,100,Ap,0,15,0.12,2.0,7.2
NE007,1692459,26698080,Bayard,100,A,0,46,0.18,2.0,7.2
NE007,1692460,26698081,Bayard,100,A,0,46,0.18,2.0,7.2
NE007,1692461,26698082,Bayard,100,A,0,46,0.18,2.0,7.2
NE007,1692462,26698083,Bayard,60,A,0,30,0.16,2.0,7.2
NE007,1692462,26698084,Dix,40,A,0,38,0.15,1.5,7.0
NE007,1692463,26698085,Bayard,60,A,0,30,0.16,2.0,7.2
NE007,1692463,26698086,Dix,40,A,0,38,0.15,1.5,7.0
NE007,2228138,26698246,Tripp,5,Ap,0,18,0.17,3.0,7.2
NE007,2228138,26698247,Seep,1,A,0,28,0.13,1.5,7.0
NE007,2228138,26698248,Broadwater,3,A,0,8,0.12,0.75,7.2
NE007,2228138,26698249,Bayard,91,Ap,0,18,0.13,2.0,7.2
NE007,1692464,26698237,Bridget,94,Ap,0,25,0.11,2.0,7.2
NE007,1692464,26698238,Glenberg,5,Ap,0,20,0.14,0.75,7.9
NE007,1692464,26698239,Lodgepole,1,Ap,0,13,0.21,3.0,6.3
NE007,1692465,26698240,Bridget,97,Ap,0,20,0.11,2.0,7.2
NE007,1692465,26698241,Bankard,3,Ap,0,15,0.13,0.5,7.9
NE007,1692466,26698242,Bridget,95,A,0,13,0.11,2.0,7.2
NE007,1692466,26698243,Duroc,5,Ap,0,18,0.2,2.0,7.3
NE007,1692467,26698244,Bridget,95,A,0,28,0.11,2.0,7.2
NE007,1692467,26698245,Duroc,5,Ap,0,18,0.2,2.0,7.3
NE007,1692468,26698087,Bridget,100,A,0,33,0.18,2.0,7.2
NE007,1692476,26698097,Dix,100,A,0,46,0.16,1.5,7.0
NE007,2228139,26698158,Altvan,85,Ap,0,15,0.17,2.0,7.2
NE007,2228139,26698159,Eckley,5,A1,0,13,0.14,1.5,7.0
NE007,2228139,26698160,Satanta,10,A1,0,23,0.21,2.0,7.0
NE007,1692454,26698232,Seep,1,A,0,28,0.13,1.5,7.0
NE007,1692454,26698233,Dix,5,A,0,25,0.07,1.5,7.0
NE007,1692454,26698234,Ascalon,5,Ap,0,15,0.15,1.5,7.2
NE007,1692454,26698235,Bankard,2,Ap,0,15,0.13,0.5,7.9
NE007,1692454,26698236,Altvan,87,Ap,0,20,0.2,1.7,7.0
NE007,1692455,26698265,Altvan,58,Ap,0,18,0.12,2.0,7.2
NE007,1692455,26698266,Satanta,5,Ap,0,25,0.2,2.0,7.0
NE007,1692455,26698267,Eckley,35,Ap,0,13,0.08,1.8,7.0
NE007,1692455,26698268,Blanche,2,Ap,0,13,0.12,1.5,7.6
NE007,2228140,26698161,Eckley,5,A1,0,13,0.11,3.0,7.0
NE007,2228140,26698162,Satanta,30,Ap,0,23,0.21,2.0,7.0
NE007,2228140,26698163,Altvan,55,Ap,0,13,0.21,2.0,7.0
NE007,2228140,26698164,Albinas,5,A,0,18,0.21,2.0,7.2
NE007,2228140,26698165,Bayard,5,A,0,20,0.17,1.5,6.7
NE007,2228141,26698166,Satanta,30,Ap,0,23,0.21,2.0,7.0
NE007,2228141,26698167,Altvan,60,Ap,0,13,0.21,2.0,7.0
NE007,2228141,26698168,Albinas,5,A,0,18,0.21,2.0,7.2
NE007,2228141,26698169,Bayard,5,A,0,20,0.17,1.5,6.7
NE007,1692479,26698100,Eckley,100,A,0,18,0.11,3.0,7.0
NE007,2228142,26698170,Dankworth,3,H1,0,15,0.11,0.75,6.7
NE007,2228142,26698171,Dix,10,A,0,18,0.14,1.5,7.0
NE007,2228142,26698172,Eckley,70,Ap,0,8,0.14,1.5,7.0
NE007,2228142,26698173,Altvan,15,A,0,15,0.17,2.0,7.2
NE007,2228142,26698174,Tassel,2,A1,0,13,0.17,0.75,7.9
NE007,1692482,26698103,Goshen,99,A,0,30,0.22,2.0,7.0
NE007,1692482,26698104,Lodgepole,1,H1,0,18,0.23,3.0,7.0
NE007,1692486,26698223,Keith,95,Ap,0,15,0.16,2.0,6.7
NE007,1692486,26698224,Lodgepole,1,Ap,0,13,0.21,3.0,6.3
NE007,1692486,26698225,Duroc,4,Ap,0,18,0.15,2.0,7.3
NE007,1692487,26698220,Lodgepole,1,Ap,0,13,0.21,3.0,6.3
NE007,1692487,26698221,Duroc,3,Ap,0,18,0.15,2.0,7.3
NE007,1692487,26698222,Keith,96,Ap,0,15,0.15,2.0,6.8
NE007,1692488,26698229,Mitchell,1,Ap,0,8,0.15,0.75,7.9
NE007,1692488,26698230,Lodgepole,1,Ap,0,13,0.21,3.0,6.3
NE007,1692488,26698231,Keith,98,Ap,0,10,0.16,2.0,6.7
NE007,1692490,26698261,Lodgepole,99,Ap,0,15,0.19,3.0,6.3
NE007,1692490,26698262,Ponded soils,1,Ap,0,15,0.19,3.0,6.3
NE007,1692498,26698120,Otero,99,A,0,30,0.15,0.75,7.9
NE007,1692500,26698122,Otero,100,A,0,30,0.15,0.75,7.9
NE007,1692501,26698123,Otero,60,A,0,38,0.15,0.75,7.9
NE007,1692501,26698124,Epping,40,A,0,10,0.21,1.25,7.9
NE007,1692499,26698121,Otero,100,A,0,30,0.15,0.75,7.9
NE007,1692503,26698258,Lodgepole,1,Ap,0,13,0.21,3.0,6.3
NE007,1692503,26698259,Rosebud,99,Ap,0,15,0.2,3.0,7.2
NE007,2228143,26698175,Hemingford,5,A,0,15,0.21,2.0,7.2
NE007,2228143,26698176,Blanche,30,Ap,0,13,0.11,1.5,7.6
NE007,2228143,26698177,Rosebud,55,A,0,15,0.21,2.0,7.2
NE007,2228143,26698178,Lodgepole,5,A,0,13,0.22,3.0,6.3
NE007,2228143,26698179,Tassel,5,A1,0,10,0.17,0.75,7.9
NE007,2228144,26698253,Satanta,5,Ap,0,25,0.2,2.0,7.0
NE007,2228144,26698254,Hemingford,5,Ap,0,15,0.18,2.0,7.2
NE007,2228144,26698255,Blanche,5,Ap,0,20,0.12,1.5,7.6
NE001,1691920,26697775,Inavale,100,Ap,0,15,0.11,0.75,6.7
NE001,1691921,26697776,Inavale,100,Ap,0,15,0.17,0.75,6.7
NE001,2216106,26697807,Tryon,2,A,0,10,0.11,6.0,7.0
NE001,2216106,26697808,Inavale,98,A,0,13,0.11,0.75,6.7
NE001,2216111,26697916,Holdrege,5,A1,0,15,0.21,2.0,6.2
NE001,2216111,26697917,Geary,4,Ap,0,15,0.2,1.5,6.5
NE001,2216111,26697918,Kezan,1,A,0,15,0.22,2.5,6.9
NE001,2216111,26697919,Coly,46,A,0,10,0.22,2.0,7.3
NE001,2216111,26697920,Hobbs,44,A,0,15,0.22,2.5,6.9
NE001,2876216,26697996,Geary,8,Ap,0,15,0.2,1.5,6.5
NE001,2876216,26697997,Coly,85,Ap,0,10,0.22,1.5,7.3
NE001,2876216,26697998,Holdrege,7,Ap,0,15,0.21,2.0,6.2
NE001,1691895,26697912,Uly,7,A,0,22,0.22,2.0,6.8
NE001,1691895,26697913,Kezan,1,A,0,15,0.22,2.5,6.9
NE001,1691895,26697914,Coly,85,A,0,10,0.22,2.0,7.3
NE001,1691895,26697915,Hobbs,7,A,0,15,0.21,2.5,6.9
NE001,1691931,26697783,Coly,100,A,0,10,0.22,1.5,7.9
NE001,2229129,26697945,Holdrege,5,Ap,0,15,0.21,2.0,6.2
NE001,2229129,26697946,Coly,85,Ap,0,10,0.22,2.0,7.3
NE001,2229129,26697947,Uly,10,Ap,0,22,0.22,3.0,6.8
NE001,1691894,26697769,Coly,100,A,0,13,0.22,1.5,7.9
NE001,2216099,26697951,Holdrege,5,Ap,0,15,0.21,2.0,6.2
NE001,2216099,26697952,Uly,40,Ap,0,22,0.22,3.0,6.8
NE001,2216099,26697953,Coly,50,Ap,0,10,0.22,1.5,7.3
NE001,2216099,26697954,Hobbs,5,Ap,0,15,0.22,2.5,6.9
NE001,2216112,26698057,Coly,60,A,0,15,0.22,1.5,7.6
NE001,2216112,26698058,Uly,20,Ap,0,15,0.22,2.0,6.6
NE001,2216112,26698059,Holdrege,5,A,0,33,0.21,2.0,6.2
NE001,2216112,26698060,Hobbs,15,Ap,0,15,0.22,2.5,6.9
NE001,2216101,26698016,Hersh,85,Ap,0,18,0.17,1.5,7.2
NE001,2216101,26698017,Libory,3,Ap,0,46,0.1,2.0,7.8
NE001,2216101,26698018,Valentine,3,Ap,0,18,0.08,0.75,6.5
NE001,2216101,26698019,Coly,3,Ap,0,10,0.22,1.5,7.3
NE001,2216101,26698020,Kenesaw,3,Ap,0,30,0.21,2.0,6.4
NE001,2216101,26698021,Fillmore,3,Ap,0,23,0.22,3.5,5.6
NE001,1691915,26698022,Coly,4,Ap,0,10,0.22,1.5,7.3
NE001,1691915,26698023,Valentine,4,Ap,0,18,0.08,0.75,6.5
NE001,1691915,26698024,Kenesaw,4,Ap,0,30,0.21,2.0,6.4
NE001,1691915,26698025,Hersh,85,Ap,0,18,0.17,1.5,7.2
NE001,1691915,26698026,Libory,3,Ap,0,46,0.1,2.0,7.8
NE001,1691916,26697773,Hersh,55,Ap,0,20,0.17,1.25,6.7
NE001,1691916,26697774,Kenesaw,45,Ap,0,20,0.22,2.0,6.7
NE001,2216102,26697930,Fillmore,2,Ap,0,23,0.22,3.5,5.6
NE001,2216102,26697931,Holdrege,90,Ap,0,15,0.21,2.0,6.2
NE001,2216102,26697932,Hastings,8,Ap,0,25,0.22,3.0,5.8
NE001,2216103,26697948,Holdrege,90,Ap,0,15,0.21,2.0,6.2
NE001,2216103,26697949,Fillmore,2,Ap,0,23,0.22,3.5,5.6
NE001,2216103,26697950,Hastings,8,Ap,0,25,0.22,3.0,5.8
NE001,2768399,26697926,Holdrege,94,Ap,0,14,0.21,2.0,6.2
NE001,2768399,26697927,Uly,6,Ap,0,18,0.22,2.0,6.6
NE001,2216105,26697928,Coly,6,Ap,0,15,0.22,2.0,7.9
NE001,2216105,26697929,Holdrege,94,Ap,0,18,0.23,2.0,6.8
NE001,2216108,26697963,Uly,70,Ap,0,22,0.22,3.0,6.8
NE001,2216108,26697964,Hobbs,5,Ap,0,15,0.21,2.5,6.9
NE001,2216108,26697965,Holdrege,5,Ap,0,15,0.21,2.0,6.2
NE001,2216108,26697966,Coly,20,Ap,0,10,0.22,1.5,7.3
NE001,1691893,26697921,Hord,5,A,0,51,0.21,2.0,6.8
NE001,1691893,26697922,Uly,45,A,0,22,0.22,2.0,6.8
NE001,1691893,26697923,Geary,5,Ap,0,15,0.2,1.5,6.5
NE001,1691893,26697924,Hastings,5,Ap,0,20,0.22,1.5,5.9
NE001,1691893,26697925,Hobbs,40,A,0,15,0.22,2.5,6.9
NE001,1691929,26697780,Meadin,100,A,0,13,0.14,1.5,6.2
NE001,2745804,26697908,Kezan,1,A,0,15,0.22,2.5,6.9
NE001,2745804,26697909,Hastings,5,A,0,25,0.22,3.0,5.8
NE001,2745804,26697910,Hord,4,A,0,51,0.19,2.0,6.8
NE001,2745804,26697911,Hobbs,90,A,0,15,0.21,2.5,6.9
NE001,2745805,26697904,Hord,4,A,0,51,0.19,2.0,6.8
NE001,2745805,26697905,Kezan,1,A,0,15,0.22,2.5,6.9
NE001,2745805,26697906,Holdrege,5,A1,0,15,0.21,2.0,6.2
NE001,2745805,26697907,Hobbs,90,A,0,15,0.21,2.5,6.9
NE001,2733051,26697900,Hastings,5,A,0,25,0.22,3.0,5.8
NE001,2733051,26697901,Hord,4,A,0,51,0.19,2.0,6.8
NE001,2733051,26697902,Kezan,1,A,0,15,0.22,2.5,6.9
NE001,2733051,26697903,Hobbs,90,A,0,15,0.21,2.5,6.9
NE001,1691898,26697771,Cass,100,A,0,20,0.17,1.5,6.5
NE001,1691927,26697778,Massie,100,A,0,23,0.23,5.0,5.8
NE001,2605834,26697842,Fillmore,3,Ap,0,23,0.24,3.5,5.5
NE001,2605834,26697843,Scott,7,A,0,12,0.24,6.0,5.6
NE001,2605834,26697844,Massie,90,Oe,0,4,0.3,85.0,5.6
