STATE,DATE,TAVG,PRCP,RH,TMIN,TMAX,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11
OH,2018-01-01,-15.2990099009901,0.2414545454545454,78.95026078802762,-20.1960396039604,-10.4019801980198,12.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
OH,2018-01-02,-16.32871287128713,0.148905109489051,71.77056100003867,-21.18811881188119,-11.46930693069307,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
OH,2018-01-03,-14.373039215686276,0.0213286713286713,67.1231193577625,-20.422549019607843,-8.323529411764707,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
OH,2018-01-04,-11.76039603960396,0.2812056737588652,75.36208275448323,-16.5,-6.990196078431373,9.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0
OH,2018-01-05,-13.883168316831684,0.1630824372759856,71.95713344329018,-17.649019607843137,-10.112871287128712,4.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0
OH,2018-01-06,-15.3,0.0311355311355311,72.97516403995664,-20.022222222222226,-10.577777777777778,6.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0
OH,2018-01-07,-12.8125,0.0883636363636363,68.8537183615558,-20.315,-5.31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
OH,2018-01-08,-4.123267326732673,3.872262773722628,76.9935588716024,-9.235643564356437,0.9891089108910892,16.0,0.0,0.0,12.0,0.0,18.0,1.0,1.0,0.0
OH,2018-01-09,-0.4450980392156863,1.1172661870503595,90.19586021284256,-2.804901960784314,1.928155339805825,17.0,0.0,0.0,1.0,0.0,4.0,10.0,0.0,1.0
OH,2018-01-10,2.0871287128712868,0.1858156028368794,89.90397784387068,-3.568316831683168,7.709803921568628,18.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0
OH,2018-01-11,8.953061224489796,1.6896428571428572,83.97214258032294,3.9040816326530607,14.00204081632653,11.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
OH,2018-01-12,6.921428571428572,15.24040404040404,93.7907150576616,-0.8459183673469387,14.68877551020408,20.0,2.0,0.0,9.0,0.0,13.0,1.0,4.0,0.0
OH,2018-01-13,-4.896,13.855434782608697,74.22482017126106,-11.736,1.944,9.0,3.0,0.0,9.0,1.0,7.0,5.0,4.0,1.0
OH,2018-01-14,-11.669306930693068,0.2233082706766917,73.25580539833962,-16.18910891089109,-7.14950495049505,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
OH,2018-01-15,-9.488349514563106,1.1054945054945056,80.29559385871224,-14.335922330097086,-4.640776699029126,12.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
OH,2018-01-16,-9.68252427184466,2.5481481481481483,80.50243298099475,-15.362135922330095,-4.002912621359223,11.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
OH,2018-01-17,-12.787864077669903,0.356115107913669,80.32107348305861,-16.80485436893204,-8.770873786407767,13.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
OH,2018-01-18,-9.400980392156862,0.0068840579710144,72.16042492398581,-13.86862745098039,-4.933333333333334,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
OH,2018-01-19,-4.65343137254902,0.0081850533807829,62.487861553201256,-9.918627450980392,0.6117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OH,2018-01-20,0.3905940594059406,0.0044444444444444,64.62614493937099,-4.10990099009901,4.891089108910891,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OH,2018-01-21,4.6909090909090905,0.2486988847583643,87.41953474144327,0.797979797979798,8.583838383838383,23.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
OH,2018-01-22,8.585922330097087,1.929078014184397,85.0119305253994,4.588349514563107,12.575,22.0,3.0,16.0,0.0,1.0,0.0,1.0,0.0,1.0
OH,2018-01-23,7.243627450980393,6.198026315789474,82.71228528400205,1.7715686274509803,12.732038834951457,12.0,0.0,17.0,1.0,1.0,1.0,1.0,0.0,2.0
OH,2018-01-24,0.5935643564356436,0.6104166666666667,83.87593299827599,-2.20686274509804,3.4431372549019605,12.0,0.0,0.0,2.0,0.0,5.0,3.0,0.0,0.0
