STATE,DATE,TAVG,PRCP,RH,TMIN,TMAX,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11
TX,2018-01-01,-3.2782505910165485,0.1655367231638418,69.39529035527353,-7.66146572104019,1.0865882352941176,24.0,0.0,0.0,13.0,0.0,15.0,0.0,3.0,0.0,0.0,0.0
TX,2018-01-02,-4.220871559633028,0.0513324873096446,63.16429599396924,-7.646330275229358,-0.7954128440366973,17.0,1.0,0.0,15.0,0.0,8.0,0.0,12.0,1.0,0.0,0.0
TX,2018-01-03,-1.8436926605504589,0.0505590062111801,58.09012866743054,-8.500229357798165,4.794279176201373,4.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0
TX,2018-01-04,2.7461451247165534,0.0016843418590143,55.94941461055394,-5.790249433106576,11.277149321266968,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
TX,2018-01-05,5.720113636363636,0.0289096573208722,55.68702541840389,-2.4038636363636363,13.83673469387755,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
TX,2018-01-06,8.148839907192576,0.0032807570977917,67.22123639838789,-0.494431554524362,16.78796296296296,35.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
TX,2018-01-07,11.1213133640553,0.3474544311753614,75.37564172311467,4.0771889400921655,18.164597701149425,52.0,7.0,29.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0
TX,2018-01-08,10.825228310502284,4.044129793510325,67.71840803721764,3.473059360730593,18.1751708428246,23.0,2.0,21.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
TX,2018-01-09,9.997954545454546,0.0148765432098765,68.54131063577661,1.982727272727273,18.011337868480727,56.0,14.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
TX,2018-01-10,12.380593607305936,0.117683302526186,75.84714323893834,5.22945205479452,19.53029612756264,93.0,16.0,2.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0,0.0
TX,2018-01-11,11.725456621004566,0.4603406326034063,74.34061345396408,4.250456621004567,19.19476082004556,55.0,5.0,18.0,2.0,1.0,1.0,0.0,22.0,0.0,0.0,2.0
TX,2018-01-12,5.295949074074074,2.7064,50.39282573507997,-3.403002309468822,14.027880184331798,2.0,0.0,7.0,4.0,0.0,1.0,0.0,5.0,0.0,0.0,3.0
TX,2018-01-13,3.5113532110091743,0.0185067007019783,51.11414133789998,-4.136238532110092,11.151258581235698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
TX,2018-01-14,4.370114942528736,0.0509277031349967,55.86628055761734,-3.62183908045977,12.362068965517242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2018-01-15,6.921046511627908,0.0799613402061855,70.05362065626721,-1.8030232558139527,15.641067285382832,57.0,7.0,0.0,8.0,0.0,5.0,0.0,12.0,0.0,0.0,2.0
TX,2018-01-16,1.696808510638298,2.0493433395872422,66.13440516611256,-6.608018867924529,10.01627358490566,34.0,0.0,0.0,49.0,0.0,44.0,0.0,6.0,0.0,0.0,3.0
TX,2018-01-17,-4.24224537037037,0.662073406310367,54.27303595199618,-9.755427251732105,1.2546082949308757,1.0,0.0,0.0,12.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0
TX,2018-01-18,-0.9683066361556064,0.025144694533762,54.29993745581035,-7.678718535469107,5.742596810933941,5.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0
TX,2018-01-19,4.660229885057471,0.4267711598746082,63.56393881353783,-2.609633027522936,11.923569794050344,58.0,8.0,2.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0
TX,2018-01-20,11.43414351851852,1.1740583232077764,77.09436093611818,3.858564814814815,19.009722222222223,98.0,28.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
TX,2018-01-21,15.246651270207852,0.7373843306600864,77.9564613947065,8.751270207852194,21.742032332563507,72.0,12.0,27.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,2.0
TX,2018-01-22,10.841570438799076,2.0711204313960456,51.57147507285033,3.1308755760368663,18.56183908045977,34.0,6.0,13.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0
TX,2018-01-23,7.016899766899767,0.0695543000627746,44.192586444273466,-2.0044289044289045,16.016859122401847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0
TX,2018-01-24,7.022300469483568,0.0398481973434535,46.6906501065479,-2.439671361502348,16.488111888111888,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
TX,2018-01-25,7.773776223776223,0.1154626108998732,52.00208470249827,-1.6606976744186046,17.197911832946637,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
TX,2018-01-26,10.59424882629108,0.3465936739659367,70.43605319211308,3.1854460093896715,17.987179487179485,52.0,3.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0
TX,2018-01-27,12.457882352941178,4.126803519061584,80.93833686556397,6.335058823529412,18.58070588235294,91.0,20.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TX,2018-01-28,10.479460093896714,3.693390452876377,63.74477565008611,2.876995305164319,18.082435597189694,23.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TX,2018-01-29,9.025644028103043,0.0481246026700572,52.703918055093496,0.3383177570093457,17.726976744186047,4.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
TX,2018-01-30,8.1712441314554,0.0121192893401015,51.24943980374782,-0.9241784037558686,17.257242990654206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2018-01-31,11.321561771561772,0.0017208413001912,57.5968213337495,2.0205128205128204,20.61720930232558,30.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
TX,2018-02-01,13.34965034965035,0.0148724331051649,64.38371805344504,5.023310023310024,21.65800464037123,30.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
TX,2018-02-02,9.622588235294115,0.0173805090006207,53.34154890471732,2.5515294117647063,16.658450704225352,5.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
TX,2018-02-03,9.334507042253522,0.4104784978800727,62.04911044512994,3.30962441314554,15.35456674473068,41.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
TX,2018-02-04,11.539386792452827,0.5968,75.62212368596008,3.636556603773585,19.44221698113208,89.0,40.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0
TX,2018-02-05,9.20150115473441,0.0257943925233644,69.88376904025431,0.2744239631336406,18.10668202764977,20.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0
TX,2018-02-06,8.65787037037037,0.6839808726838015,82.54593650389798,2.096064814814815,15.203695150115474,102.0,11.0,26.0,0.0,2.0,10.0,0.0,22.0,0.0,0.0,1.0
TX,2018-02-07,5.71032482598608,5.250901916572717,80.42416754694005,-0.0832946635730858,11.49027777777778,75.0,2.0,21.0,0.0,1.0,4.0,0.0,6.0,0.0,0.0,0.0
TX,2018-02-08,5.485397196261682,1.51627486437613,68.59757262280073,-1.7649532710280371,12.7357476635514,35.0,0.0,3.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0
TX,2018-02-09,9.899419953596286,0.1117353308364544,70.63346937953433,2.04524361948956,17.751039260969975,37.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
TX,2018-02-10,10.408235294117649,4.901345029239765,84.34626087774471,2.928941176470588,17.874178403755867,87.0,20.0,4.0,0.0,0.0,4.0,0.0,25.0,0.0,0.0,0.0
TX,2018-02-11,4.300813953488372,1.4418575851393187,77.9428703396702,-2.103720930232558,10.705348837209304,53.0,1.0,10.0,20.0,3.0,21.0,0.0,11.0,0.0,0.0,0.0
TX,2018-02-12,2.6310185185185184,0.4350062735257214,67.90029886448634,-2.8534722222222224,8.11593533487298,14.0,0.0,1.0,3.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0
TX,2018-02-13,5.369339622641509,0.5401796407185628,79.24158496771508,0.0651764705882353,10.678537735849057,80.0,10.0,11.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
TX,2018-02-14,11.56088992974239,2.0367869615832364,84.2782113956826,4.875644028103045,18.24613583138173,107.0,34.0,3.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
TX,2018-02-15,18.24118329466357,0.344877171959257,79.32417089894801,11.533333333333331,24.965046296296297,57.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
TX,2018-02-16,17.419721577726218,0.1653074027603513,74.9950356583551,11.221809744779582,23.62476851851852,57.0,14.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
TX,2018-02-17,13.615871121718378,1.8608019150209456,73.01521003411814,8.272142857142857,18.945,56.0,2.0,7.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
TX,2018-02-18,14.779225352112675,0.9323583180987204,82.11980510583952,8.47887323943662,21.108158508158507,90.0,21.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
TX,2018-02-19,18.49,0.69625,78.28771777971484,12.599529411764706,24.37018779342723,23.0,0.0,13.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
TX,2018-02-20,18.54295612009238,2.9900767867690488,79.82435336337655,12.918475750577366,24.16935483870968,45.0,1.0,53.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
TX,2018-02-21,11.079883720930232,21.18694714131607,87.47011396446722,3.77186046511628,18.39814385150812,74.0,1.0,86.0,13.0,1.0,27.0,0.0,7.0,0.0,0.0,0.0
TX,2018-02-22,5.577948113207548,14.142786615469008,92.42092749489947,1.7068235294117646,9.430516431924882,113.0,8.0,66.0,21.0,2.0,39.0,0.0,9.0,0.0,0.0,0.0
TX,2018-02-23,8.86146572104019,10.229352112676056,90.54610957279998,3.799528301886793,13.9,109.0,54.0,56.0,1.0,1.0,8.0,0.0,8.0,0.0,0.0,0.0
TX,2018-02-24,13.99739952718676,2.961551925320887,83.87548492023078,8.078014184397164,19.90282352941177,104.0,20.0,41.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
TX,2018-02-25,13.315320665083137,5.127659574468085,72.94844651683152,6.009501187648456,20.62334905660377,54.0,16.0,34.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0
