STATE,DATE,TAVG,PRCP,RH,TMIN,TMAX,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT15,WT18
KS,2018-07-08,25.308275862068964,0.0160883280757097,58.03613496551792,17.626027397260273,32.982191780821914,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
KS,2018-07-09,25.838741721854305,0.0482115085536547,56.734958493990426,17.84701986754967,33.780392156862746,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
KS,2018-07-10,27.087333333333333,0.0167434715821812,59.03182880193306,19.394,34.732236842105266,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
KS,2018-07-11,28.076013513513512,0.0694099378881987,59.047792995866246,20.75675675675676,35.315999999999995,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
KS,2018-07-12,29.140666666666668,0.0519260400616332,56.98006811306362,22.00133333333333,36.26026490066225,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2018-07-13,29.193,0.7770491803278688,60.123847927877726,21.918,36.4703947368421,6.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2018-07-14,27.54060402684564,13.863216957605983,74.08699822737368,20.72214765100671,34.34866666666667,20.0,1.0,39.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
KS,2018-07-15,26.662328767123288,1.396546310832025,69.95158161248165,20.51095890410959,32.79455782312925,18.0,3.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2018-07-16,27.61208053691275,6.048252688172043,71.7560262060145,20.957046979865773,34.25099337748344,11.0,0.0,33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2018-07-17,26.70641891891892,9.222535211267608,76.503782674494,20.665100671140937,32.74,15.0,0.0,38.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
KS,2018-07-18,25.52119205298013,8.477164366373902,78.66299728487073,20.27682119205298,30.76274509803921,26.0,1.0,35.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2018-07-19,27.08841059602649,1.1235114503816794,70.08002822501894,20.75526315789474,33.39407894736842,19.0,1.0,17.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
KS,2018-07-20,28.2218954248366,2.048,65.33427819165854,20.358823529411765,36.05974025974026,12.0,2.0,27.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
KS,2018-07-21,27.11513157894737,1.6922043010752688,62.5303876389197,19.32236842105263,34.88692810457516,4.0,0.0,25.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2018-07-22,26.522602739726025,0.3612213740458015,62.60843620307156,19.78904109589041,33.22364864864865,1.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
KS,2018-07-23,25.97796052631579,2.046364883401921,65.73487919612735,19.48684210526316,32.46233766233766,5.0,0.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
KS,2018-07-24,25.362171052631577,0.5295754026354319,62.58099079146263,18.84248366013072,31.85779220779221,6.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2018-07-25,25.36184210526316,0.6798780487804879,57.25129277313064,17.66578947368421,33.03311688311688,5.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
KS,2018-07-26,25.44407894736842,9.923883928571428,72.71290307483527,18.42763157894737,32.46818181818182,15.0,0.0,34.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
KS,2018-07-27,22.42156862745098,4.286171574903969,67.01780967453013,15.905844155844155,28.924025974025977,7.0,1.0,17.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
KS,2018-07-28,23.86523178807947,7.1575,65.06695508275291,16.85629139072848,30.853947368421053,5.0,0.0,28.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
KS,2018-07-29,23.702364864864865,18.49268571428572,77.47293177661334,17.21283783783784,30.16845637583893,14.0,0.0,72.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
KS,2018-07-30,22.099006622516555,5.810073710073709,80.00207293881964,16.766887417218545,27.432026143790853,18.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
KS,2018-07-31,20.30588235294118,10.12287166454892,70.83548560655461,13.9987012987013,26.627741935483872,6.0,0.0,35.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0
KS,2018-08-01,21.57730263157895,0.0215361445783132,62.461155432442986,14.19013157894737,28.93831168831169,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
KS,2018-08-02,23.69869281045752,0.0127300613496932,60.74936914549223,15.905228758169937,31.475324675324675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2018-08-03,25.41850649350649,0.1425499231950844,56.93035992782868,17.524025974025975,33.284516129032255,3.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2018-08-04,26.530921052631577,3.0439356435643563,59.25832523868703,19.031578947368423,34.03026315789473,5.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2018-08-05,27.16333333333333,0.1810852713178294,54.96979896607164,20.148666666666667,34.17615894039735,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2018-08-06,28.05424836601308,2.8866578599735795,58.21823132701292,20.943790849673203,35.16470588235294,2.0,0.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
KS,2018-08-07,26.17385620915033,12.041299559471366,71.2310522491255,19.2422077922078,33.14967741935484,17.0,0.0,56.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
KS,2018-08-08,24.78333333333333,3.108275862068965,73.5623923019903,18.65448717948718,30.89235668789809,16.0,2.0,17.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
KS,2018-08-09,25.312420382165605,1.227311522048364,66.80442568355586,18.217834394904457,32.38797468354431,5.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
KS,2018-08-10,25.82662337662337,1.223502994011976,64.50122798495917,18.16818181818181,33.46645161290323,6.0,1.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
KS,2018-08-11,24.77694805194805,0.2341945288753799,60.94969102200898,16.713636363636365,32.818064516129034,10.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
KS,2018-08-12,24.726,0.0293291731669266,62.26427570863489,16.748344370860927,32.7,7.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
KS,2018-08-13,24.947419354838708,1.3260355029585795,77.11494034250799,18.09294871794872,31.809615384615388,19.0,1.0,20.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
KS,2018-08-14,24.02712418300653,19.566381156316915,87.01226373773791,19.320129870129872,28.714285714285715,20.0,0.0,33.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
KS,2018-08-15,23.14090909090909,9.30593220338983,79.53494907068573,18.181290322580644,28.070967741935483,17.0,0.0,16.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
KS,2018-08-16,24.165666666666667,0.5704918032786885,73.5792164847074,17.899337748344372,30.42119205298013,11.0,3.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
KS,2018-08-17,25.24276315789474,7.314363143631437,74.0011167625325,18.632894736842104,31.840522875817,19.0,1.0,33.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0
KS,2018-08-18,24.35690789473684,1.0778947368421052,72.51352839099279,18.144736842105264,30.5512987012987,12.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2018-08-19,23.60973154362416,19.191971664698936,83.09249194582915,17.968,29.26510067114094,17.0,1.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2018-08-20,21.01129032258065,20.97201447527141,77.65078253244361,16.600641025641025,25.443870967741937,7.0,0.0,23.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
KS,2018-08-21,19.930891719745222,1.1305364511691884,75.83188028843206,14.745859872611463,25.11592356687898,19.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
KS,2018-08-22,20.16883116883117,3.069041769041769,83.72036599405816,15.258709677419354,25.05095541401274,21.0,1.0,14.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
KS,2018-08-23,20.67515923566879,6.438170731707317,82.94837185192773,16.807643312101913,24.51012658227848,28.0,2.0,27.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
KS,2018-08-24,23.86774193548387,10.43935309973046,69.06101556813127,18.496129032258064,29.237179487179485,24.0,2.0,24.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
KS,2018-08-25,26.34741935483871,0.3738998482549317,67.96173491580835,19.38064516129032,33.30384615384615,10.0,1.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0
KS,2018-08-26,27.13071895424837,2.356142668428005,66.80280373092506,20.516339869281047,33.73896103896104,7.0,0.0,28.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
KS,2018-08-27,28.146496815286625,0.3019461077844311,56.272361492226416,21.863694267515925,34.429299363057325,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2018-08-28,27.90705128205128,0.0990963855421686,62.285283832178685,21.27179487179487,34.54904458598726,5.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2018-08-29,22.29415584415585,1.467821067821068,74.43151597901681,14.866883116883116,29.68387096774193,4.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
KS,2018-08-30,21.785350318471338,4.007681755829904,78.35125497149156,15.871974522292994,27.677848101265827,32.0,2.0,32.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2018-08-31,25.61590909090909,4.607380607814761,65.07228875534629,19.46103896103896,31.78451612903226,3.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2018-09-01,27.522697368421053,1.534033613445378,63.77359708304871,20.54901960784314,34.50326797385621,3.0,0.0,21.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
KS,2018-09-02,26.460855263157896,6.583893557422969,75.28307074406567,20.157236842105263,32.750326797385625,7.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2018-09-03,24.72548387096774,27.382042253521128,83.42840285090077,19.655483870967743,29.77179487179487,18.0,0.0,43.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
KS,2018-09-04,23.950322580645164,13.938731596828992,86.44221364441084,19.946451612903225,27.913375796178343,20.0,0.0,30.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
KS,2018-09-05,23.76424050632912,15.64709051724138,90.5883452866966,19.83607594936709,27.696226415094337,22.0,0.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2018-09-06,21.640445859872614,11.543255295429208,92.8433082771905,18.83630573248408,24.420253164556964,25.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2018-09-07,20.58516129032257,3.3090799031477,92.73719816587544,18.25032258064516,22.89743589743589,27.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2018-09-08,19.517647058823528,7.572528883183569,90.9542392529639,16.50718954248366,22.515584415584417,28.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2018-09-09,18.29741935483871,0.4014792899408284,82.11501746783308,14.159354838709676,22.43076923076923,17.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2018-09-10,18.646496815286625,0.0354294478527607,79.9470244421755,12.9343949044586,24.355696202531643,26.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
KS,2018-09-11,20.18471337579618,0.0037707390648567,74.98600431947867,13.545222929936305,26.81962025316456,14.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2018-09-12,21.57987421383648,0.0066265060240963,74.51792521849869,14.8,28.349375,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
KS,2018-09-13,22.76962025316456,0.0509923664122137,76.50229112544392,16.814556962025314,28.718867924528304,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2018-09-14,24.63575949367089,0.0073059360730593,72.90937076868596,18.9246835443038,30.318125,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2018-09-15,25.336842105263155,0.0150154798761609,71.41356976955699,18.532894736842103,32.14220779220779,13.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2018-09-16,25.07,0.1813084112149532,72.34329006292191,18.269333333333336,31.869536423841065,12.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
KS,2018-09-17,25.388064516129035,0.0,67.45163027649409,18.525161290322583,32.24038461538461,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
KS,2018-09-18,26.452848101265825,0.0,64.970133790499,19.320886075949367,33.58679245283019,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
KS,2018-09-19,27.218589743589742,0.0,63.99024569181554,20.20448717948718,34.23375796178344,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
KS,2018-09-20,27.13535031847134,0.4944954128440366,64.13114189397444,20.5063694267516,33.747468354430374,14.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
KS,2018-09-21,22.56624203821656,12.08904255319149,74.23441335521366,14.985350318471337,30.16708860759493,13.0,1.0,45.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
KS,2018-09-22,15.357236842105264,0.1027820710973724,68.00519927984729,8.18421052631579,22.530263157894737,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
KS,2018-09-23,16.654,0.0026645768025078,68.4968100594686,8.589403973509933,24.706,21.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2018-09-24,19.326282051282053,0.0283307810107197,72.24514137496948,11.328846153846154,27.31518987341772,20.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
KS,2018-09-25,20.24145569620253,0.0994108983799705,76.27230834966667,13.83860759493671,26.627044025157232,14.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
KS,2018-09-26,15.086075949367087,0.5432944606413994,63.61456932519881,7.163522012578617,23.001898734177217,4.0,1.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
KS,2018-09-27,13.86625,0.0029007633587786,58.90131712227069,5.751875,21.980625,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
KS,2018-09-28,15.19182389937107,0.0741194486983154,74.05053167651631,7.10125786163522,23.28238993710692,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2018-09-29,12.037012987012988,1.6117486338797813,80.60895007534431,7.367741935483871,16.65844155844156,26.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2018-09-30,15.261764705882356,0.5112443778110944,86.3157735438169,9.46797385620915,21.05555555555556,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2018-10-01,17.045859872611462,0.564714494875549,85.42946546470364,12.529936305732484,21.561783439490444,46.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
KS,2018-10-02,19.13512658227848,0.1163934426229508,75.72281555151962,12.749367088607595,25.520886075949367,55.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
KS,2018-10-03,23.15320512820513,0.2164901664145234,64.544826955254,14.748076923076924,31.544585987261147,10.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
KS,2018-10-04,19.620833333333334,10.60752551020408,72.17894064390596,9.121153846153849,30.120512820512825,11.0,0.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
KS,2018-10-05,12.63562091503268,1.0007022471910112,81.32674622975318,8.15548387096774,17.12156862745098,41.0,6.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
KS,2018-10-06,16.198026315789473,19.71652281134402,82.25626745721131,8.132894736842106,24.26315789473684,24.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2018-10-07,11.108496732026143,15.302120141342757,95.16848394670112,8.051298701298702,14.2,30.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2018-10-08,13.536184210526317,41.74916759156493,95.15521398589397,10.135526315789471,16.936842105263157,38.0,2.0,58.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
KS,2018-10-09,14.296129032258063,38.48313767342582,96.0994546664874,10.74,17.887179487179488,35.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2018-10-10,9.8859477124183,20.97607758620689,85.02483832191388,5.371241830065359,14.455194805194804,27.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
KS,2018-10-11,6.673376623376623,0.2334795321637426,74.99639375457362,2.0064935064935066,11.34025974025974,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
KS,2018-10-12,6.892307692307693,2.7906600249066003,82.42358721903713,2.783974358974359,11.000641025641023,27.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
KS,2018-10-13,8.786842105263156,3.4020057306590257,83.61633520283225,3.914473684210526,13.659210526315787,28.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2018-10-14,8.56158940397351,3.838255033557047,92.72987629596535,2.435761589403973,14.656578947368422,25.0,1.0,9.0,3.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0
KS,2018-10-15,2.426774193548387,6.83997461928934,75.8241327980957,-2.599354838709677,7.452903225806452,10.0,0.0,6.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
KS,2018-10-16,4.072258064516129,0.0846273291925465,64.01724879719595,-2.827741935483871,10.97225806451613,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
KS,2018-10-17,9.326114649681529,0.0262345679012345,64.31228242863459,-0.1165605095541401,18.7687898089172,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
KS,2018-10-18,11.55801282051282,0.1035330261136712,68.3763387621309,3.6,19.51602564102564,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
KS,2018-10-19,12.53173076923077,0.7066574202496533,74.54385038407479,5.904487179487179,19.15897435897436,8.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
KS,2018-10-20,12.541,0.1129337539432176,57.99616060949173,3.9615894039735102,21.094039735099336,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
KS,2018-10-21,11.352317880794702,0.0077044025157232,56.44411071600388,2.0748344370860927,20.629801324503312,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
KS,2018-10-22,12.862420382165606,0.0007788161993769,63.20998343997317,3.6611464968152863,22.063694267515924,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
KS,2018-10-23,13.655095541401272,0.0,70.28790289681604,5.468152866242038,21.842038216560507,10.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
KS,2018-10-24,12.54551282051282,0.3363494539781591,71.93072241484124,5.553205128205128,19.53782051282052,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
KS,2018-10-25,10.49198717948718,9.10688524590164,89.45465594530467,6.129299363057324,14.843589743589742,23.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
KS,2018-10-26,8.944585987261146,3.4375474083438684,79.39063733807656,4.828025477707007,13.061146496815288,31.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
KS,2018-10-27,12.482119205298012,0.0311004784688995,63.56970052343314,4.622516556291391,20.34172185430464,7.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
KS,2018-10-28,14.296052631578949,0.0091346153846153,55.01560942128334,5.1802631578947365,23.41184210526316,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
KS,2018-10-29,12.67156862745098,0.0213607594936708,62.0968472527315,4.633333333333333,20.70980392156863,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
KS,2018-10-30,14.086601307189545,0.00921875,73.3475249854559,6.344444444444445,21.83506493506493,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2018-10-31,11.16525974025974,0.5499999999999999,64.90127574470105,6.812987012987013,15.550322580645162,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2018-11-01,8.63653846153846,0.2549019607843137,65.62037634278117,3.246153846153846,14.026923076923076,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
KS,2018-11-02,8.945192307692308,0.2084745762711864,62.28979940769549,2.735031847133758,15.154140127388532,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
KS,2018-11-03,9.11241610738255,0.2829420970266041,65.48602558867584,3.864,14.336,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2018-11-04,8.800331125827814,1.1398133748055987,71.56157467935564,3.0642384105960265,14.536423841059603,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2018-11-05,8.243037974683546,2.81510152284264,69.89256764921767,2.893670886075949,13.59240506329114,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2018-11-06,8.14967741935484,1.2337758112094397,72.49737954708124,0.8557692307692307,15.41025641025641,8.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2018-11-07,5.497770700636942,0.8894736842105263,76.32831655259994,0.4312101910828025,10.564331210191082,15.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
KS,2018-11-08,2.647727272727273,0.6758887171561051,82.07798132475537,-0.8467948717948718,6.135064935064935,15.0,4.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2018-11-09,-1.6251612903225807,4.7464183381088825,81.71084988560234,-4.999363057324841,1.751923076923077,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2018-11-10,-3.422,0.0746666666666666,67.66663134610366,-9.731333333333334,2.8873333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2018-11-11,0.282,0.1240677966101694,74.08214143612207,-6.911258278145695,7.447333333333333,11.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
KS,2018-11-12,-0.8473509933774833,3.112556053811659,83.47467851783028,-5.266225165562914,3.5715231788079467,13.0,0.0,0.0,4.0,0.0,3.0,0.0,5.0,2.0,0.0,0.0,0.0
KS,2018-11-13,-6.348051948051948,0.3629324546952224,72.18443728059123,-12.143506493506491,-0.5525974025974025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2018-11-14,-3.0874193548387097,0.0084935897435897,70.23802372757929,-10.391612903225807,4.216774193548387,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2018-11-15,2.1990131578947367,0.0028616852146263,63.54398844114351,-5.851973684210527,10.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KS,2018-11-16,6.01437908496732,0.0,65.61425110071362,-3.547058823529412,15.55741935483871,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
KS,2018-11-17,5.545637583892617,0.0087027914614121,78.10516100305203,-2.6436241610738254,13.72980132450331,18.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0
KS,2018-11-18,-1.2917763157894735,0.077491961414791,81.11507823124175,-5.973684210526316,3.390131578947368,16.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
KS,2018-11-19,-0.4098039215686274,0.0,73.15579383251504,-6.088961038961039,5.258169934640523,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
KS,2018-11-20,2.5490506329113924,0.0,68.35863341554315,-5.334810126582278,10.432911392405064,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
KS,2018-11-21,4.670322580645161,0.0163987138263665,62.16946790817036,-4.115483870967742,13.487179487179487,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
KS,2018-11-22,7.50204081632653,0.0,63.55585033799144,-1.5292517006802722,16.527027027027028,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,2018-11-23,8.946644295302013,0.0139303482587064,56.73811120531936,0.8100671140939597,17.08322147651007,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
KS,2018-11-24,7.711643835616439,0.0201331114808652,52.60649256909303,-1.3768707482993197,16.771428571428572,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
KS,2018-11-25,6.045172413793103,2.4819536423841058,72.40797422105628,-3.008219178082192,15.104137931034485,19.0,16.0,4.0,3.0,0.0,2.0,0.0,9.0,7.0,4.0,0.0,0.0
KS,2018-11-26,-2.305960264900662,4.902503912363067,73.86055253982532,-7.622875816993464,2.986754966887417,6.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,7.0,0.0,1.0
