state_abbr,areasymbol_count,n_records,awc_r_wmean,awc_r_median,awc_r_p25,awc_r_p75,om_r_wmean,om_r_median,om_r_p25,om_r_p75,ph1to1h2o_r_wmean,ph1to1h2o_r_median,ph1to1h2o_r_p25,ph1to1h2o_r_p75
KS,105,20639,0.180025540286134,0.2,0.16,0.22,2.198746532407765,2.5,2.0,3.0,6.785487738593855,6.5,6.1,7.3
