STATE,DATE,PRCP,RH,TMIN,TMAX,TAVG,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11
IL,2023-01-01,1.1304625199362042,93.50008337557956,-0.4853448275862069,7.649137931034483,3.581896551724138,53.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
IL,2023-01-02,0.399047619047619,96.54682355949171,3.291452991452992,10.08888888888889,6.644827586206896,65.0,18.0,8.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
IL,2023-01-03,18.28351477449456,94.46425441891958,5.02280701754386,12.066956521739131,8.536842105263156,42.0,9.0,15.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
IL,2023-01-04,1.951892744479496,82.71529462059969,1.347863247863248,12.485470085470086,6.916666666666667,28.0,0.0,6.0,0.0,3.0,2.0,0.0,6.0,0.0,0.0,1.0
IL,2023-01-05,0.4626602564102564,81.78766402969832,-0.4201680672268907,3.3559322033898304,1.4542372881355932,17.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0
IL,2023-01-06,0.3431089743589743,80.35242909009716,-3.4825,2.725,-0.37875,8.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
IL,2023-01-07,0.0028616852146263,81.58383140010848,-5.260344827586208,2.6427350427350427,-1.326293103448276,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
IL,2023-01-08,0.1748807631160572,83.81047303938439,-4.305982905982906,1.8327731092436967,-1.2495726495726496,19.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
IL,2023-01-09,0.0992076069730586,85.53646752840723,-5.822689075630252,3.3559322033898304,-1.2415254237288136,30.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
IL,2023-01-10,0.0017241379310344,78.7250963083134,-3.5625,8.6575,2.5475,20.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
IL,2023-01-11,0.0516535433070866,85.0870912929678,0.8991525423728813,11.042857142857144,5.9588983050847455,21.0,6.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
IL,2023-01-12,2.2900316455696204,91.27114554788426,1.939495798319328,11.08,6.484033613445378,37.0,7.0,10.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0
IL,2023-01-13,0.7589869281045751,84.9597581927378,-2.5661016949152544,3.6669491525423727,0.552991452991453,23.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
