STATE,DATE,PRCP,RH,TMIN,TMAX,TAVG,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT11
KY,2023-01-01,1.4793859649122807,94.44330710920066,4.337878787878788,14.384848484848485,9.361363636363636,30.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
KY,2023-01-02,1.0523404255319149,87.09825542229719,6.854411764705882,16.991176470588236,11.922794117647058,19.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0
KY,2023-01-03,44.724230769230765,89.9887041825561,10.679411764705884,19.177941176470583,14.928676470588234,16.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0
KY,2023-01-04,16.342125984251968,78.98473255392847,8.260606060606062,18.147058823529413,13.171969696969697,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
KY,2023-01-05,1.5907563025210083,67.32836558161422,0.6897058823529412,14.405882352941177,7.547794117647059,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KY,2023-01-06,0.0797468354430379,64.7567373926494,-0.9955882352941176,10.378260869565215,4.686029411764705,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KY,2023-01-07,0.0313559322033898,69.56802478826118,-1.1014705882352942,9.797058823529412,4.347794117647059,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
KY,2023-01-08,0.1025641025641025,72.58641342264477,0.8850746268656716,9.816176470588236,5.324626865671642,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
KY,2023-01-09,0.2352941176470588,77.99659709799799,-0.1661764705882353,7.680597014925373,3.788805970149254,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
KY,2023-01-10,0.0020408163265306,71.40999518106908,-1.836764705882353,9.87794117647059,4.020588235294118,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
KY,2023-01-11,0.0495901639344262,79.85254266766705,1.351470588235294,13.997101449275362,7.675,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
KY,2023-01-12,6.863052208835342,88.41388600058053,4.3130434782608695,15.694202898550726,10.003623188405795,11.0,2.0,14.0,0.0,3.0,0.0,3.0,0.0
KY,2023-01-13,15.052083333333334,89.44691904091827,0.5289855072463768,11.6768115942029,6.102898550724638,11.0,0.0,6.0,1.0,0.0,1.0,2.0,0.0
KY,2023-01-14,0.8342105263157894,74.9185871361856,-2.397014925373134,2.5803030303030305,0.0946969696969696,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KY,2023-01-15,0.0094594594594594,73.29860603523319,-5.9484375,4.841538461538462,-0.55,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
