STATE,DATE,PRCP,RH,TMIN,TMAX,TAVG,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT11
NC,2023-01-01,5.6126658624849215,88.4667499047319,7.633720930232558,17.06416184971098,12.340406976744188,38.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2023-01-02,0.1002518891687657,89.68092744838535,5.458522727272728,18.08870056497175,11.777556818181818,39.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0
NC,2023-01-03,0.3704488778054862,86.65685273139928,7.654494382022472,19.77022471910112,13.712359550561798,35.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0
NC,2023-01-04,12.247152619589976,92.32234663631944,11.775141242937853,20.274301675977654,16.007627118644066,22.0,3.0,16.0,0.0,0.0,0.0,2.0,2.0
NC,2023-01-05,9.75118376550169,76.23507691617685,7.640677966101696,18.76327683615819,13.201977401129945,24.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
NC,2023-01-06,0.023030303030303,56.76499722669622,2.21123595505618,15.883050847457628,9.011016949152545,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
NC,2023-01-07,0.0150063051702395,70.41583336662445,-0.1301136363636363,12.35542857142857,6.126571428571429,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC,2023-01-08,1.1925,81.81595042609057,0.344,9.889142857142856,5.1165714285714285,13.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
NC,2023-01-09,5.661176470588235,77.8463146496995,0.6252808988764045,9.906703910614524,5.257865168539325,35.0,10.0,1.0,0.0,0.0,2.0,2.0,0.0
NC,2023-01-10,0.0443099273607748,73.53068300467802,-2.421787709497207,12.179329608938549,4.87877094972067,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC,2023-01-11,0.0066905615292712,75.58726180767773,-1.4377777777777778,13.635911602209944,6.103055555555556,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2023-01-12,0.7218377088305489,74.13179194799693,3.476923076923077,16.321428571428573,9.899175824175824,12.0,0.0,8.0,0.0,1.0,0.0,2.0,0.0
NC,2023-01-13,14.255531453362256,74.90384480460878,5.1839779005524855,15.442541436464088,10.313259668508287,12.0,0.0,21.0,1.0,1.0,0.0,1.0,1.0
NC,2023-01-14,0.8224264705882354,61.12677032430253,-0.3212290502793296,8.40225988700565,4.084180790960452,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
NC,2023-01-15,0.0509950248756218,50.71079766718436,-4.058659217877095,7.50561797752809,1.732303370786517,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
NC,2023-01-16,0.0100985221674876,52.884177150565904,-3.994444444444445,11.69,3.847777777777778,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC,2023-01-17,0.8921780986762936,63.34235634705833,0.9410112359550562,12.821666666666667,6.909831460674158,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2023-01-18,2.004685714285714,81.62403423376017,5.8788888888888895,15.56611111111111,10.7225,26.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0
NC,2023-01-19,0.8793427230046947,84.55565773389746,7.187777777777778,19.24944444444445,13.21861111111111,31.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2023-01-20,0.463980463980464,54.396173072963,5.073888888888889,17.826256983240224,11.445530726256983,7.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
NC,2023-01-21,0.0366878980891719,59.895024226431445,-0.5539325842696629,12.2875,5.895170454545454,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
NC,2023-01-22,6.1001216545012165,85.32614318784677,0.9776536312849162,10.059322033898304,5.5240112994350286,22.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
NC,2023-01-23,20.17772675086108,77.77681260578265,1.427932960893855,9.917877094972066,5.672905027932961,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
NC,2023-01-24,0.298671497584541,61.57424469463656,-3.301111111111112,10.503333333333332,3.601111111111112,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC,2023-01-25,5.78376168224299,84.39227289874052,-1.4351648351648352,13.534065934065934,6.049450549450549,24.0,4.0,5.0,0.0,0.0,1.0,3.0,0.0
NC,2023-01-26,19.26982378854625,71.68037850341425,1.6236263736263736,12.874585635359116,7.244475138121547,18.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0
NC,2023-01-27,0.0599759615384615,61.2162742244619,-2.348888888888889,9.48611111111111,3.58854748603352,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC,2023-01-28,0.0573216520650813,58.758627038472405,-3.2482954545454548,11.701704545454543,4.226704545454545,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
NC,2023-01-29,0.2933250927070457,68.08862663122284,-0.8375,14.345454545454546,6.753977272727273,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
NC,2023-01-30,10.166739130434784,89.96259934187881,4.670056497175142,14.417977528089889,9.566477272727273,35.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
NC,2023-01-31,0.7760693641618497,96.2850810047518,7.490909090909091,14.998882681564249,11.248011363636364,44.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2023-02-01,4.704585152838428,93.68164455703796,5.408743169398907,13.035326086956522,9.218681318681318,31.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2023-02-02,5.951054384017757,92.41391310157314,3.0188888888888887,7.9581005586592175,5.487359550561798,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2023-02-03,9.87293986636971,69.85494965860077,0.2252747252747252,7.341530054644808,3.77445054945055,19.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
NC,2023-02-04,0.1450617283950617,45.55727142916055,-5.227932960893854,6.276404494382023,0.5297752808988764,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
NC,2023-02-05,0.143483556638246,68.71993688046351,-3.6783333333333337,9.231666666666667,2.776666666666667,9.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0
NC,2023-02-06,1.6613396004700351,66.11173650802473,0.0960893854748603,14.235,7.169553072625698,11.0,5.0,0.0,0.0,0.0,1.0,2.0,1.0
NC,2023-02-07,0.0255369928400954,65.10929599762193,-0.5486338797814208,16.54207650273224,7.996721311475411,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC,2023-02-08,0.0059594755661501,63.362338812437,2.012568306010929,18.946739130434786,10.4827868852459,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
NC,2023-02-09,0.0952270081490104,76.85709563373052,5.8911602209944745,19.9,12.895580110497235,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2023-02-10,0.8107502799552072,72.13644148418693,8.85,20.318131868131868,14.584065934065936,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
NC,2023-02-11,2.0077937649880098,55.087509403539634,5.664044943820225,16.66,11.151123595505618,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
NC,2023-02-12,27.2908256880734,85.84352732143758,3.0843575418994416,11.452542372881355,7.282768361581921,21.0,0.0,2.0,6.0,0.0,3.0,1.0,2.0
NC,2023-02-13,10.00964705882353,61.57256455296251,1.8266666666666669,12.614525139664805,7.225842696629214,14.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
NC,2023-02-14,0.0399032648125755,54.61567331334621,0.8686813186813187,17.448901098901096,9.15879120879121,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2023-02-15,0.086144578313253,65.32856364010951,3.443715846994536,19.76612021857924,11.604918032786884,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2023-02-16,0.1687123947051744,77.25662608764729,9.137430167597763,21.48131868131868,15.295530726256985,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2023-02-17,10.525510204081632,81.26828417285179,7.824157303370787,21.050279329608937,14.429096045197738,15.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
NC,2023-02-18,3.40498812351544,53.98155373654945,-2.317514124293785,14.93806818181818,6.321022727272728,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
NC,2023-02-19,0.0279999999999999,71.20124176934101,-1.2283333333333333,13.83631284916201,6.317597765363128,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC,2023-02-20,0.0903584672435105,73.87970411647736,4.273595505617978,16.74833333333333,10.487921348314606,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC,2023-02-21,1.216488730723606,63.03713159702174,8.302747252747253,19.92912087912088,14.115934065934065,6.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
NC,2023-02-22,0.0711561382598331,69.53004432206303,7.950549450549451,23.133516483516484,15.542032967032968,7.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
NC,2023-02-23,0.0967469879518072,72.19238966350592,12.536612021857923,25.46448087431694,19.00054644808743,8.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
NC,2023-02-24,1.0859835100117785,58.19012999504778,12.572222222222225,24.37555555555556,18.47388888888889,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2023-02-25,1.6975323149236192,65.28085214042606,7.490555555555555,17.641666666666666,12.56611111111111,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2023-02-26,3.846533490011751,89.9821620792214,6.773333333333333,12.55111111111111,9.662222222222224,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC,2023-02-27,0.2696670776818742,83.27645680074578,7.400549450549451,16.91923076923077,12.15989010989011,22.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0
NC,2023-02-28,2.066551326412918,58.47028379942863,9.399453551912568,21.704918032786885,15.552185792349729,8.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
NC,2023-03-01,0.0507784431137724,70.46185258526634,7.354696132596685,23.203296703296704,15.278729281767957,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
NC,2023-03-02,12.627173913043478,87.56293562642503,10.24835164835165,20.53586956521739,15.387637362637363,19.0,1.0,11.0,0.0,0.0,0.0,3.0,0.0
NC,2023-03-03,3.552986725663717,87.96852168461943,12.40601092896175,19.70273224043716,16.054371584699453,16.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0
NC,2023-03-04,7.237951105937136,58.18216515331331,9.114917127071823,20.614525139664803,14.903351955307262,10.0,0.0,14.0,0.0,1.0,0.0,1.0,3.0
NC,2023-03-05,0.0187270501835985,52.97288678347555,2.7373626373626374,19.0292817679558,10.892541436464088,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC,2023-03-06,0.0043689320388349,62.62885752806209,2.775,20.351630434782606,11.558196721311475,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2023-03-07,0.0174322732626619,54.29942358140229,6.17445652173913,22.58967391304348,14.382065217391306,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
NC,2023-03-08,0.0011764705882352,37.83272982698592,2.4324324324324325,19.255978260869565,10.84320652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
NC,2023-03-09,0.0066825775656324,53.75124460004833,1.1327868852459018,16.185714285714287,8.668406593406594,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
NC,2023-03-10,1.5403448275862068,79.02681004385242,3.6417582417582417,15.37857142857143,9.510164835164836,17.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
NC,2023-03-11,2.5435141509433965,58.03923917621535,2.0672222222222225,13.969832402234635,8.03826815642458,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
NC,2023-03-12,6.158564231738035,79.31313468491052,0.9146892655367233,10.32191011235955,5.611647727272727,15.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0
NC,2023-03-13,9.805804111245465,84.51825470410373,1.973224043715847,8.95414364640884,5.479005524861878,22.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0
