STATE,DATE,PRCP,RH,TMIN,TMAX,TAVG,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT10,WT11
IA,2023-01-01,0.2292063492063492,91.26152480092858,-4.514754098360656,4.386991869918699,-0.0549180327868852,27.0,11.0,0.0,3.0,0.0,4.0,2.0,0.0,0.0,0.0
IA,2023-01-02,0.576875,89.49019877755165,-3.131707317073171,4.391056910569106,0.6296747967479676,20.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
IA,2023-01-03,15.998837209302328,95.95873795785089,-1.438095238095238,3.362992125984252,0.9646825396825398,30.0,11.0,10.0,6.0,0.0,11.0,1.0,0.0,0.0,0.0
IA,2023-01-04,2.519526627218935,91.4110453062891,-2.816535433070866,2.878740157480314,0.0311023622047243,27.0,1.0,3.0,2.0,1.0,10.0,5.0,0.0,0.0,0.0
IA,2023-01-05,1.0956521739130436,89.54306389010172,-5.122834645669292,-1.3803149606299214,-3.251574803149606,19.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0
IA,2023-01-06,0.0395770392749244,87.79251924932731,-10.86111111111111,-1.8246031746031743,-6.342857142857143,18.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
IA,2023-01-07,0.000920245398773,88.64578253361127,-13.946774193548388,-2.90483870967742,-8.425806451612903,27.0,4.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
IA,2023-01-08,0.0015527950310559,89.92954803123017,-13.389430894308944,-3.949193548387097,-8.692276422764229,34.0,8.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
IA,2023-01-09,0.0,86.39846182019198,-10.718897637795274,1.5763779527559054,-4.571259842519685,23.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
IA,2023-01-10,0.0,87.24258964485313,-7.1625,5.49765625,-0.8324218750000001,15.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
IA,2023-01-11,0.0,89.14343226312121,-5.293700787401575,3.677952755905512,-0.8078740157480314,28.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
IA,2023-01-12,0.0,92.18140412485404,-4.978740157480314,2.16031746031746,-1.4265873015873016,24.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
IA,2023-01-13,0.0055045871559633,86.48289832846523,-9.283464566929132,-2.995238095238096,-6.1650793650793645,17.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
IA,2023-01-14,0.0009345794392523,85.37069485816374,-9.888429752066116,-1.8058333333333327,-5.862916666666666,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2023-01-15,0.0,76.49419637872192,-5.469105691056911,3.711382113821138,-0.8788617886178862,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2023-01-16,3.721951219512195,86.93098326892235,-0.5269841269841269,6.82992125984252,3.151984126984127,25.0,5.0,7.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
