STATE,DATE,PRCP,RH,TMIN,TMAX,TAVG,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11
PA,2023-01-01,5.310199004975124,84.41158815996819,2.5042735042735043,11.02991452991453,6.767094017094017,39.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
PA,2023-01-02,0.2853846153846154,89.03107219852622,3.091304347826087,10.240350877192984,6.652631578947368,32.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
PA,2023-01-03,5.989876543209877,94.74860415046923,5.2175,11.551666666666668,8.384583333333333,65.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
PA,2023-01-04,11.686013986013986,91.85428900794568,6.931404958677686,14.287704918032786,10.60206611570248,69.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
PA,2023-01-05,1.5827751196172248,75.29718182604785,3.75327868852459,13.89344262295082,8.823360655737705,38.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PA,2023-01-06,2.61824644549763,81.93453531785845,1.1305785123966945,8.574166666666667,4.840833333333333,20.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
PA,2023-01-07,0.8423173803526448,78.10905217672635,0.2447368421052631,3.792982456140351,2.018859649122807,10.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0
PA,2023-01-08,0.1468030690537084,72.98219970950906,-2.0128205128205128,2.9982905982905983,0.4927350427350427,4.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
PA,2023-01-09,0.696766169154229,74.15311614728826,-2.4737704918032786,3.3704918032786884,0.4483606557377049,15.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0
PA,2023-01-10,0.1765133171912833,74.17385270309948,-2.9778688524590167,3.672950819672131,0.3475409836065574,11.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
PA,2023-01-11,0.0187951807228915,75.95312164199527,-3.654918032786885,4.350819672131147,0.3479508196721311,14.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0
PA,2023-01-12,2.3463869463869464,86.20739608213744,-1.5524590163934426,6.891803278688524,2.669672131147541,28.0,6.0,10.0,4.0,1.0,2.0,3.0,0.0,0.0
PA,2023-01-13,11.136533957845431,85.96020400033008,-0.2057851239669421,8.096694214876033,3.945454545454545,26.0,2.0,8.0,0.0,0.0,0.0,3.0,0.0,1.0
