STATE,DATE,PRCP,RH,TMIN,TMAX,TAVG,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11
CO,2024-04-24,0.2511936339522546,44.96243208964695,1.677932960893855,18.28240223463688,9.980167597765364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CO,2024-04-25,0.3276139410187667,44.59106615698144,1.797493036211699,17.466852367688023,9.63217270194986,9.0,2.0,17.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
CO,2024-04-26,2.9804655029093934,59.345895922492936,1.262116991643454,14.427932960893854,7.850698324022347,18.0,1.0,24.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0
CO,2024-04-27,15.302873104549082,81.61653487395468,-0.4325,8.876880222841226,4.223955431754875,25.0,3.0,19.0,0.0,7.0,0.0,0.0,3.0,0.0,1.0
CO,2024-04-28,11.799287410926366,77.40778946874178,-1.2548746518105849,8.241340782122906,3.49231843575419,21.0,2.0,7.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0
CO,2024-04-29,0.5239690721649485,60.00055319299119,-1.5044444444444445,12.355431754874653,5.425766016713092,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CO,2024-04-30,0.4447916666666666,45.85581696569936,1.0988950276243097,15.525690607734807,8.312292817679559,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
CO,2024-05-01,0.3391267123287671,48.09276869654437,-0.1534626038781163,15.686111111111112,7.768472222222223,5.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
CO,2024-05-02,0.6915226337448559,49.43365079004049,-2.833425414364641,13.75524861878453,5.460911602209944,3.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0
CO,2024-05-03,0.1018119068162208,42.888482176580254,-1.1801675977653632,14.838055555555554,6.82695530726257,4.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
CO,2024-05-04,0.3673875432525951,54.25133668712432,-2.351933701657458,16.668232044198895,7.158149171270718,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
CO,2024-05-05,0.3688986784140969,55.08377258336271,0.153185595567867,16.00724233983287,8.08217270194986,11.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0
CO,2024-05-06,1.9487046632124352,47.24421238745256,-1.7116343490304708,11.342936288088644,4.815650969529086,7.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,15.0
CO,2024-05-07,0.8354020979020979,45.08525126078649,-2.417728531855956,8.703611111111112,3.1372222222222224,6.0,2.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,15.0
CO,2024-05-08,0.7059130434782608,43.16521306277335,-4.70414364640884,8.729916897506925,2.0231301939058173,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0
CO,2024-05-09,0.7765734265734265,53.78521437599228,-3.118559556786704,8.904986149584486,2.893213296398892,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
CO,2024-05-10,3.846401985111663,71.51652239336578,-0.546927374301676,9.952234636871507,4.702653631284916,10.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
CO,2024-05-11,2.092031523642732,71.02204574778096,-0.6662952646239555,11.520891364902509,5.427298050139276,16.0,2.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
CO,2024-05-12,3.9685667752443,72.76488197929933,0.461344537815126,13.5593837535014,7.010364145658262,16.0,5.0,27.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0
