STATE,DATE,PRCP,RH,TMIN,TMAX,TAVG,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT10,WT11
MO,2024-06-02,1.1168776371308016,75.85747409332564,15.704545454545457,26.39015151515152,21.047348484848484,17.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MO,2024-06-03,0.2791139240506329,75.00578412901241,18.02857142857143,28.344776119402983,23.18684210526316,10.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MO,2024-06-04,2.81404174573055,80.11060453330283,19.091666666666665,28.46992481203008,23.77083333333333,11.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MO,2024-06-05,9.3021778584392,73.77554852667983,17.691911764705882,28.30588235294117,22.99889705882353,11.0,1.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
MO,2024-06-06,0.4947265625,57.73495499038477,15.553383458646616,28.02348484848485,21.778030303030302,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
MO,2024-06-07,0.4137176938369781,53.7118712700104,13.700757575757576,29.0796992481203,21.39090909090909,3.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
MO,2024-06-08,14.44928716904277,73.39492076509876,16.59307692307692,30.95714285714286,23.76923076923077,15.0,0.0,42.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
MO,2024-06-09,22.391331923890064,74.34719808861415,16.374015748031496,29.02578125,22.696062992125984,8.0,0.0,33.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0
MO,2024-06-10,3.4015118790496763,62.79397199529337,13.393129770992369,25.48,19.42170542635659,7.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MO,2024-06-11,0.0076045627376425,65.6764579185552,13.184090909090909,26.88230769230769,20.02596899224806,6.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
MO,2024-06-12,0.0,65.49225828848684,15.153383458646616,28.60149253731344,21.86515151515152,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
MO,2024-06-13,0.2453667953667953,66.27920178645682,18.07121212121212,31.000740740740746,24.56106870229008,4.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MO,2024-06-14,7.910477941176471,67.43764635488061,19.03409090909091,32.175555555555555,25.6125,7.0,1.0,28.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0
MO,2024-06-15,0.5093495934959349,65.92195332460261,18.55905511811024,31.55390625,25.06111111111111,5.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MO,2024-06-16,1.4573195876288658,68.16674582026359,20.83253968253968,31.85859375,26.35595238095238,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MO,2024-06-17,0.2905811623246493,69.80311926093833,22.25151515151515,32.58518518518518,27.42878787878788,3.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
MO,2024-06-18,0.5846003898635477,72.00830251354778,22.39618320610688,31.866917293233083,27.126717557251908,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
MO,2024-06-19,1.8293650793650795,73.52265483398949,21.06511627906977,30.7587786259542,25.92674418604652,11.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MO,2024-06-20,2.496470588235294,73.30840228250437,20.50458015267176,30.913740458015265,25.744615384615383,14.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MO,2024-06-21,0.3284615384615384,70.34179952202558,20.75,31.85407407407408,26.304850746268656,6.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
MO,2024-06-22,0.3468559837728194,66.55279770860635,21.57175572519084,32.58931297709923,27.08053435114504,6.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
