STATE,DATE,PRCP,RH,TMIN,TMAX,TAVG,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11
PA,2024-01-01,1.695862068965517,87.25244576743796,-0.1194915254237288,3.5296610169491527,1.705084745762712,26.0,4.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0
PA,2024-01-02,0.402073732718894,72.4524375485169,-1.8909836065573769,2.607377049180328,0.3581967213114754,15.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
PA,2024-01-03,0.0169642857142857,73.57159816979163,-2.445081967213115,2.4540983606557374,0.0045081967213114,7.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0
PA,2024-01-04,0.14627539503386,72.4536634796321,-2.4772357723577234,2.8780487804878048,0.2004065040650406,10.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0
PA,2024-01-05,0.0488839285714285,62.4881949004412,-6.286178861788618,1.4357723577235773,-2.4252032520325204,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0
PA,2024-01-06,1.9592505854800937,80.69966199959013,-6.729166666666667,1.41,-2.659583333333333,22.0,12.0,0.0,10.0,0.0,10.0,2.0,0.0,0.0
PA,2024-01-07,16.522602739726025,90.00032532046284,-2.7932773109243696,1.411764705882353,-0.6907563025210084,27.0,4.0,0.0,16.0,0.0,25.0,6.0,0.0,0.0
PA,2024-01-08,1.2222222222222223,75.07826435490509,-1.6442622950819672,2.875409836065574,0.6155737704918033,14.0,0.0,0.0,2.0,0.0,5.0,5.0,0.0,0.0
PA,2024-01-09,7.500220750551876,84.31320703721151,-2.252032520325203,5.982113821138212,1.865040650406504,34.0,6.0,0.0,8.0,0.0,5.0,3.0,0.0,3.0
PA,2024-01-10,44.00983606557377,75.01984124767591,0.497560975609756,9.54959349593496,5.023577235772358,23.0,2.0,2.0,10.0,1.0,4.0,4.0,0.0,12.0
PA,2024-01-11,0.536501079913607,66.67174516475139,0.3211382113821138,4.828455284552845,2.57479674796748,6.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,10.0
PA,2024-01-12,1.2433035714285714,69.4567199508836,-2.547154471544716,6.213821138211382,1.8333333333333333,17.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
PA,2024-01-13,16.729805615550756,77.83758388552124,-2.110084033613445,7.411764705882353,2.6508403361344537,40.0,2.0,2.0,6.0,0.0,4.0,5.0,0.0,6.0
PA,2024-01-14,0.6822115384615385,60.03430238933872,-5.869747899159663,3.247058823529412,-1.311344537815126,9.0,5.0,0.0,1.0,0.0,0.0,10.0,3.0,21.0
PA,2024-01-15,0.4191747572815533,57.308864593466055,-12.211475409836066,-2.695901639344262,-7.453688524590164,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0
PA,2024-01-16,4.4093908629441625,78.79107879744532,-11.972131147540985,-5.24672131147541,-8.609426229508196,15.0,3.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0
PA,2024-01-17,1.721091811414392,57.10085960156308,-14.631707317073172,-6.46829268292683,-10.55,1.0,0.0,0.0,4.0,0.0,6.0,4.0,0.0,0.0
PA,2024-01-18,0.0559440559440559,54.58560530235043,-13.776422764227643,-4.8983739837398375,-9.33739837398374,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
PA,2024-01-19,1.9714285714285715,79.15628103332229,-8.626829268292683,-2.321138211382114,-5.473983739837398,18.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
PA,2024-01-20,3.588831168831169,69.40360335970092,-11.669491525423728,-4.247457627118644,-7.958474576271187,9.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,1.0
PA,2024-01-21,0.313681592039801,64.9293923048529,-11.078813559322034,-5.473728813559322,-8.276271186440677,7.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,1.0
PA,2024-01-22,0.0506082725060827,62.6548345395495,-13.85609756097561,-1.8590163934426231,-7.87827868852459,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2024-01-23,0.2147540983606557,62.01690130937923,-10.21065573770492,2.7048780487804875,-3.75327868852459,16.0,2.0,0.0,9.0,0.0,13.0,7.0,0.0,0.0
PA,2024-01-24,2.2819221967963386,85.38743606520116,-0.0991735537190082,5.002479338842975,2.451652892561983,39.0,8.0,0.0,11.0,0.0,16.0,6.0,0.0,0.0
PA,2024-01-25,9.771553610503284,95.63071444675364,2.589430894308943,8.470731707317073,5.530081300813008,69.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
PA,2024-01-26,7.885619469026548,89.67245113579874,4.598360655737705,12.698360655737703,8.648360655737704,69.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
PA,2024-01-27,0.961214953271028,85.88064431680152,3.71,12.856666666666666,8.283333333333333,43.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PA,2024-01-28,18.71386363636364,91.30774377477856,2.981512605042017,7.558823529411764,5.270168067226891,31.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0
