STATE,DATE,TAVG,PRCP,RH,TMIN,TMAX,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
OH,2010-01-01,-3.068867924528302,0.4145454545454545,84.26673486108422,-7.257547169811321,1.119811320754717,30.0,4.0,0.0,2.0,3.0,4.0,3.0,22.0,0.0,0.0,7.0,2.0,0.0,8.0,3.0,10.0,0.0,0.0,0.0
OH,2010-01-02,-8.654205607476635,1.0398148148148147,78.04318578752269,-12.000934579439251,-5.307476635514019,15.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,4.0,0.0,0.0,7.0,0.0,9.0,1.0,0.0,0.0
OH,2010-01-03,-10.899532710280374,0.4064220183486238,77.161426487728,-15.102803738317755,-6.624074074074074,8.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,1.0,2.0,0.0,0.0,7.0,0.0,8.0,1.0,0.0,0.0
OH,2010-01-04,-8.565277777777778,1.4089686098654708,84.74034632293376,-11.68611111111111,-5.444444444444445,25.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,9.0,0.0,0.0,8.0,0.0,10.0,0.0,0.0,3.0
OH,2010-01-05,-6.3939814814814815,2.015909090909091,86.9935546797507,-8.125,-4.662962962962963,25.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,0.0,0.0,6.0,2.0,1.0,8.0,1.0,10.0,1.0,0.0,2.0
OH,2010-01-06,-6.059813084112149,0.6842342342342342,88.58086518808089,-7.419626168224298,-4.7,26.0,0.0,0.0,0.0,1.0,6.0,2.0,12.0,0.0,0.0,5.0,3.0,2.0,7.0,2.0,8.0,1.0,0.0,0.0
OH,2010-01-07,-6.306542056074766,1.299078341013825,87.841696430476,-8.01214953271028,-4.600934579439253,27.0,16.0,0.0,0.0,0.0,4.0,2.0,22.0,4.0,0.0,7.0,2.0,1.0,8.0,0.0,10.0,0.0,0.0,7.0
OH,2010-01-08,-8.312962962962963,4.080184331797235,85.59521006477077,-11.90277777777778,-4.723148148148148,25.0,1.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0,0.0,8.0,0.0,0.0,8.0,0.0,10.0,2.0,0.0,0.0
OH,2010-01-09,-9.305607476635512,0.6425233644859814,82.62105094560926,-13.154205607476635,-5.4570093457943925,26.0,2.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,10.0,1.0,0.0,0.0
OH,2010-01-10,-11.52962962962963,0.0921296296296296,84.66961258104661,-17.357407407407408,-5.701851851851852,28.0,7.0,0.0,0.0,0.0,0.0,4.0,21.0,0.0,0.0,8.0,0.0,0.0,5.0,0.0,9.0,1.0,1.0,0.0
OH,2010-01-11,-9.107943925233643,0.2032558139534883,81.12116599929564,-12.976635514018692,-5.239252336448598,23.0,2.0,0.0,0.0,0.0,0.0,5.0,23.0,0.0,0.0,7.0,0.0,0.0,8.0,0.0,9.0,0.0,0.0,1.0
OH,2010-01-12,-6.878440366972477,0.8013698630136986,85.48775896401447,-9.93302752293578,-3.8238532110091743,28.0,1.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,0.0,10.0,0.0,0.0,7.0,0.0,10.0,1.0,0.0,0.0
OH,2010-01-13,-6.668348623853211,0.0576576576576576,83.24472406833637,-11.822935779816516,-1.5137614678899085,28.0,4.0,0.0,0.0,0.0,0.0,3.0,22.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
OH,2010-01-14,-3.072477064220183,0.0906249999999999,73.54894839498121,-8.71467889908257,2.569724770642202,10.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OH,2010-01-15,0.8962962962962963,0.0407239819004524,77.82335951108865,-3.484259259259259,5.276851851851852,31.0,3.0,0.0,0.0,0.0,0.0,6.0,24.0,1.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OH,2010-01-16,2.209633027522936,0.0175115207373271,91.6874875297559,-0.4504587155963303,4.869724770642201,43.0,18.0,0.0,0.0,0.0,0.0,2.0,13.0,4.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
OH,2010-01-17,1.9132075471698111,0.8841628959276019,95.65182112695226,-0.5669811320754717,4.393396226415094,51.0,24.0,0.0,0.0,4.0,0.0,0.0,4.0,6.0,0.0,8.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,3.0
OH,2010-01-18,0.3532110091743119,2.65695067264574,94.66846460638686,-1.9477064220183489,2.6541284403669727,51.0,14.0,0.0,0.0,0.0,1.0,0.0,7.0,3.0,0.0,10.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0
OH,2010-01-19,-0.3714953271028037,0.0649769585253456,91.0732398903776,-2.4018691588785046,1.658878504672897,39.0,2.0,0.0,0.0,0.0,9.0,2.0,10.0,0.0,0.0,10.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0
OH,2010-01-20,-2.048130841121496,0.0804545454545454,82.30721829537525,-5.437383177570093,1.341121495327103,25.0,0.0,0.0,1.0,0.0,1.0,4.0,19.0,0.0,0.0,6.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0
OH,2010-01-21,-1.0174528301886792,1.1159817351598174,77.2848838333127,-4.800943396226415,2.7660377358490567,16.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
OH,2010-01-22,2.137962962962963,3.818099547511312,89.03166145276542,-0.6231481481481482,4.899074074074075,31.0,2.0,0.0,0.0,4.0,1.0,2.0,12.0,1.0,0.0,10.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0
OH,2010-01-23,3.945871559633028,0.2654545454545454,88.26653754798235,1.4779816513761468,6.413761467889908,32.0,4.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
OH,2010-01-24,6.358796296296297,6.451101321585903,84.72919955969205,3.639814814814815,9.077777777777778,27.0,2.0,12.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
OH,2010-01-25,4.727358490566038,13.08296943231441,87.43054391657716,0.5075471698113208,8.947169811320755,32.0,7.0,2.0,2.0,8.0,0.0,0.0,13.0,0.0,1.0,6.0,1.0,0.0,10.0,1.0,10.0,0.0,0.0,1.0
OH,2010-01-26,-1.8904761904761904,1.5859090909090907,79.55932368388241,-5.354285714285715,1.5733333333333337,25.0,1.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,10.0,0.0,0.0,0.0
OH,2010-01-27,-4.333796296296296,0.2313364055299539,73.48053890914618,-7.125925925925926,-1.5416666666666667,14.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,9.0,1.0,0.0,0.0
OH,2010-01-28,-4.818867924528302,1.2706976744186047,75.55421563004896,-9.593396226415097,-0.0443396226415094,25.0,2.0,0.0,0.0,0.0,0.0,1.0,14.0,4.0,0.0,7.0,0.0,0.0,8.0,0.0,10.0,3.0,0.0,0.0
OH,2010-01-29,-9.494444444444444,0.1347222222222222,69.60843470565321,-13.808333333333334,-5.180555555555555,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
OH,2010-01-30,-9.45140186915888,0.0310502283105022,67.66222370002775,-12.67289719626168,-6.229906542056075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
OH,2010-01-31,-9.108018867924528,0.1045871559633027,73.51853705458112,-14.74056603773585,-3.4754716981132074,5.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
OH,2010-02-01,-6.67037037037037,0.1347031963470319,73.74701464194469,-12.837037037037035,-0.5037037037037037,20.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0
OH,2010-02-02,-3.063302752293578,0.2426605504587156,72.33148397495826,-8.15137614678899,2.0247706422018346,17.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0
OH,2010-02-03,-0.5380733944954128,0.2063926940639269,81.4483969395737,-3.46697247706422,2.3908256880733947,27.0,0.0,0.0,0.0,0.0,0.0,7.0,25.0,0.0,0.0,10.0,0.0,0.0,8.0,0.0,8.0,2.0,0.0,0.0
OH,2010-02-04,-2.0439814814814814,0.1387096774193548,81.22663996658146,-5.912037037037037,1.8240740740740744,29.0,5.0,0.0,0.0,0.0,0.0,7.0,24.0,2.0,0.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
OH,2010-02-05,-0.7169811320754716,2.420093457943925,78.35484360334239,-3.5858490566037737,2.15188679245283,26.0,12.0,1.0,3.0,1.0,1.0,5.0,17.0,3.0,0.0,4.0,1.0,0.0,8.0,0.0,10.0,2.0,0.0,3.0
OH,2010-02-06,-3.4693396226415096,15.620833333333334,85.70172648830996,-7.486792452830189,0.5481132075471699,26.0,6.0,0.0,2.0,0.0,3.0,0.0,16.0,5.0,0.0,5.0,0.0,0.0,9.0,0.0,10.0,1.0,0.0,3.0
OH,2010-02-07,-8.415277777777778,0.8338028169014085,81.03647028275614,-13.42962962962963,-3.400925925925926,24.0,6.0,0.0,0.0,0.0,0.0,4.0,14.0,2.0,0.0,5.0,0.0,0.0,7.0,0.0,8.0,0.0,1.0,3.0
