year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2024,OHIO,OH,2024-06-02,22,14.0,70.0,12.0,3.0,1.0
2024,OHIO,OH,2024-06-09,23,15.0,65.0,16.0,3.0,1.0
2024,OHIO,OH,2024-06-16,24,12.0,61.0,24.0,2.0,1.0
2024,OHIO,OH,2024-06-23,25,11.0,49.0,35.0,4.0,1.0
2024,OHIO,OH,2024-06-30,26,12.0,54.0,26.0,7.0,1.0
2024,OHIO,OH,2024-07-07,27,13.0,61.0,22.0,3.0,1.0
2024,OHIO,OH,2024-07-14,28,12.0,55.0,27.0,5.0,1.0
2024,OHIO,OH,2024-07-21,29,10.0,55.0,29.0,5.0,1.0
2024,OHIO,OH,2024-07-28,30,11.0,55.0,29.0,4.0,1.0
2024,OHIO,OH,2024-08-04,31,14.0,50.0,30.0,5.0,1.0
2024,OHIO,OH,2024-08-11,32,13.0,49.0,32.0,5.0,1.0
2024,OHIO,OH,2024-08-18,33,11.0,46.0,29.0,9.0,5.0
2024,OHIO,OH,2024-08-25,34,8.0,41.0,28.0,13.0,10.0
2024,OHIO,OH,2024-09-01,35,6.0,36.0,31.0,11.0,16.0
2024,OHIO,OH,2024-09-08,36,6.0,43.0,34.0,11.0,6.0
2024,OHIO,OH,2024-09-15,37,4.0,35.0,36.0,18.0,7.0
2024,OHIO,OH,2024-09-22,38,4.0,33.0,34.0,20.0,9.0
2024,OHIO,OH,2024-09-29,39,3.0,36.0,38.0,17.0,6.0
2024,OHIO,OH,2024-10-06,40,3.0,41.0,33.0,13.0,10.0
2024,OHIO,OH,2024-10-13,41,3.0,37.0,41.0,12.0,7.0
2024,OHIO,OH,2024-10-20,42,3.0,37.0,38.0,12.0,10.0
