year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2024,SOUTH DAKOTA,SD,2024-06-02,22,8.0,74.0,17.0,1.0,0.0
2024,SOUTH DAKOTA,SD,2024-06-09,23,12.0,71.0,15.0,2.0,0.0
2024,SOUTH DAKOTA,SD,2024-06-16,24,12.0,66.0,19.0,3.0,0.0
2024,SOUTH DAKOTA,SD,2024-06-23,25,11.0,61.0,21.0,4.0,3.0
2024,SOUTH DAKOTA,SD,2024-06-30,26,18.0,55.0,18.0,6.0,3.0
2024,SOUTH DAKOTA,SD,2024-07-07,27,18.0,54.0,21.0,5.0,2.0
2024,SOUTH DAKOTA,SD,2024-07-14,28,15.0,54.0,23.0,5.0,3.0
2024,SOUTH DAKOTA,SD,2024-07-21,29,16.0,53.0,25.0,4.0,2.0
2024,SOUTH DAKOTA,SD,2024-07-28,30,16.0,56.0,21.0,5.0,2.0
2024,SOUTH DAKOTA,SD,2024-08-04,31,15.0,52.0,27.0,5.0,1.0
2024,SOUTH DAKOTA,SD,2024-08-11,32,12.0,61.0,21.0,5.0,1.0
2024,SOUTH DAKOTA,SD,2024-08-18,33,12.0,58.0,23.0,5.0,2.0
2024,SOUTH DAKOTA,SD,2024-08-25,34,13.0,60.0,20.0,5.0,2.0
2024,SOUTH DAKOTA,SD,2024-09-01,35,14.0,55.0,24.0,5.0,2.0
2024,SOUTH DAKOTA,SD,2024-09-08,36,16.0,54.0,23.0,5.0,2.0
2024,SOUTH DAKOTA,SD,2024-09-15,37,14.0,51.0,25.0,7.0,3.0
2024,SOUTH DAKOTA,SD,2024-09-22,38,12.0,57.0,23.0,6.0,2.0
2024,SOUTH DAKOTA,SD,2024-09-29,39,11.0,51.0,28.0,7.0,3.0
2024,SOUTH DAKOTA,SD,2024-10-06,40,12.0,56.0,22.0,7.0,3.0
2024,SOUTH DAKOTA,SD,2024-10-13,41,12.0,57.0,22.0,7.0,2.0
2024,SOUTH DAKOTA,SD,2024-10-20,42,12.0,54.0,25.0,7.0,2.0
