year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2024,WISCONSIN,WI,2024-06-02,22,12.0,58.0,26.0,3.0,1.0
2024,WISCONSIN,WI,2024-06-09,23,18.0,51.0,27.0,3.0,1.0
2024,WISCONSIN,WI,2024-06-16,24,17.0,52.0,26.0,4.0,1.0
2024,WISCONSIN,WI,2024-06-23,25,16.0,49.0,27.0,6.0,2.0
2024,WISCONSIN,WI,2024-06-30,26,15.0,46.0,29.0,7.0,3.0
2024,WISCONSIN,WI,2024-07-07,27,16.0,46.0,29.0,6.0,3.0
2024,WISCONSIN,WI,2024-07-14,28,17.0,41.0,30.0,9.0,3.0
2024,WISCONSIN,WI,2024-07-21,29,17.0,44.0,29.0,8.0,2.0
2024,WISCONSIN,WI,2024-07-28,30,19.0,43.0,29.0,7.0,2.0
2024,WISCONSIN,WI,2024-08-04,31,18.0,43.0,29.0,8.0,2.0
2024,WISCONSIN,WI,2024-08-11,32,20.0,43.0,27.0,8.0,2.0
2024,WISCONSIN,WI,2024-08-18,33,22.0,42.0,26.0,8.0,2.0
2024,WISCONSIN,WI,2024-08-25,34,19.0,46.0,26.0,7.0,2.0
2024,WISCONSIN,WI,2024-09-01,35,19.0,46.0,26.0,7.0,2.0
2024,WISCONSIN,WI,2024-09-08,36,18.0,46.0,26.0,8.0,2.0
2024,WISCONSIN,WI,2024-09-15,37,20.0,43.0,27.0,8.0,2.0
2024,WISCONSIN,WI,2024-09-22,38,19.0,45.0,27.0,8.0,1.0
2024,WISCONSIN,WI,2024-09-29,39,18.0,46.0,26.0,8.0,2.0
2024,WISCONSIN,WI,2024-10-06,40,15.0,46.0,26.0,10.0,3.0
2024,WISCONSIN,WI,2024-10-13,41,15.0,46.0,28.0,8.0,3.0
2024,WISCONSIN,WI,2024-10-20,42,15.0,48.0,26.0,9.0,2.0
