STATE,DATE,TAVG,TMAX,PRCP,RH,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT11,WT13,WT14,WT16,WT17,WT18,WT19,WT21,WT22
NC,2006-01-13,12.25967741935484,18.80322580645161,2.9254054054054057,86.75723748036873,5.716129032258065,38.0,12.0,13.0,0.0,0.0,1.0,6.0,2.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
NC,2006-01-14,8.614324324324325,14.90752688172043,11.090449438202247,68.70429734790439,2.3545945945945945,11.0,1.0,15.0,0.0,0.0,1.0,3.0,12.0,3.0,0.0,6.0,1.0,2.0,1.0,0.0,0.0
NC,2006-01-15,4.032320441988951,9.275274725274723,0.7278688524590163,37.63477064712742,-1.2099447513812154,2.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
NC,2006-01-16,5.977567567567567,12.294054054054056,0.5962162162162162,50.41951577241252,-0.3370967741935484,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
NC,2006-01-17,10.10345744680851,16.58244680851064,5.591443850267379,71.25843382069817,3.624468085106383,22.0,1.0,3.0,0.0,1.0,0.0,5.0,6.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
NC,2006-01-18,9.249465240641712,16.038502673796792,13.864835164835164,60.62861101652251,2.460427807486631,19.0,0.0,2.0,1.0,1.0,0.0,2.0,5.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
NC,2006-01-19,5.592162162162162,13.07081081081081,0.482258064516129,50.63550620706806,-1.8795698924731183,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2006-01-20,8.113243243243243,16.41027027027027,0.0871657754010695,58.38702538064653,-0.1837837837837838,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2006-01-21,10.45601092896175,17.367213114754097,3.6592391304347824,80.33519140074412,3.544808743169399,30.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
NC,2006-01-22,9.923497267759563,14.817486338797814,4.227173913043478,72.83362036662112,5.029508196721311,26.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,8.0,3.0,9.0,0.0,0.0,2.0,0.0,0.0
NC,2006-01-23,8.011684782608697,11.82391304347826,4.578571428571428,91.20842174809906,4.199456521739131,38.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,9.0,0.0,0.0,1.0,0.0,0.0
NC,2006-01-24,9.492204301075269,13.71021505376344,5.436612021857924,81.59143066858927,5.274193548387097,31.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
NC,2006-01-25,7.168306010928961,12.378260869565215,0.1632432432432432,45.91735110223171,1.9846994535519125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2006-01-26,3.2304347826086954,9.333695652173914,0.0165775401069518,41.68573481053589,-2.872826086956522,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC,2006-01-27,2.553763440860215,9.787096774193548,0.0160427807486631,43.4862184284176,-4.679569892473118,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2006-01-28,5.03659217877095,13.48435754189944,0.1301075268817204,49.76958273659642,-3.410555555555556,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2006-01-29,9.168206521739132,16.193478260869565,1.889247311827957,75.4130232421592,2.1429347826086955,21.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
NC,2006-01-30,11.527989130434785,16.816847826086956,1.4306451612903226,79.30556256963948,6.239130434782608,30.0,13.0,5.0,0.0,0.0,1.0,5.0,0.0,9.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0
NC,2006-01-31,8.484782608695653,14.265945945945944,6.112777777777778,66.47002575461812,2.7232432432432434,16.0,1.0,8.0,0.0,2.0,0.0,0.0,1.0,6.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0
NC,2006-02-01,4.283243243243243,11.397837837837836,0.6459893048128342,61.19289586442242,-2.831351351351352,18.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2006-02-02,5.807567567567568,13.38010752688172,0.9521505376344086,69.09708993657117,-1.774054054054054,27.0,2.0,2.0,0.0,0.0,1.0,14.0,0.0,9.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
NC,2006-02-03,10.505347593582888,16.819786096256685,2.8978494623655915,76.79221580381774,4.190909090909091,24.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
NC,2006-02-04,11.806989247311828,17.68709677419355,6.793548387096774,83.5950422830489,5.926881720430108,24.0,6.0,17.0,0.0,1.0,0.0,8.0,2.0,8.0,3.0,9.0,0.0,1.0,0.0,0.0,0.0
NC,2006-02-05,5.653783783783784,11.854594594594596,4.100540540540541,52.2874097006324,-0.547027027027027,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC,2006-02-06,2.613368983957219,8.186631016042782,0.4790322580645161,50.29517126200313,-2.9598930481283423,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
NC,2006-02-07,3.712903225806452,9.348387096774193,1.7027027027027026,50.143218264290304,-1.9225806451612903,9.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
NC,2006-02-08,2.488770053475936,9.068449197860962,0.0627027027027027,49.86425000524908,-4.090909090909091,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2006-02-09,1.5811170212765957,7.187765957446809,0.6604395604395604,53.791654491638496,-4.025531914893617,8.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0
NC,2006-02-10,0.6730978260869565,8.107608695652173,0.0912568306010929,50.97666838479597,-6.763783783783784,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2006-02-11,3.4405405405405407,8.916216216216217,4.826966292134832,76.56550179590424,-2.035135135135135,26.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,7.0,1.0,9.0,1.0,3.0,1.0,0.0,0.0
NC,2006-02-12,1.7570270270270272,5.608108108108108,5.3277777777777775,69.42469345211067,-2.094054054054054,12.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,4.0,0.0,7.0,0.0,0.0,0.0
NC,2006-02-13,-0.2341397849462365,4.959677419354839,1.065217391304348,53.08387771597972,-5.427956989247312,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0
NC,2006-02-14,2.3778688524590166,9.283060109289618,0.0650537634408602,46.48918712854926,-4.527322404371585,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2006-02-15,6.605913978494624,15.160215053763444,0.0311827956989247,47.97901784587365,-1.9483870967741928,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2006-02-16,9.670855614973265,18.39572192513369,0.0123655913978494,56.289316245239625,0.9459893048128344,7.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2006-02-17,12.376486486486488,20.08,0.4402173913043478,61.33308528458873,4.672972972972973,7.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
NC,2006-02-18,7.517486338797815,13.950273224043716,1.0638888888888889,57.73097251001683,1.0846994535519126,16.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,6.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0
NC,2006-02-19,-0.067403314917127,5.079120879120879,1.5149171270718231,54.11827196939573,-5.238674033149172,1.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
NC,2006-02-20,1.8880434782608693,6.330810810810811,0.7891304347826086,61.61119278158703,-2.534782608695652,14.0,0.0,0.0,5.0,0.0,2.0,4.0,0.0,6.0,0.0,5.0,1.0,4.0,4.0,0.0,0.0
NC,2006-02-21,6.379670329670329,11.98415300546448,0.5118279569892473,68.57707390651123,0.7420765027322405,23.0,2.0,0.0,0.0,0.0,0.0,18.0,1.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
NC,2006-02-22,8.15570652173913,13.872282608695652,3.123243243243243,81.34459851013439,2.4391304347826086,35.0,4.0,1.0,0.0,0.0,0.0,12.0,1.0,8.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
NC,2006-02-23,9.026775956284151,13.397814207650274,9.817934782608695,75.85930572788546,4.655737704918033,33.0,5.0,0.0,0.0,0.0,0.0,7.0,1.0,8.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
NC,2006-02-24,7.485135135135135,14.409189189189188,0.4854838709677419,38.95460907452206,0.561081081081081,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2006-02-25,7.090163934426229,14.579234972677597,0.5075268817204301,58.47789222348828,-0.3989071038251366,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
NC,2006-02-26,4.8199453551912566,11.462295081967213,2.5844086021505377,43.3590797789961,-1.8224043715847,8.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
NC,2006-02-27,1.4078804347826088,8.942702702702704,0.0670212765957447,33.142288079744226,-6.181521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2006-02-28,7.864130434782608,15.289729729729729,0.0042553191489361,39.65374924918557,0.4402173913043478,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2006-03-01,13.876486486486488,21.01935483870968,0.0,50.9946606960541,6.691891891891892,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2006-03-02,15.562972972972974,23.23333333333333,0.0031914893617021,58.6586944777,7.902162162162162,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2006-03-03,10.591129032258063,18.66827956989248,0.0175531914893617,46.82649724759499,2.513978494623656,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2006-03-04,4.420923913043478,11.781521739130437,0.0016129032258064,37.68843317044155,-2.939673913043478,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2006-03-05,5.201336898395722,13.364171122994652,0.0516129032258064,34.491861175017256,-2.9614973262032085,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
NC,2006-03-06,7.759562841530054,13.90983606557377,1.493010752688172,61.805294988132815,1.6092896174863387,20.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
NC,2006-03-07,6.555347593582887,12.558288770053476,2.1374331550802137,55.92023551803335,0.5524064171122994,16.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
NC,2006-03-08,6.342245989304812,14.59144385026738,0.0361702127659574,49.01143358949132,-1.906951871657754,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC,2006-03-09,10.86747311827957,18.96935483870968,0.2544973544973545,50.53003976712672,2.7655913978494624,4.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC,2006-03-10,15.766847826086956,22.17717391304348,1.5358288770053474,61.75316298513208,9.356521739130434,12.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
NC,2006-03-11,16.614835164835167,23.971584699453555,0.5043243243243243,68.23071688950299,9.26043956043956,33.0,12.0,6.0,0.0,0.0,0.0,11.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0
NC,2006-03-12,18.600552486187844,25.665745856353592,0.3902173913043478,71.50966717180873,11.539010989010988,26.0,12.0,2.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC,2006-03-13,19.87554945054945,25.79562841530055,0.2010869565217391,65.89162476868223,13.899450549450547,6.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC,2006-03-14,16.452459016393444,22.76338797814208,1.9677777777777776,51.27557804437016,10.141530054644807,12.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,8.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
NC,2006-03-15,9.926756756756758,17.085405405405407,0.4570652173913043,23.58255343684041,2.768108108108108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2006-03-16,9.455945945945944,16.663440860215054,0.041711229946524,39.80869851589739,2.245405405405405,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
NC,2006-03-17,11.26189189189189,18.29891891891892,0.0342245989304812,47.90645970325624,4.224864864864865,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
NC,2006-03-18,8.577222222222222,16.093333333333334,0.0032608695652173,39.40983440328485,1.0611111111111111,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2006-03-19,6.656388888888889,13.704444444444446,0.0016216216216216,29.8431571157299,-0.3916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2006-03-20,5.807967032967032,11.5989010989011,3.889784946236559,45.09864439644096,0.017032967032967,23.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,7.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0
NC,2006-03-21,5.717213114754099,9.316393442622951,15.430978260869566,89.80525679310982,2.118032786885246,28.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,9.0,1.0,9.0,0.0,1.0,2.0,0.0,0.0
NC,2006-03-22,4.817486338797814,9.818032786885244,2.7908108108108105,58.8992584333377,-0.1830601092896175,20.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0
NC,2006-03-23,4.3954054054054055,11.175135135135136,0.2113513513513513,53.19001089913039,-2.3843243243243246,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
NC,2006-03-24,5.295945945945946,9.971891891891891,3.695698924731183,69.42445018984726,0.62,17.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0
NC,2006-03-25,4.458602150537634,9.145698924731182,1.146774193548387,67.94607532153331,-0.2284946236559139,17.0,0.0,3.0,1.0,2.0,0.0,6.0,0.0,4.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0
NC,2006-03-26,4.355347593582888,10.119251336898396,0.5459893048128341,57.37973491479374,-1.4085561497326202,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
NC,2006-03-27,5.2505376344086025,12.812903225806451,0.1617021276595744,51.50027597608396,-2.3118279569892475,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2006-03-28,8.601344086021506,16.127956989247313,0.0632978723404255,59.30872703655433,1.074731182795699,10.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
NC,2006-03-29,10.782620320855614,18.48342245989305,0.0489361702127659,63.798904925991536,3.0818181818181816,22.0,4.0,0.0,0.0,0.0,1.0,12.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2006-03-30,11.656720430107528,20.331720430107527,0.0287234042553191,61.40974918884581,2.981720430107527,20.0,4.0,0.0,0.0,0.0,0.0,13.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC,2006-03-31,14.093956043956045,22.13825136612022,0.1164893617021276,64.3512968784635,6.047252747252747,14.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
NC,2006-04-01,17.850815217391304,24.42771739130435,2.570224719101124,66.73273414594968,11.27391304347826,20.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
NC,2006-04-02,17.175815217391303,25.36304347826087,0.4392265193370165,57.28679613990267,8.98858695652174,9.0,0.0,9.0,0.0,1.0,0.0,2.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
NC,2006-04-03,17.74337016574586,25.334254143646408,6.528651685393258,69.42932091364739,10.152486187845303,27.0,1.0,43.0,0.0,11.0,0.0,12.0,8.0,5.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0
NC,2006-04-04,14.055675675675676,22.015135135135136,4.211864406779661,46.758908383848826,6.096216216216216,2.0,0.0,8.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC,2006-04-05,12.192349726775957,19.82622950819672,0.0825136612021857,36.65839190753261,4.558469945355191,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2006-04-06,12.509944751381216,21.35966850828729,0.0054945054945054,42.48730100594519,3.660220994475138,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
NC,2006-04-07,16.75,24.81783783783784,0.180110497237569,50.66053315478396,8.686413043478261,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
NC,2006-04-08,17.542972972972972,24.90216216216216,5.098314606741573,70.6224029865198,10.183783783783785,19.0,0.0,30.0,0.0,3.0,0.0,4.0,4.0,8.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
NC,2006-04-09,11.13108108108108,19.38108108108108,5.797159090909091,57.55951640571734,2.881081081081081,10.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
NC,2006-04-10,9.448360655737703,18.49945355191257,0.1011235955056179,51.08138566048248,0.3951086956521739,4.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2006-04-11,11.878532608695652,21.742391304347827,0.0049450549450549,46.334555392893634,1.998924731182796,3.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2006-04-12,14.367307692307692,23.44808743169399,0.007103825136612,56.06973720267778,5.290710382513661,10.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2006-04-13,16.792972972972972,25.34756756756757,0.0071428571428571,58.84495534436518,8.238378378378378,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC,2006-04-14,19.61381215469613,28.311049723756906,0.1081967213114754,55.427434861550985,10.85989010989011,6.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
NC,2006-04-15,22.19065934065934,30.16263736263737,0.0770491803278688,47.522183315687485,14.21868131868132,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC,2006-04-16,22.620652173913044,30.45054347826087,0.1181318681318681,48.603079665610345,14.790760869565217,3.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC,2006-04-17,20.733606557377048,28.675956284153006,1.7241758241758245,63.53375360714586,12.791256830601094,13.0,2.0,27.0,0.0,1.0,1.0,2.0,1.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
NC,2006-04-18,16.093646408839778,24.4521978021978,4.438418079096046,60.99217324141635,7.731868131868132,21.0,2.0,6.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,2006-04-19,15.31918918918919,22.79081081081081,3.534065934065933,68.65382957252842,7.847567567567567,24.0,6.0,19.0,0.0,5.0,0.0,5.0,3.0,6.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
NC,2006-04-20,16.966486486486488,24.924864864864865,3.657303370786517,63.09139333412023,9.008108108108107,30.0,10.0,6.0,1.0,2.0,0.0,13.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
NC,2006-04-21,18.78196721311476,25.61202185792349,3.4513966480446925,63.349674157296754,11.95191256830601,8.0,0.0,14.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
NC,2006-04-22,18.7108695652174,23.66902173913044,15.902857142857142,83.10776704352516,13.752717391304348,28.0,4.0,45.0,0.0,2.0,0.0,8.0,2.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
NC,2006-04-23,18.26401098901099,24.682967032967035,10.606896551724136,71.51829609854241,11.850273224043717,30.0,8.0,9.0,0.0,1.0,0.0,5.0,1.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
NC,2006-04-24,20.036141304347822,27.109239130434784,0.2590909090909091,60.296412190705766,12.962162162162162,3.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
NC,2006-04-25,21.04755434782609,28.17717391304348,1.2247252747252748,64.76453015688018,13.917934782608697,16.0,1.0,21.0,0.0,0.0,0.0,11.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
NC,2006-04-26,18.405978260869563,24.151630434782607,7.43224043715847,81.26323514535586,12.663783783783783,25.0,1.0,19.0,0.0,0.0,1.0,10.0,1.0,8.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0
NC,2006-04-27,13.219021739130437,17.291847826086954,15.1731843575419,85.97120397644512,9.162702702702704,23.0,3.0,7.0,0.0,0.0,0.0,2.0,1.0,7.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0
NC,2006-04-28,12.909782608695652,20.07282608695652,6.920338983050848,59.341772715398726,5.746739130434783,15.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
NC,2006-04-29,13.583333333333334,20.98508287292817,0.0183333333333333,53.133588297644806,6.1883333333333335,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
