STATE,DATE,TAVG,TMAX,PRCP,RH,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
MN,2006-01-01,-4.65,-2.113496932515337,0.0331428571428571,91.0753106975347,-7.186503067484663,15.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
MN,2006-01-02,-2.9913690476190475,-0.9351190476190476,1.2942857142857145,90.36835824742764,-5.047619047619048,17.0,2.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0
MN,2006-01-03,-0.9064327485380116,0.5505813953488372,0.3480662983425414,93.61211452574986,-2.360233918128655,48.0,8.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0
MN,2006-01-04,-0.8702312138728324,0.4901734104046242,0.5005524861878453,93.377333025399,-2.230635838150289,33.0,4.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,6.0,2.0,0.0,1.0
MN,2006-01-05,-2.8450581395348835,-1.1313953488372093,0.0811111111111111,86.1087073132434,-4.558720930232559,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0
MN,2006-01-06,-4.343063583815029,-1.682080924855491,0.0196721311475409,88.7961773186156,-7.0040462427745664,20.0,3.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
MN,2006-01-07,-3.104216867469879,-0.2138554216867469,0.0365168539325842,85.5734487781845,-5.994578313253013,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
MN,2006-01-08,-2.7936363636363635,-0.4421686746987952,0.4444444444444444,86.26789359297938,-5.149090909090909,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,2.0
MN,2006-01-09,-6.000867052023122,-1.66242774566474,0.7011834319526628,82.0210567585091,-10.339306358381505,9.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0
MN,2006-01-10,-5.519590643274854,-1.0093567251461988,0.0196721311475409,81.05993534943414,-10.03953488372093,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN,2006-01-11,-2.5350877192982457,1.5538011695906433,0.0802197802197802,81.96570844027976,-6.623976608187135,8.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0
MN,2006-01-12,-1.6614942528735634,2.861494252873563,0.0651933701657458,85.7035677009646,-6.184482758620689,11.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0
MN,2006-01-13,-3.872126436781609,1.2764367816091953,0.0285714285714285,82.23177307445606,-9.020689655172411,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0
MN,2006-01-14,-6.139156626506025,-0.8132530120481928,0.0033333333333333,82.6919252793834,-11.509580838323354,11.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
MN,2006-01-15,-2.8039393939393937,0.9307228915662652,0.0089385474860335,75.33362071362988,-6.537575757575758,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN,2006-01-16,-2.293975903614458,1.0227544910179642,0.3941520467836257,86.56750064768167,-5.606626506024097,20.0,3.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,4.0,1.0,1.0,4.0,2.0,7.0,2.0,0.0,2.0
MN,2006-01-17,-7.030813953488372,-3.026744186046512,1.1337278106508877,81.01436386338133,-11.034883720930232,10.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
MN,2006-01-18,-9.35316091954023,-6.058045977011494,0.0842696629213483,80.19711886680568,-12.648275862068967,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
MN,2006-01-19,-8.354046242774567,-4.353757225433526,0.2303867403314917,82.33361338565965,-12.354335260115608,9.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0
MN,2006-01-20,-6.863609467455621,-2.8911764705882352,0.4289617486338797,81.82922651759993,-10.929824561403509,8.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
MN,2006-01-21,-9.264156626506024,-3.0467065868263474,0.0844827586206896,84.73552632676278,-15.57005988023952,17.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0
MN,2006-01-22,-8.564329268292683,-2.85939393939394,0.2857988165680473,85.43149662615487,-14.268902439024387,13.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0
MN,2006-01-23,-9.507848837209302,-2.032369942196532,0.2758426966292135,82.0024504525005,-16.990697674418605,13.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0
MN,2006-01-24,-3.68187134502924,2.047953216374269,0.5466292134831461,77.18350712345521,-9.41169590643275,8.0,1.0,0.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,1.0
MN,2006-01-25,-5.9716374269005845,-0.5808139534883722,0.1093406593406593,75.69049890272167,-11.339766081871344,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
MN,2006-01-26,-3.215606936416185,2.829885057471264,0.0125683060109289,69.94290420538817,-9.258381502890174,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
MN,2006-01-27,1.8164705882352945,6.734705882352942,0.1489010989010989,70.54241887691428,-3.1017647058823528,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
MN,2006-01-28,-0.028443113772455,4.664071856287425,0.4811428571428571,87.47994079974303,-4.720958083832335,18.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,1.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0
MN,2006-01-29,-1.1197604790419162,1.3664670658682634,2.9705882352941178,90.3430243965884,-3.605988023952096,21.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0
MN,2006-01-30,-3.622701149425288,-0.1442528735632184,0.7502857142857143,84.81975450923935,-7.101149425287356,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
MN,2006-01-31,-4.363372093023256,0.3267441860465116,0.6370165745856353,85.34162347865791,-9.084393063583814,10.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,7.0,0.0,0.0,3.0,1.0,7.0,1.0,0.0,3.0
MN,2006-02-01,-2.859604519774011,0.559322033898305,3.221311475409836,86.80384926765834,-6.278531073446327,12.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,1.0
MN,2006-02-02,-3.012146892655367,0.4994350282485875,0.2153005464480874,86.04218277520063,-6.523728813559322,18.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0
MN,2006-02-03,-6.514772727272727,-0.0573863636363636,0.6104395604395604,83.93123678792058,-12.97215909090909,13.0,0.0,0.0,1.0,0.0,5.0,6.0,0.0,0.0,7.0,1.0,1.0,2.0,0.0,8.0,3.0,0.0,0.0
MN,2006-02-04,-12.902906976744188,-7.347674418604651,0.2245901639344262,76.35938786380721,-18.45813953488372,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
MN,2006-02-05,-12.912426035502955,-6.661176470588236,0.0,73.39498503936571,-19.163905325443785,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
MN,2006-02-06,-11.296285714285714,-4.501704545454545,0.0085561497326203,61.70516691088472,-18.106285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN,2006-02-07,-9.349714285714288,-3.4494318181818184,0.1839572192513369,62.9266229727918,-15.249142857142855,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
MN,2006-02-08,-11.928813559322034,-4.088700564971751,0.1712707182320442,65.46566922574011,-19.76892655367232,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN,2006-02-09,-11.156285714285714,-4.125,0.4988950276243094,73.55565556169581,-18.205142857142857,10.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0
