STATE,DATE,TAVG,TMAX,PRCP,RH,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
IA,2006-01-01,-0.2662962962962962,2.4022222222222225,0.1584269662921348,82.41515445870472,-2.9348148148148145,25.0,1.0,6.0,2.0,0.0,3.0,7.0,0.0,0.0,7.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0
IA,2006-01-02,1.7912408759124088,3.978102189781022,5.371348314606742,88.52243962319561,-0.3956204379562044,35.0,2.0,29.0,5.0,2.0,5.0,1.0,0.0,0.0,5.0,1.0,0.0,8.0,1.0,2.0,3.0,0.0,0.0
IA,2006-01-03,1.2474637681159422,2.584782608695652,1.527222222222222,90.3098231886214,-0.0898550724637681,69.0,14.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IA,2006-01-04,1.520863309352518,3.353237410071942,0.1163043478260869,85.64486076223909,-0.3115107913669065,26.0,5.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
IA,2006-01-05,0.3114285714285714,3.2485714285714287,0.0027322404371584,83.11157685779197,-2.625714285714286,12.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2006-01-06,-2.712142857142857,-0.4907142857142857,0.001639344262295,80.15233518091497,-4.933571428571429,32.0,2.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
IA,2006-01-07,-0.4779411764705882,3.465441176470588,0.0,78.22629332313937,-4.421323529411764,10.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2006-01-08,1.8386861313868608,6.34963503649635,0.0049723756906077,81.69995505265302,-2.672262773722628,15.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
IA,2006-01-09,-0.4474820143884893,2.966906474820144,0.0311111111111111,77.00468571253096,-3.861870503597122,13.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2006-01-10,-4.200719424460432,1.0489208633093523,0.3318681318681318,76.4596356165062,-9.450359712230217,19.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
IA,2006-01-11,-1.6094202898550725,3.9784172661870505,0.4883977900552486,78.12373015191154,-7.202173913043478,18.0,1.0,1.0,1.0,0.0,5.0,11.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
IA,2006-01-12,2.948571428571429,8.357142857142858,0.0071428571428571,72.49743858732398,-2.46,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2006-01-13,1.7682142857142855,7.25,0.0307692307692307,77.1640240914355,-3.713571428571429,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
IA,2006-01-14,-2.6912408759124085,2.6913043478260867,0.0160220994475138,71.52785177653212,-8.032846715328468,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2006-01-15,1.3955882352941176,7.764705882352941,0.0,62.89147172487474,-4.973529411764706,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,2006-01-16,3.6880434782608695,9.530434782608696,0.067403314917127,78.12432891930307,-2.1543478260869566,16.0,3.0,1.0,0.0,0.0,1.0,14.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
IA,2006-01-17,-2.4233812949640288,1.5928057553956836,0.2234636871508379,72.28395819132705,-6.449285714285714,7.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0
IA,2006-01-18,-4.4071428571428575,0.45,0.0016574585635359,66.80019707806541,-9.264285714285714,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
IA,2006-01-19,0.524820143884892,7.223021582733813,0.0043956043956043,66.47044705713965,-6.188571428571429,8.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
