STATE,DATE,TAVG,PRCP,RH,TMIN,TMAX,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT11
TN,2019-01-01,12.536071428571429,17.503764705882354,86.86404813325154,7.386428571428571,17.685714285714287,8.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
TN,2019-01-02,8.499295774647887,1.203186274509804,89.55535536907546,5.232394366197183,11.76619718309859,11.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
TN,2019-01-03,6.623793103448276,13.91461716937355,91.86109024110718,4.648965517241379,8.598620689655172,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
TN,2019-01-04,7.832191780821918,8.97215777262181,91.93393186942832,4.559589041095891,11.104794520547944,14.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0
TN,2019-01-05,7.544604316546763,5.973123486682809,79.73747472981026,1.766187050359712,13.323021582733814,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TN,2019-01-06,7.673928571428571,0.0785536159600997,75.7501187090964,0.4921428571428571,14.855714285714289,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2019-01-07,10.178275862068965,0.1682151589242053,68.70247839981627,3.013103448275862,17.34344827586207,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2019-01-08,12.733450704225351,0.2272946859903381,66.30969462222521,7.404225352112677,18.070138888888888,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TN,2019-01-09,8.19448275862069,0.0049382716049382,48.05386834962584,0.5151724137931035,15.873793103448277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2019-01-10,0.7615646258503401,0.0,58.01141721172429,-4.519047619047619,6.0421768707483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2019-01-11,-0.7760273972602739,0.052322738386308,63.14268422548952,-5.887671232876713,4.335616438356165,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
TN,2019-01-12,2.490357142857143,1.8644927536231883,69.07653873447845,-2.1792857142857143,7.16,9.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0
TN,2019-01-13,5.170357142857143,10.530568720379144,94.64851326367936,2.4326241134751774,7.902857142857144,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2019-01-14,3.074482758620689,1.4679012345679012,89.88530333712156,0.589041095890411,5.563448275862069,14.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
TN,2019-01-15,1.2773972602739727,0.2679706601466992,81.54137337043791,-0.4472602739726027,3.002054794520548,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TN,2019-01-16,1.0636054421768708,0.064039408866995,83.28578317207688,-2.2802721088435374,4.407482993197279,7.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
TN,2019-01-17,3.2874149659863945,4.303588516746411,89.0025607907415,-0.7074829931972789,7.28581081081081,11.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0
TN,2019-01-18,6.022222222222222,6.876610978520287,92.38381845502698,3.453103448275862,8.567361111111111,14.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0
TN,2019-01-19,7.668478260869565,20.880288461538463,93.7717816736578,3.5144927536231885,11.82246376811594,13.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0
TN,2019-01-20,3.079078014184397,26.286829268292685,76.91770064642559,-4.825531914893617,10.983687943262412,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
TN,2019-01-21,-4.865972222222222,0.2532663316582914,59.89438372831589,-9.414583333333333,-0.3173611111111111,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TN,2019-01-22,-1.933783783783784,0.3235872235872236,53.12358319274104,-7.527702702702702,3.660135135135136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,2019-01-23,5.270890410958904,4.145542168674699,77.24886949551049,-0.7691780821917809,11.31095890410959,10.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
