STATE,DATE,TAVG,PRCP,RH,TMIN,TMAX,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT15,WT18
CO,2019-01-31,-4.438611111111111,0.0565543071161048,49.34453426798344,-13.026229508196725,4.120385674931129,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
CO,2019-02-01,-2.257988980716253,0.0550603528319405,53.3215570086933,-11.010899182561309,6.47068493150685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2019-02-02,-0.9851239669421488,0.2109962406015037,55.14829843279284,-9.4566757493188,7.367123287671233,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CO,2019-02-03,1.1122252747252743,1.2025641025641025,60.21621919900611,-5.325,7.501648351648352,9.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
CO,2019-02-04,1.24366391184573,0.9820392890551918,62.47765832248805,-4.705962059620596,7.107713498622589,14.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
CO,2019-02-05,-0.8736986301369862,1.175432211101001,72.00027859069645,-5.845135135135135,3.9967123287671233,37.0,10.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0
CO,2019-02-06,-6.218922651933702,2.063843351548269,76.39578917471842,-12.550136239782017,0.0255494505494505,50.0,14.0,0.0,1.0,0.0,3.0,0.0,14.0,0.0,0.0,3.0,0.0,0.0
CO,2019-02-07,-13.273204419889504,2.881881533101045,73.65493945527254,-19.73814713896457,-6.89478021978022,33.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,1.0,0.0,1.0,0.0,0.0
CO,2019-02-08,-11.944109589041098,0.4620396600566572,63.66399040852809,-20.29346049046321,-3.5839237057220705,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0
CO,2019-02-09,-7.073763736263736,0.1010526315789473,58.50211023133549,-14.664945652173913,0.5225274725274726,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
CO,2019-02-10,-5.367548746518106,0.0248322147651006,59.9004293117663,-13.139178082191782,2.335833333333333,18.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
CO,2019-02-11,-6.9531855955678665,0.2466729147141518,61.71600239582598,-13.70928961748634,-0.316986301369863,40.0,8.0,0.0,0.0,0.0,2.0,0.0,7.0,1.0,0.0,2.0,0.0,0.0
CO,2019-02-12,-6.348347107438016,0.2452582159624413,50.461242476659166,-14.38246575342466,1.6204359673024524,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
CO,2019-02-13,-1.533879781420765,0.8671415004748338,42.55532770970856,-8.497289972899729,5.422615803814714,8.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0
CO,2019-02-14,1.270467032967033,2.9531539888682747,64.96516361230938,-3.846467391304348,6.330684931506849,14.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0
CO,2019-02-15,-0.2829670329670329,4.005909510618651,71.67959442353867,-6.463956639566395,5.843131868131868,20.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
CO,2019-02-16,-5.5777777777777775,0.8117703349282296,67.118242905041,-12.529539295392953,1.3739837398373984,32.0,9.0,1.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0
CO,2019-02-17,-9.119777158774374,0.6526070763500931,61.2567516433306,-16.409944751381214,-1.961263736263736,21.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
CO,2019-02-18,-10.592222222222222,1.6583257506824385,74.77609570152667,-16.76219178082192,-4.5,30.0,3.0,0.0,0.0,0.0,1.0,0.0,15.0,2.0,0.0,1.0,0.0,0.0
CO,2019-02-19,-11.73625,1.2390984360625577,81.08750127756213,-17.066212534059947,-6.498618784530387,32.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
CO,2019-02-20,-12.524450549450547,0.8053259871441689,67.41645717985357,-18.733424657534247,-6.349593495934959,27.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0
CO,2019-02-21,-8.947651933701659,1.3947417840375589,66.95020249266085,-15.331967213114757,-2.6464480874316942,17.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0
CO,2019-02-22,-6.06404958677686,2.352341597796144,80.84586107229153,-11.23804347826087,-0.9137741046831956,45.0,5.0,0.0,1.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
CO,2019-02-23,-8.01236111111111,5.615165031222124,75.40779775305346,-13.82,-2.3022038567493115,33.0,5.0,0.0,0.0,0.0,3.0,0.0,8.0,1.0,0.0,2.0,0.0,0.0
CO,2019-02-24,-7.96945205479452,0.3207472959685349,59.72238667881969,-15.46967213114754,-0.4795640326975476,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
CO,2019-02-25,-5.02914364640884,0.1331400966183575,64.37968450870714,-12.811813186813186,2.747382920110193,23.0,11.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
CO,2019-02-26,-2.2210958904109592,0.0779135338345864,69.07011722809199,-10.107837837837838,5.684657534246576,36.0,9.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0
CO,2019-02-27,-1.459016393442623,0.1872439478584729,69.48673167228183,-8.99027027027027,6.0710382513661205,30.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0
CO,2019-02-28,-1.084931506849315,0.3266666666666666,70.42486076400174,-7.188251366120219,4.997814207650273,26.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0
CO,2019-03-01,0.6176229508196721,1.3470315398886827,71.043246952062,-4.681029810298103,5.843324250681199,18.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
CO,2019-03-02,-1.2810773480662982,3.959980988593156,81.49120489893878,-6.284931506849315,3.704407713498623,34.0,8.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
CO,2019-03-03,-6.463186813186813,7.534519572953736,84.77490352362092,-11.54141689373297,-1.4547945205479451,35.0,4.0,0.0,1.0,1.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
CO,2019-03-04,-8.884540389972145,2.5990783410138247,78.94364896361589,-14.83085399449036,-3.0347107438016527,26.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
CO,2019-03-05,-6.9585872576177294,0.3974552309142318,70.15427163802163,-14.663561643835616,0.7382920110192838,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
CO,2019-03-06,-1.1225895316804408,2.310772163965681,72.6339806448106,-6.456830601092896,4.187878787878788,18.0,1.0,0.0,2.0,0.0,2.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0
CO,2019-03-07,0.6709016393442623,3.827762557077625,79.39741341975054,-4.012771739130435,5.334426229508197,34.0,10.0,3.0,1.0,1.0,4.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0
CO,2019-03-08,-0.2213498622589531,2.120770676691729,75.18122957117646,-5.894822888283379,5.388980716253443,37.0,8.0,0.0,1.0,2.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0
CO,2019-03-09,-1.6942148760330578,2.2616527390900654,62.704477100830864,-7.623013698630137,4.183287671232877,12.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
CO,2019-03-10,-1.5891184573002757,0.2355121951219512,65.40531914663374,-8.153551912568306,4.908516483516483,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
CO,2019-03-11,-0.437292817679558,1.3450717703349282,69.08466206777247,-6.893169398907104,5.983195592286502,16.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0
CO,2019-03-12,1.9101108033241,4.350554528650648,76.0965240936546,-4.282786885245901,8.046537396121884,27.0,6.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
CO,2019-03-13,-0.7355191256830601,10.684542314335062,85.89034363337952,-6.49808743169399,5.027049180327869,37.0,11.0,15.0,1.0,0.0,0.0,0.0,8.0,3.0,0.0,7.0,0.0,0.0
CO,2019-03-14,-5.439423076923077,12.26977973568282,69.4942850013194,-11.014835164835166,0.1038147138964577,12.0,1.0,1.0,1.0,0.0,1.0,0.0,7.0,3.0,0.0,20.0,0.0,0.0
CO,2019-03-15,-5.970192307692308,0.3258490566037735,64.4849453518542,-13.946301369863011,1.9904371584699447,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
CO,2019-03-16,-2.9038461538461537,0.1580432737535277,58.91672354978408,-11.52316076294278,5.677868852459016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2019-03-17,-0.6736263736263736,0.0731100478468899,58.08346498507535,-9.33623978201635,7.938082191780822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
CO,2019-03-18,0.2131215469613259,0.0427230046948356,63.31557207611863,-7.954371584699454,8.332231404958678,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,2019-03-19,-0.8744505494505495,0.0532961931290622,61.30523471416364,-8.3051912568306,6.488797814207651,8.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
CO,2019-03-20,-0.8164819944598338,0.0610377358490566,47.67169449208495,-10.323480662983425,8.672451790633609,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,2019-03-21,1.2422651933701656,0.6511299435028248,51.53158711599844,-6.708196721311475,9.1465564738292,10.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
CO,2019-03-22,1.2954166666666669,1.7651933701657458,72.92823951158931,-4.892307692307692,7.477008310249307,28.0,3.0,8.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
CO,2019-03-23,1.234297520661157,3.8308085106382976,77.58682095995259,-4.3095367847411445,6.701648351648352,17.0,4.0,4.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
CO,2019-03-24,1.2781767955801109,0.9762394761459308,70.54214505360841,-4.918131868131868,7.441160220994474,18.0,4.0,8.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
CO,2019-03-25,2.1228142076502734,1.0267202859696156,66.41223299412118,-5.136314363143631,9.3396174863388,29.0,7.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
CO,2019-03-26,4.142054794520548,0.0920664206642066,50.827138074125095,-4.69672131147541,12.967123287671232,10.0,3.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0
CO,2019-03-27,7.700688705234159,0.0195075757575757,44.77053529283105,-0.4547945205479453,15.857300275482093,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
CO,2019-03-28,7.807361111111112,0.0710200190657769,45.61558637817748,-0.1214876033057851,15.678055555555556,14.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
CO,2019-03-29,2.3225,0.7356200527704485,68.93278270091207,-4.516483516483516,9.059444444444445,37.0,8.0,7.0,1.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
CO,2019-03-30,-1.814958448753463,4.772085106382979,73.48093386126133,-7.754016620498614,4.109615384615385,22.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,2019-03-31,-2.24112676056338,0.5402870813397129,69.6526281057881,-8.420949720670391,3.911173184357542,18.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
CO,2019-04-01,-0.2899171270718232,0.5872794800371403,61.76336243570708,-7.765934065934067,7.153591160220994,12.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
CO,2019-04-02,2.89375,0.4108675799086758,58.90707118044411,-3.80939226519337,9.581767955801103,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
CO,2019-04-03,3.520936639118457,0.3961121157323689,67.04075914460967,-2.427472527472528,9.456198347107438,16.0,2.0,10.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
CO,2019-04-04,4.706456043956044,0.390506329113924,62.322401184068106,-2.5046448087431696,11.897802197802198,15.0,3.0,2.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
CO,2019-04-05,6.691780821917808,0.0390697674418604,47.83604094918364,-0.6718579234972678,14.04109589041096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,2019-04-06,6.697083333333333,0.1351763584366062,46.45422759088052,-0.7541208791208791,14.048618784530388,3.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
CO,2019-04-07,6.5473901098901095,0.2120335820895522,48.92699969460358,-1.5068493150684932,14.581369863013698,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
CO,2019-04-08,8.337052341597795,0.049160447761194,42.00967220271466,0.1862637362637363,16.47103825136612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
CO,2019-04-09,9.624520547945204,0.0650822669104204,41.40198424581967,1.403532608695652,17.82109589041096,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
CO,2019-04-10,4.039531680440772,1.6864648263579696,55.14822686139488,-4.183879781420765,12.17554945054945,32.0,11.0,9.0,0.0,0.0,2.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0
CO,2019-04-11,-2.99010989010989,8.440811258278146,72.38726811663823,-9.022739726027398,3.0104109589041093,24.0,3.0,2.0,1.0,0.0,2.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0
CO,2019-04-12,-2.6842105263157894,0.5113678373382624,66.48173085339947,-8.990358126721762,3.5631868131868134,17.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
CO,2019-04-13,-0.9670360110803324,1.5564102564102564,70.22238477302626,-7.1738292011019285,5.134972677595629,20.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0
CO,2019-04-14,1.6176308539944906,0.853382084095064,57.17955788958457,-6.18283378746594,9.369972451790634,9.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
CO,2019-04-15,7.142659279778393,0.0755368814192343,42.78562451984269,-0.4850136239782016,14.734806629834257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
CO,2019-04-16,7.7443526170798895,0.0422586520947176,47.26870497485652,0.5010958904109589,14.951923076923077,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,2019-04-17,6.812430939226519,0.3343470483005367,57.41696282339645,0.1148760330578512,13.423561643835615,1.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
CO,2019-04-18,5.984657534246575,0.3619089316987741,53.51156637670337,-0.9964577656675748,12.934426229508198,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
CO,2019-04-19,7.551643835616438,0.0513388734995383,45.00575244482568,-1.2239782016348772,16.31013698630137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,2019-04-20,10.070580110497238,0.0217514124293785,37.2566841002838,0.9843406593406594,19.099175824175827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,2019-04-21,9.270670391061453,0.2751646284101599,48.81950904637042,1.5565459610027854,16.89281767955801,2.0,0.0,21.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CO,2019-04-22,7.007083333333334,3.4094292803970223,67.06637778164473,-0.029281767955801,13.99972299168975,19.0,2.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2019-04-23,6.480112044817927,1.3658854166666667,67.13898478216407,-0.3107142857142857,13.186033519553074,16.0,2.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,2019-04-24,8.077146814404433,0.2849462365591398,55.273787048271,0.3541436464088398,15.77817679558011,5.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,2019-04-25,9.429166666666667,0.0975229357798165,49.951842128503216,1.6679558011049722,17.16767955801105,5.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
CO,2019-04-26,9.500415512465374,0.8314711359404097,49.77741370602436,1.4147540983606557,17.498898071625344,7.0,0.0,18.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0
CO,2019-04-27,9.809944751381217,1.6652326602282703,58.2261378570716,2.200273224043716,17.374104683195593,5.0,3.0,10.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0
CO,2019-04-28,9.131301939058172,0.7901303538175046,52.31595886533175,1.771311475409836,16.409392265193368,4.0,0.0,12.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0
CO,2019-04-29,5.600690607734807,2.903371783496007,63.210270883199975,-0.9597260273972604,12.139669421487604,24.0,7.0,8.0,1.0,2.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0
CO,2019-04-30,3.547245179063361,10.005163934426228,83.85860098258505,-1.175482093663912,8.231693989071038,35.0,6.0,17.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
CO,2019-05-01,2.4954419889502764,4.636371100164203,79.64265453423036,-2.521917808219178,7.448618784530387,42.0,9.0,3.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
CO,2019-05-02,3.2477715877437325,1.002886247877759,67.90349784178066,-3.4263157894736844,9.845580110497238,20.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
CO,2019-05-03,5.637087912087912,0.5153088630259625,52.27317032755342,-2.2013661202185792,13.464835164835163,16.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
CO,2019-05-04,7.500964187327823,0.0639664804469273,46.76105859041047,-0.6885245901639344,15.621978021978022,8.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
CO,2019-05-05,9.212465753424658,0.1513182674199623,43.18920090644521,1.1579945799457996,17.235068493150685,1.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,2019-05-06,10.00388888888889,0.1417965169569202,51.61953551403867,1.7205479452054795,18.24833333333333,16.0,4.0,17.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
CO,2019-05-07,8.927839335180055,2.061441013460016,65.31366473778768,2.331780821917808,15.417679558011049,38.0,6.0,25.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0
CO,2019-05-08,4.854874651810586,3.9799058084772367,76.66713548006051,-0.2423076923076923,9.840997229916898,43.0,7.0,19.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,2019-05-09,1.6088642659279777,9.78482428115016,84.37057102552805,-2.5742465753424657,5.731767955801105,39.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
CO,2019-05-10,2.339583333333333,3.5359336099585064,80.70149872972763,-2.2660220994475138,6.948888888888889,26.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
CO,2019-05-11,4.544889502762431,1.0278837420526794,64.40661252390532,-2.238524590163934,11.302747252747253,17.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
CO,2019-05-12,7.684072022160664,0.3795660036166365,54.76856263733129,-0.7256830601092897,16.040883977900553,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
CO,2019-05-13,10.554545454545456,0.0543925233644859,44.13637204072245,1.9432876712328768,19.146153846153847,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2019-05-14,12.263013698630138,0.0760948905109488,42.38446442774219,3.3275956284153008,21.18191780821917,1.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,2019-05-15,12.986914600550964,0.1472021660649819,42.68461059407694,3.912568306010929,22.029395604395603,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,2019-05-16,13.843801652892562,0.0590573012939001,43.38648264574623,5.997267759562842,21.626446280991736,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,2019-05-17,9.443169398907104,0.8211902614968439,51.55269595465288,2.178861788617886,16.65601092896175,10.0,1.0,17.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0
CO,2019-05-18,5.843561643835617,2.6677502138579983,63.90094693818816,-1.0152173913043478,12.628688524590164,13.0,1.0,16.0,2.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
CO,2019-05-19,5.026648351648352,1.159304347826087,63.7365642419596,-1.607123287671233,11.65655737704918,13.0,1.0,7.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
CO,2019-05-20,4.009668508287293,4.266583333333333,75.02679778388138,-1.0435616438356163,9.005494505494505,30.0,6.0,12.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
CO,2019-05-21,2.125342465753425,17.73676923076923,85.6427357783767,-2.2554644808743167,6.503278688524589,37.0,5.0,10.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0
CO,2019-05-22,2.925616438356164,3.666611433305717,73.61227782092394,-1.9520435967302447,7.744686648501363,15.0,1.0,4.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,2019-05-23,4.024383561643836,2.648630705394191,77.68520333119875,-0.962942779291553,8.991280653950954,36.0,4.0,9.0,0.0,3.0,3.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
