year,state_name,state_alpha,week_ending,week,Excellent,Good,Fair,Poor,Very Poor
2019,MICHIGAN,MI,2019-06-09,23,5.0,36.0,45.0,9.0,5.0
2019,MICHIGAN,MI,2019-06-16,24,6.0,40.0,37.0,13.0,4.0
2019,MICHIGAN,MI,2019-06-23,25,3.0,37.0,36.0,20.0,4.0
2019,MICHIGAN,MI,2019-06-30,26,5.0,35.0,35.0,20.0,5.0
2019,MICHIGAN,MI,2019-07-07,27,7.0,39.0,35.0,15.0,4.0
2019,MICHIGAN,MI,2019-07-14,28,8.0,38.0,36.0,14.0,4.0
2019,MICHIGAN,MI,2019-07-21,29,8.0,34.0,37.0,17.0,4.0
2019,MICHIGAN,MI,2019-07-28,30,8.0,35.0,35.0,18.0,4.0
2019,MICHIGAN,MI,2019-08-04,31,9.0,37.0,29.0,19.0,6.0
2019,MICHIGAN,MI,2019-08-11,32,8.0,32.0,37.0,17.0,6.0
2019,MICHIGAN,MI,2019-08-18,33,8.0,32.0,37.0,17.0,6.0
2019,MICHIGAN,MI,2019-08-25,34,8.0,36.0,33.0,17.0,6.0
2019,MICHIGAN,MI,2019-09-01,35,11.0,34.0,32.0,16.0,7.0
2019,MICHIGAN,MI,2019-09-08,36,12.0,29.0,37.0,15.0,7.0
2019,MICHIGAN,MI,2019-09-15,37,11.0,31.0,37.0,14.0,7.0
2019,MICHIGAN,MI,2019-09-22,38,12.0,34.0,35.0,14.0,5.0
2019,MICHIGAN,MI,2019-09-29,39,10.0,35.0,35.0,14.0,6.0
2019,MICHIGAN,MI,2019-10-06,40,12.0,32.0,34.0,16.0,6.0
2019,MICHIGAN,MI,2019-10-13,41,11.0,32.0,37.0,15.0,5.0
2019,MICHIGAN,MI,2019-10-20,42,10.0,32.0,38.0,14.0,6.0
2019,MICHIGAN,MI,2019-10-27,43,12.0,29.0,39.0,14.0,6.0
2019,MICHIGAN,MI,2019-11-03,44,10.0,31.0,40.0,14.0,5.0
2019,MICHIGAN,MI,2019-11-10,45,11.0,32.0,36.0,14.0,7.0
2019,MICHIGAN,MI,2019-11-17,46,10.0,32.0,37.0,14.0,7.0
2019,MICHIGAN,MI,2019-11-24,47,9.0,33.0,38.0,14.0,6.0
